ID_Cliente,Data_Aquisicao,Canal_Aquisicao,Campanha_Aquisicao,Segmento,Regiao,Total_Pedidos,LTV,Status,Cohort
29154,2023-07-25,Meta Ads,Remarketing_Display,SMB,MG,2,206.88,churned,2023-07
29155,2023-07-25,Meta Ads,Remarketing_Display,SMB,PE,1,246.58,active,2023-07
29156,2023-07-25,Meta Ads,Video_Awareness_Amplo,SMB,SP,3,568.33,active,2023-07
29157,2023-07-25,Meta Ads,Video_Awareness_Amplo,Mid-Market,SP,2,576.62,active,2023-07
29158,2023-07-25,Meta Ads,Video_Awareness_Amplo,SMB,SP,1,98.12,active,2023-07
29159,2023-07-25,TikTok Ads,Display_Generico,Mid-Market,ES,2,570.71,active,2023-07
29160,2023-07-25,TikTok Ads,Display_Generico,SMB,MG,3,308.35,active,2023-07
29161,2023-07-25,TikTok Ads,Display_Generico,SMB,RS,2,328.48,active,2023-07
29162,2023-07-25,TikTok Ads,Display_Generico,SMB,GO,2,250.74,active,2023-07
29163,2023-07-25,TikTok Ads,Display_Generico,Mid-Market,PR,2,1206.55,churned,2023-07
29164,2023-07-25,TikTok Ads,Lead_Generation,SMB,GO,1,260.9,churned,2023-07
29165,2023-07-25,TikTok Ads,Lead_Generation,SMB,SP,3,663.07,active,2023-07
29166,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,PE,2,2413.33,churned,2023-07
29167,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,GO,2,1695.98,active,2023-07
29168,2023-07-25,TikTok Ads,Lead_Generation,SMB,SP,3,732.83,churned,2023-07
29169,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,PR,2,1890.44,active,2023-07
29170,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,SP,4,3138.11,active,2023-07
29171,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,RJ,1,240.89,active,2023-07
29172,2023-07-25,TikTok Ads,Lead_Generation,SMB,SP,3,367.53,active,2023-07
29173,2023-07-25,TikTok Ads,Lead_Generation,Enterprise,SP,3,2751.63,active,2023-07
29174,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,RJ,1,307.54,active,2023-07
29175,2023-07-25,TikTok Ads,Lead_Generation,Enterprise,SP,2,2128.66,churned,2023-07
29176,2023-07-25,TikTok Ads,Lead_Generation,Mid-Market,RJ,4,3348.63,active,2023-07
29177,2023-07-25,TikTok Ads,Lead_Generation,SMB,SC,1,137.7,active,2023-07
29178,2023-07-25,TikTok Ads,Lead_Generation,Enterprise,SC,4,4165.4,active,2023-07
29179,2023-07-25,TikTok Ads,Performance_Search,SMB,SP,3,938.61,active,2023-07
29180,2023-07-25,TikTok Ads,Performance_Search,SMB,SP,4,467.29,churned,2023-07
29181,2023-07-25,TikTok Ads,Performance_Search,SMB,MG,2,469.5,churned,2023-07
29182,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,MG,2,1723.41,active,2023-07
29183,2023-07-25,TikTok Ads,Performance_Search,Enterprise,RS,1,1114.27,active,2023-07
29184,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,SP,1,827.74,active,2023-07
29185,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,SP,1,329.54,active,2023-07
29186,2023-07-25,TikTok Ads,Performance_Search,Enterprise,BA,4,4366.99,active,2023-07
29187,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,BA,2,1429.77,active,2023-07
29188,2023-07-25,TikTok Ads,Performance_Search,SMB,GO,1,106.6,active,2023-07
29189,2023-07-25,TikTok Ads,Performance_Search,Enterprise,PE,2,2153.41,churned,2023-07
29190,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,RJ,2,2750.43,active,2023-07
29191,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,RJ,2,1854.49,churned,2023-07
29192,2023-07-25,TikTok Ads,Performance_Search,Enterprise,SP,5,5086.17,active,2023-07
29193,2023-07-25,TikTok Ads,Performance_Search,SMB,ES,3,569.92,active,2023-07
29194,2023-07-25,TikTok Ads,Performance_Search,SMB,SP,2,557.32,active,2023-07
29195,2023-07-25,TikTok Ads,Performance_Search,Mid-Market,SP,1,390.8,active,2023-07
29196,2023-07-25,TikTok Ads,Performance_Search,SMB,RS,1,121.46,active,2023-07
29197,2023-07-25,TikTok Ads,Performance_Search,SMB,BA,1,85.65,churned,2023-07
29198,2023-07-25,TikTok Ads,Performance_Search,SMB,SC,1,129.38,active,2023-07
29199,2023-07-25,TikTok Ads,Performance_Search,SMB,BA,1,147.59,active,2023-07
29200,2023-07-25,TikTok Ads,Performance_Search,SMB,SP,2,264.55,active,2023-07
29201,2023-07-25,TikTok Ads,Performance_Search,SMB,SP,3,618.79,churned,2023-07
29202,2023-07-25,TikTok Ads,Performance_Shopping,SMB,PR,2,204.03,active,2023-07
29203,2023-07-25,TikTok Ads,Performance_Shopping,SMB,BA,4,958.92,churned,2023-07
29204,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,BA,1,233.08,active,2023-07
29205,2023-07-25,TikTok Ads,Performance_Shopping,SMB,MG,1,124.26,active,2023-07
29206,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,SC,2,683.63,active,2023-07
29207,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SP,2,432.65,active,2023-07
29208,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SP,1,379.23,active,2023-07
29209,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,SP,3,2169.7,active,2023-07
29210,2023-07-25,TikTok Ads,Performance_Shopping,SMB,PR,2,236.95,churned,2023-07
29211,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,PR,1,256.89,active,2023-07
29212,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,MG,1,392.37,churned,2023-07
29213,2023-07-25,TikTok Ads,Performance_Shopping,SMB,MG,2,328.56,active,2023-07
29214,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SP,1,124.93,active,2023-07
29215,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SC,1,322.97,churned,2023-07
29216,2023-07-25,TikTok Ads,Performance_Shopping,Mid-Market,PR,2,1303.0,active,2023-07
29217,2023-07-25,TikTok Ads,Performance_Shopping,SMB,CE,3,724.72,churned,2023-07
29218,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SP,2,582.13,active,2023-07
29219,2023-07-25,TikTok Ads,Performance_Shopping,SMB,SP,4,740.71,active,2023-07
29220,2023-07-25,TikTok Ads,Performance_Shopping,SMB,ES,3,854.2,active,2023-07
29221,2023-07-25,TikTok Ads,Remarketing_Display,Enterprise,RJ,1,608.64,active,2023-07
29222,2023-07-25,TikTok Ads,Remarketing_Display,Mid-Market,SP,1,832.31,active,2023-07
29223,2023-07-25,TikTok Ads,Remarketing_Display,Mid-Market,PE,1,1098.1,churned,2023-07
29224,2023-07-25,TikTok Ads,Remarketing_Display,SMB,RJ,2,524.23,active,2023-07
29225,2023-07-25,TikTok Ads,Remarketing_Display,SMB,RS,2,187.35,active,2023-07
29226,2023-07-25,TikTok Ads,Remarketing_Display,Mid-Market,RJ,1,297.54,active,2023-07
29227,2023-07-25,TikTok Ads,Remarketing_Display,SMB,RS,3,518.77,active,2023-07
29228,2023-07-25,TikTok Ads,Remarketing_Display,Mid-Market,DF,2,575.17,active,2023-07
29229,2023-07-25,TikTok Ads,Remarketing_Display,Mid-Market,RS,1,1114.7,active,2023-07
29230,2023-07-25,TikTok Ads,Video_Awareness_Amplo,SMB,SC,1,90.66,churned,2023-07
29231,2023-07-25,TikTok Ads,Video_Awareness_Amplo,Mid-Market,GO,1,249.07,active,2023-07
29232,2023-07-25,TikTok Ads,Video_Awareness_Amplo,Mid-Market,RS,2,1835.55,churned,2023-07
29233,2023-07-25,TikTok Ads,Video_Awareness_Amplo,SMB,MG,2,236.48,churned,2023-07
29234,2023-07-25,TikTok Ads,Video_Awareness_Amplo,SMB,SP,4,808.48,churned,2023-07
29235,2023-07-25,TikTok Ads,Video_Awareness_Amplo,Mid-Market,BA,2,1406.52,churned,2023-07
29236,2023-07-25,TikTok Ads,Video_Awareness_Amplo,Mid-Market,SC,1,1076.9,churned,2023-07
29237,2023-07-26,Google Ads,Display_Generico,SMB,RS,1,236.71,active,2023-07
29238,2023-07-26,Google Ads,Lead_Generation,Mid-Market,RJ,2,1314.79,active,2023-07
29239,2023-07-26,Google Ads,Lead_Generation,Mid-Market,PR,1,296.07,active,2023-07
29240,2023-07-26,Google Ads,Lead_Generation,Mid-Market,MG,4,1681.96,active,2023-07
29241,2023-07-26,Google Ads,Lead_Generation,SMB,SP,2,239.12,active,2023-07
29242,2023-07-26,Google Ads,Lead_Generation,SMB,SP,2,264.86,active,2023-07
29243,2023-07-26,Google Ads,Lead_Generation,SMB,MG,1,381.85,active,2023-07
29244,2023-07-26,Google Ads,Lead_Generation,Mid-Market,SP,1,237.16,active,2023-07
29245,2023-07-26,Google Ads,Lead_Generation,SMB,MG,5,1010.86,churned,2023-07
29246,2023-07-26,Google Ads,Lead_Generation,SMB,SP,2,463.14,active,2023-07
29247,2023-07-26,Google Ads,Lead_Generation,Enterprise,SP,3,2194.98,churned,2023-07
29248,2023-07-26,Google Ads,Lead_Generation,Mid-Market,SP,1,206.79,active,2023-07
29249,2023-07-26,Google Ads,Performance_Search,Mid-Market,SP,1,1446.94,active,2023-07
29250,2023-07-26,Google Ads,Performance_Search,SMB,PR,1,148.39,active,2023-07
29251,2023-07-26,Google Ads,Performance_Search,SMB,MG,1,234.73,active,2023-07
29252,2023-07-26,Google Ads,Performance_Search,SMB,CE,3,615.2,churned,2023-07
29253,2023-07-26,Google Ads,Performance_Search,SMB,SP,1,200.88,active,2023-07
29254,2023-07-26,Google Ads,Performance_Search,SMB,RS,1,317.79,active,2023-07
29255,2023-07-26,Google Ads,Performance_Search,Mid-Market,SP,3,2976.11,active,2023-07
29256,2023-07-26,Google Ads,Performance_Search,SMB,PE,2,321.49,active,2023-07
29257,2023-07-26,Google Ads,Performance_Search,SMB,SC,1,130.78,churned,2023-07
29258,2023-07-26,Google Ads,Performance_Search,Mid-Market,RJ,3,3623.91,active,2023-07
29259,2023-07-26,Google Ads,Performance_Shopping,Mid-Market,SP,1,804.95,active,2023-07
29260,2023-07-26,Google Ads,Performance_Shopping,SMB,MG,2,225.74,churned,2023-07
29261,2023-07-26,Google Ads,Performance_Shopping,Mid-Market,RS,1,228.63,active,2023-07
29262,2023-07-26,Google Ads,Performance_Shopping,SMB,MG,2,463.69,churned,2023-07
29263,2023-07-26,Google Ads,Performance_Shopping,Mid-Market,SP,1,281.19,active,2023-07
29264,2023-07-26,Google Ads,Performance_Shopping,Mid-Market,RS,1,325.09,active,2023-07
29265,2023-07-26,Google Ads,Performance_Shopping,Mid-Market,SP,2,1477.16,churned,2023-07
29266,2023-07-26,Google Ads,Remarketing_Display,Mid-Market,MG,1,1299.83,churned,2023-07
29267,2023-07-26,Google Ads,Remarketing_Display,Enterprise,SP,2,1856.36,churned,2023-07
29268,2023-07-26,Google Ads,Remarketing_Display,SMB,RJ,2,413.52,churned,2023-07
29269,2023-07-26,Google Ads,Remarketing_Display,SMB,PR,2,226.77,churned,2023-07
29270,2023-07-26,Google Ads,Video_Awareness_Amplo,SMB,RJ,1,136.32,active,2023-07
29271,2023-07-26,Google Ads,Video_Awareness_Amplo,SMB,CE,6,1264.84,active,2023-07
29272,2023-07-26,Google Ads,Video_Awareness_Amplo,SMB,SC,3,476.22,churned,2023-07
29273,2023-07-26,Google Ads,Video_Awareness_Amplo,SMB,SP,1,101.92,active,2023-07
29274,2023-07-26,Meta Ads,Display_Generico,SMB,RS,4,785.16,churned,2023-07
29275,2023-07-26,Meta Ads,Display_Generico,SMB,SP,1,311.56,active,2023-07
29276,2023-07-26,Meta Ads,Lead_Generation,SMB,GO,1,139.04,churned,2023-07
29277,2023-07-26,Meta Ads,Lead_Generation,SMB,CE,1,109.43,active,2023-07
29278,2023-07-26,Meta Ads,Lead_Generation,SMB,SC,1,121.85,churned,2023-07
29279,2023-07-26,Meta Ads,Lead_Generation,Mid-Market,SP,1,1364.49,active,2023-07
29280,2023-07-26,Meta Ads,Lead_Generation,SMB,MG,2,272.68,churned,2023-07
29281,2023-07-26,Meta Ads,Lead_Generation,SMB,SP,1,363.01,active,2023-07
29282,2023-07-26,Meta Ads,Performance_Search,Mid-Market,BA,3,1730.43,active,2023-07
29283,2023-07-26,Meta Ads,Performance_Search,SMB,SC,1,225.81,active,2023-07
29284,2023-07-26,Meta Ads,Performance_Search,SMB,RJ,2,168.62,active,2023-07
29285,2023-07-26,Meta Ads,Performance_Search,Mid-Market,RJ,1,271.86,churned,2023-07
29286,2023-07-26,Meta Ads,Performance_Search,SMB,SP,2,478.3,active,2023-07
29287,2023-07-26,Meta Ads,Performance_Search,SMB,SP,1,344.61,active,2023-07
29288,2023-07-26,Meta Ads,Performance_Search,SMB,GO,1,367.26,active,2023-07
29289,2023-07-26,Meta Ads,Performance_Search,Enterprise,PR,2,2002.28,churned,2023-07
29290,2023-07-26,Meta Ads,Performance_Search,SMB,RJ,2,276.23,churned,2023-07
29291,2023-07-26,Meta Ads,Performance_Search,SMB,SC,1,82.18,churned,2023-07
29292,2023-07-26,Meta Ads,Performance_Search,Mid-Market,BA,2,1334.98,active,2023-07
29293,2023-07-26,Meta Ads,Performance_Search,SMB,DF,1,141.59,active,2023-07
29294,2023-07-26,Meta Ads,Performance_Search,SMB,PR,1,137.6,churned,2023-07
29295,2023-07-26,Meta Ads,Performance_Shopping,Enterprise,RS,2,2103.06,churned,2023-07
29296,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,RJ,1,784.43,active,2023-07
29297,2023-07-26,Meta Ads,Performance_Shopping,SMB,BA,3,336.75,active,2023-07
29298,2023-07-26,Meta Ads,Performance_Shopping,SMB,RJ,1,228.06,active,2023-07
29299,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,DF,2,467.38,active,2023-07
29300,2023-07-26,Meta Ads,Performance_Shopping,SMB,SP,1,135.84,active,2023-07
29301,2023-07-26,Meta Ads,Performance_Shopping,SMB,RS,1,130.49,active,2023-07
29302,2023-07-26,Meta Ads,Performance_Shopping,SMB,CE,1,246.79,churned,2023-07
29303,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,SP,1,330.64,active,2023-07
29304,2023-07-26,Meta Ads,Performance_Shopping,SMB,BA,1,295.18,churned,2023-07
29305,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,BA,2,752.49,active,2023-07
29306,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,SP,1,398.71,active,2023-07
29307,2023-07-26,Meta Ads,Performance_Shopping,Mid-Market,CE,2,2301.73,active,2023-07
29308,2023-07-26,Meta Ads,Remarketing_Display,SMB,BA,1,379.34,active,2023-07
29309,2023-07-26,Meta Ads,Remarketing_Display,SMB,PR,3,600.01,active,2023-07
29310,2023-07-26,Meta Ads,Remarketing_Display,Mid-Market,RS,3,1892.03,churned,2023-07
29311,2023-07-26,Meta Ads,Remarketing_Display,Enterprise,ES,2,2557.08,churned,2023-07
29312,2023-07-26,Meta Ads,Remarketing_Display,SMB,SC,1,398.84,active,2023-07
29313,2023-07-26,Meta Ads,Remarketing_Display,Mid-Market,MG,1,232.31,active,2023-07
29314,2023-07-26,Meta Ads,Remarketing_Display,SMB,SP,1,223.88,active,2023-07
29315,2023-07-26,Meta Ads,Remarketing_Display,SMB,PE,1,331.31,churned,2023-07
29316,2023-07-26,Meta Ads,Remarketing_Display,SMB,DF,2,512.03,churned,2023-07
29317,2023-07-26,Meta Ads,Video_Awareness_Amplo,SMB,SP,1,290.53,active,2023-07
29318,2023-07-26,Meta Ads,Video_Awareness_Amplo,Mid-Market,SP,4,1315.0,active,2023-07
29319,2023-07-26,Meta Ads,Video_Awareness_Amplo,SMB,SP,2,561.34,active,2023-07
29320,2023-07-26,TikTok Ads,Display_Generico,SMB,RS,2,253.05,active,2023-07
29321,2023-07-26,TikTok Ads,Display_Generico,Enterprise,SC,1,740.33,churned,2023-07
29322,2023-07-26,TikTok Ads,Display_Generico,Mid-Market,RJ,1,1088.98,active,2023-07
29323,2023-07-26,TikTok Ads,Display_Generico,SMB,CE,2,473.31,active,2023-07
29324,2023-07-26,TikTok Ads,Display_Generico,SMB,SP,2,168.12,churned,2023-07
29325,2023-07-26,TikTok Ads,Display_Generico,Mid-Market,SP,1,310.77,active,2023-07
29326,2023-07-26,TikTok Ads,Display_Generico,SMB,MG,1,283.49,active,2023-07
29327,2023-07-26,TikTok Ads,Lead_Generation,Mid-Market,SP,1,932.51,churned,2023-07
29328,2023-07-26,TikTok Ads,Lead_Generation,SMB,CE,1,280.28,active,2023-07
29329,2023-07-26,TikTok Ads,Lead_Generation,Mid-Market,MG,2,1187.67,churned,2023-07
29330,2023-07-26,TikTok Ads,Lead_Generation,SMB,SP,1,325.93,churned,2023-07
29331,2023-07-26,TikTok Ads,Lead_Generation,Mid-Market,RJ,2,1836.04,churned,2023-07
29332,2023-07-26,TikTok Ads,Lead_Generation,SMB,SP,3,535.93,active,2023-07
29333,2023-07-26,TikTok Ads,Lead_Generation,Mid-Market,SC,1,292.34,churned,2023-07
29334,2023-07-26,TikTok Ads,Lead_Generation,SMB,SC,3,427.27,active,2023-07
29335,2023-07-26,TikTok Ads,Lead_Generation,Mid-Market,SC,3,1402.13,active,2023-07
29336,2023-07-26,TikTok Ads,Performance_Search,SMB,PR,2,386.34,churned,2023-07
29337,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SP,2,1217.4,active,2023-07
29338,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,PR,2,1657.39,active,2023-07
29339,2023-07-26,TikTok Ads,Performance_Search,SMB,PR,2,206.25,active,2023-07
29340,2023-07-26,TikTok Ads,Performance_Search,SMB,GO,1,114.87,churned,2023-07
29341,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,1,79.62,active,2023-07
29342,2023-07-26,TikTok Ads,Performance_Search,SMB,PR,2,465.36,active,2023-07
29343,2023-07-26,TikTok Ads,Performance_Search,Enterprise,GO,1,1198.85,active,2023-07
29344,2023-07-26,TikTok Ads,Performance_Search,SMB,PR,3,418.01,active,2023-07
29345,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,CE,5,2347.92,active,2023-07
29346,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,PE,1,319.35,churned,2023-07
29347,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SP,1,691.52,churned,2023-07
29348,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,DF,2,493.14,active,2023-07
29349,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,PR,1,391.89,churned,2023-07
29350,2023-07-26,TikTok Ads,Performance_Search,SMB,MG,2,593.66,churned,2023-07
29351,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SC,2,1418.98,churned,2023-07
29352,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,1,337.46,active,2023-07
29353,2023-07-26,TikTok Ads,Performance_Search,Enterprise,DF,2,2775.06,active,2023-07
29354,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SP,1,312.26,active,2023-07
29355,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,2,702.29,churned,2023-07
29356,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,MG,2,1770.18,active,2023-07
29357,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,RS,1,275.55,active,2023-07
29358,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,1,88.93,active,2023-07
29359,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,RJ,2,684.41,active,2023-07
29360,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,1,364.96,active,2023-07
29361,2023-07-26,TikTok Ads,Performance_Search,SMB,MG,1,145.15,active,2023-07
29362,2023-07-26,TikTok Ads,Performance_Search,SMB,PE,3,819.25,active,2023-07
29363,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SP,1,323.47,active,2023-07
29364,2023-07-26,TikTok Ads,Performance_Search,SMB,PR,2,413.06,active,2023-07
29365,2023-07-26,TikTok Ads,Performance_Search,Mid-Market,SP,1,233.85,churned,2023-07
29366,2023-07-26,TikTok Ads,Performance_Search,SMB,SP,2,379.26,active,2023-07
29367,2023-07-26,TikTok Ads,Performance_Shopping,Enterprise,SP,1,1095.94,churned,2023-07
29368,2023-07-26,TikTok Ads,Performance_Shopping,SMB,SP,1,94.68,active,2023-07
29369,2023-07-26,TikTok Ads,Performance_Shopping,SMB,DF,1,116.65,churned,2023-07
29370,2023-07-26,TikTok Ads,Performance_Shopping,SMB,BA,2,506.9,active,2023-07
29371,2023-07-26,TikTok Ads,Performance_Shopping,SMB,PE,2,264.75,churned,2023-07
29372,2023-07-26,TikTok Ads,Performance_Shopping,SMB,SC,3,928.69,active,2023-07
29373,2023-07-26,TikTok Ads,Performance_Shopping,SMB,PE,1,292.91,churned,2023-07
29374,2023-07-26,TikTok Ads,Performance_Shopping,SMB,SC,1,80.43,churned,2023-07
29375,2023-07-26,TikTok Ads,Performance_Shopping,Mid-Market,RS,2,1443.91,active,2023-07
29376,2023-07-26,TikTok Ads,Performance_Shopping,SMB,BA,2,321.1,active,2023-07
29377,2023-07-26,TikTok Ads,Performance_Shopping,Mid-Market,SP,2,1125.16,active,2023-07
29378,2023-07-26,TikTok Ads,Performance_Shopping,Mid-Market,RJ,1,289.31,churned,2023-07
29379,2023-07-26,TikTok Ads,Performance_Shopping,SMB,SP,4,1135.49,active,2023-07
29380,2023-07-26,TikTok Ads,Performance_Shopping,Mid-Market,DF,1,1347.33,churned,2023-07
29381,2023-07-26,TikTok Ads,Performance_Shopping,Mid-Market,SP,3,835.1,active,2023-07
29382,2023-07-26,TikTok Ads,Performance_Shopping,SMB,RS,2,571.89,active,2023-07
29383,2023-07-26,TikTok Ads,Remarketing_Display,SMB,RJ,1,221.8,active,2023-07
29384,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,SP,1,369.75,active,2023-07
29385,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,PR,1,340.35,active,2023-07
29386,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,RS,4,2239.61,churned,2023-07
29387,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,PR,2,1219.33,churned,2023-07
29388,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,SP,1,209.96,churned,2023-07
29389,2023-07-26,TikTok Ads,Remarketing_Display,SMB,SC,1,124.05,active,2023-07
29390,2023-07-26,TikTok Ads,Remarketing_Display,SMB,SP,1,86.94,churned,2023-07
29391,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,RJ,2,572.09,churned,2023-07
29392,2023-07-26,TikTok Ads,Remarketing_Display,SMB,MG,3,551.03,active,2023-07
29393,2023-07-26,TikTok Ads,Remarketing_Display,SMB,SP,1,106.81,churned,2023-07
29394,2023-07-26,TikTok Ads,Remarketing_Display,SMB,PR,2,268.57,churned,2023-07
29395,2023-07-26,TikTok Ads,Remarketing_Display,SMB,RJ,2,311.22,active,2023-07
29396,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,SP,2,1196.51,churned,2023-07
29397,2023-07-26,TikTok Ads,Remarketing_Display,Mid-Market,RJ,3,3046.03,churned,2023-07
29398,2023-07-26,TikTok Ads,Remarketing_Display,SMB,SC,2,458.65,active,2023-07
29399,2023-07-26,TikTok Ads,Video_Awareness_Amplo,Mid-Market,CE,2,1456.7,churned,2023-07
29400,2023-07-26,TikTok Ads,Video_Awareness_Amplo,SMB,SP,2,414.41,active,2023-07
29401,2023-07-26,TikTok Ads,Video_Awareness_Amplo,Mid-Market,SP,2,615.63,active,2023-07
29402,2023-07-26,TikTok Ads,Video_Awareness_Amplo,Mid-Market,DF,2,503.15,active,2023-07
29403,2023-07-26,TikTok Ads,Video_Awareness_Amplo,Mid-Market,RJ,3,996.09,churned,2023-07
29404,2023-07-26,TikTok Ads,Video_Awareness_Amplo,SMB,RJ,2,693.74,active,2023-07
29405,2023-07-27,Google Ads,Display_Generico,SMB,RS,2,359.54,active,2023-07
29406,2023-07-27,Google Ads,Display_Generico,SMB,SP,4,1209.51,churned,2023-07
29407,2023-07-27,Google Ads,Lead_Generation,Mid-Market,PR,2,1425.95,active,2023-07
29408,2023-07-27,Google Ads,Lead_Generation,SMB,SP,4,999.06,active,2023-07
29409,2023-07-27,Google Ads,Lead_Generation,SMB,RS,3,549.79,churned,2023-07
29410,2023-07-27,Google Ads,Lead_Generation,Mid-Market,SP,3,930.17,churned,2023-07
29411,2023-07-27,Google Ads,Lead_Generation,SMB,SP,1,146.3,active,2023-07
29412,2023-07-27,Google Ads,Lead_Generation,Enterprise,GO,1,1166.47,active,2023-07
29413,2023-07-27,Google Ads,Lead_Generation,SMB,SP,1,250.14,active,2023-07
29414,2023-07-27,Google Ads,Lead_Generation,SMB,SP,2,339.96,churned,2023-07
29415,2023-07-27,Google Ads,Performance_Search,SMB,BA,2,183.93,churned,2023-07
29416,2023-07-27,Google Ads,Performance_Search,SMB,RS,1,338.44,active,2023-07
29417,2023-07-27,Google Ads,Performance_Search,Mid-Market,SP,1,272.35,active,2023-07
29418,2023-07-27,Google Ads,Performance_Search,SMB,SP,1,100.77,active,2023-07
29419,2023-07-27,Google Ads,Performance_Search,Enterprise,RJ,1,718.77,active,2023-07
29420,2023-07-27,Google Ads,Performance_Search,SMB,PE,2,205.56,active,2023-07
29421,2023-07-27,Google Ads,Performance_Search,Mid-Market,SP,1,875.41,active,2023-07
29422,2023-07-27,Google Ads,Performance_Search,SMB,SC,1,106.87,active,2023-07
29423,2023-07-27,Google Ads,Performance_Search,SMB,SP,2,355.33,churned,2023-07
29424,2023-07-27,Google Ads,Performance_Shopping,SMB,SP,3,315.45,churned,2023-07
29425,2023-07-27,Google Ads,Performance_Shopping,SMB,SP,2,434.71,active,2023-07
29426,2023-07-27,Google Ads,Performance_Shopping,SMB,RJ,1,140.04,active,2023-07
29427,2023-07-27,Google Ads,Performance_Shopping,SMB,ES,1,281.17,churned,2023-07
29428,2023-07-27,Google Ads,Remarketing_Display,Mid-Market,SP,2,1744.42,churned,2023-07
29429,2023-07-27,Google Ads,Remarketing_Display,SMB,SP,2,487.26,churned,2023-07
29430,2023-07-27,Google Ads,Remarketing_Display,Mid-Market,SP,3,1449.24,churned,2023-07
29431,2023-07-27,Google Ads,Video_Awareness_Amplo,SMB,SP,1,147.5,active,2023-07
29432,2023-07-27,Google Ads,Video_Awareness_Amplo,Mid-Market,CE,2,1614.11,churned,2023-07
29433,2023-07-27,Meta Ads,Display_Generico,Enterprise,SP,1,696.88,active,2023-07
29434,2023-07-27,Meta Ads,Display_Generico,Mid-Market,PR,1,398.35,active,2023-07
29435,2023-07-27,Meta Ads,Lead_Generation,SMB,SP,2,601.59,active,2023-07
29436,2023-07-27,Meta Ads,Lead_Generation,Mid-Market,GO,2,493.94,active,2023-07
29437,2023-07-27,Meta Ads,Lead_Generation,Mid-Market,BA,2,721.75,active,2023-07
29438,2023-07-27,Meta Ads,Lead_Generation,Enterprise,RJ,1,704.1,churned,2023-07
29439,2023-07-27,Meta Ads,Lead_Generation,SMB,CE,1,96.54,active,2023-07
29440,2023-07-27,Meta Ads,Lead_Generation,Mid-Market,RS,2,1693.72,active,2023-07
29441,2023-07-27,Meta Ads,Lead_Generation,SMB,SP,3,716.11,churned,2023-07
29442,2023-07-27,Meta Ads,Lead_Generation,SMB,RJ,1,208.15,active,2023-07
29443,2023-07-27,Meta Ads,Lead_Generation,SMB,SP,1,80.49,churned,2023-07
29444,2023-07-27,Meta Ads,Lead_Generation,Mid-Market,RJ,1,864.99,churned,2023-07
