Data,Canal,Campanha,Investimento,Impressoes,Cliques,Conversoes,Pedidos,Receita,Novos_Clientes
2023-04-05,Google Ads,Performance_Search,1121.5,1436,464,109,18.0,6618.64,10.0
2023-04-05,Google Ads,Performance_Shopping,943.86,1170,404,73,16.0,4572.82,12.0
2023-04-05,Google Ads,Remarketing_Display,419.44,5047,169,38,7.0,2477.43,4.0
2023-04-05,Google Ads,Video_Awareness_Amplo,1684.95,21074,667,25,3.0,1847.89,2.0
2023-04-05,Meta Ads,Display_Generico,1248.06,25311,719,17,5.0,2160.86,3.0
2023-04-05,Meta Ads,Lead_Generation,796.89,1243,417,62,12.0,5101.62,11.0
2023-04-05,Meta Ads,Performance_Search,771.7,1399,445,84,13.0,5029.48,8.0
2023-04-05,Meta Ads,Performance_Shopping,1179.69,2310,680,116,15.0,5995.9400000000005,10.0
2023-04-05,Meta Ads,Remarketing_Display,255.29,6732,153,34,9.0,2882.4300000000003,6.0
2023-04-05,Meta Ads,Video_Awareness_Amplo,976.84,20184,512,17,3.0,557.42,0.0
2023-04-05,TikTok Ads,Display_Generico,1398.37,30441,1075,33,7.0,2911.04,6.0
2023-04-05,TikTok Ads,Lead_Generation,972.83,2000,826,141,25.0,9552.91,20.0
2023-04-05,TikTok Ads,Performance_Search,653.67,1229,501,126,28.0,10786.84,17.0
2023-04-05,TikTok Ads,Performance_Shopping,832.37,1658,690,157,33.0,10225.56,23.0
2023-04-05,TikTok Ads,Remarketing_Display,293.49,8608,230,59,14.0,5858.1900000000005,7.0
2023-04-05,TikTok Ads,Video_Awareness_Amplo,1275.9,39530,1038,49,7.0,1276.6,4.0
2023-04-06,Google Ads,Display_Generico,1496.78,19209,626,19,3.0,1263.46,2.0
2023-04-06,Google Ads,Lead_Generation,1141.14,1365,432,70,10.0,2231.19,7.0
2023-04-06,Google Ads,Performance_Search,1145.74,1514,490,98,16.0,6167.37,11.0
2023-04-06,Google Ads,Performance_Shopping,1141.89,1412,486,91,14.0,5034.81,9.0
2023-04-06,Google Ads,Remarketing_Display,386.16,6736,168,45,3.0,1782.92,1.0
2023-04-06,Google Ads,Video_Awareness_Amplo,1026.78,11440,379,13,6.0,1481.12,5.0
2023-04-06,Meta Ads,Display_Generico,1614.5,40085,953,25,6.0,2412.4300000000003,3.0
2023-04-06,Meta Ads,Lead_Generation,622.71,1091,368,53,19.0,9380.73,15.0
2023-04-06,Meta Ads,Performance_Search,868.69,1603,502,93,19.0,4779.96,15.0
2023-04-06,Meta Ads,Performance_Shopping,901.81,1430,458,71,23.0,8265.69,15.0
2023-04-06,Meta Ads,Remarketing_Display,391.23,7659,224,49,4.0,1661.91,3.0
2023-04-06,Meta Ads,Video_Awareness_Amplo,1763.24,39870,901,31,4.0,1653.17,1.0
2023-04-06,TikTok Ads,Display_Generico,1187.89,40068,1087,38,6.0,2897.5,3.0
2023-04-06,TikTok Ads,Lead_Generation,649.43,1667,575,110,35.0,14199.130000000001,28.0
2023-04-06,TikTok Ads,Performance_Search,591.24,1302,491,128,20.0,4364.11,14.0
2023-04-06,TikTok Ads,Performance_Shopping,1156.79,2599,986,222,27.0,11063.39,17.0
2023-04-06,TikTok Ads,Remarketing_Display,436.32,14284,403,109,13.0,5246.43,9.0
2023-04-06,TikTok Ads,Video_Awareness_Amplo,1685.72,47958,1409,67,5.0,1849.52,3.0
2023-04-07,Google Ads,Display_Generico,1556.04,23277,605,16,3.0,527.21,2.0
2023-04-07,Google Ads,Lead_Generation,928.97,1191,409,71,14.0,5052.26,11.0
2023-04-07,Google Ads,Performance_Search,628.31,793,266,54,16.0,9287.41,7.0
2023-04-07,Google Ads,Performance_Shopping,757.85,781,280,52,9.0,2386.57,4.0
2023-04-07,Google Ads,Remarketing_Display,467.16,8281,205,51,4.0,1141.02,3.0
2023-04-07,Google Ads,Video_Awareness_Amplo,1327.02,17356,573,22,3.0,1976.9399999999998,1.0
2023-04-07,Meta Ads,Display_Generico,1343.63,28679,828,21,2.0,193.35,1.0
2023-04-07,Meta Ads,Lead_Generation,1122.37,2049,689,104,12.0,4590.51,5.0
2023-04-07,Meta Ads,Performance_Search,712.85,1175,376,71,25.0,7972.79,16.0
2023-04-07,Meta Ads,Performance_Shopping,1071.27,1673,554,86,21.0,11071.02,11.0
2023-04-07,Meta Ads,Remarketing_Display,378.27,9095,199,42,6.0,1312.1100000000001,3.0
2023-04-07,Meta Ads,Video_Awareness_Amplo,1423.08,27570,763,29,4.0,3106.43,2.0
2023-04-07,TikTok Ads,Display_Generico,1598.82,37093,1250,37,6.0,3489.77,4.0
2023-04-07,TikTok Ads,Lead_Generation,526.96,1162,446,82,26.0,8248.13,18.0
2023-04-07,TikTok Ads,Performance_Search,867.96,1780,738,183,35.0,17496.47,30.0
2023-04-07,TikTok Ads,Performance_Shopping,699.01,1549,629,127,30.0,12428.19,21.0
2023-04-07,TikTok Ads,Remarketing_Display,401.0,12565,336,94,16.0,8128.46,11.0
2023-04-07,TikTok Ads,Video_Awareness_Amplo,1130.09,26171,934,43,16.0,7505.28,10.0
2023-04-08,Google Ads,Display_Generico,649.22,8735,277,8,4.0,2081.75,1.0
2023-04-08,Google Ads,Lead_Generation,628.07,683,232,40,12.0,4604.99,10.0
2023-04-08,Google Ads,Performance_Search,710.72,854,295,64,20.0,10530.31,15.0
2023-04-08,Google Ads,Performance_Shopping,388.06,448,171,30,13.0,6916.31,7.0
2023-04-08,Google Ads,Remarketing_Display,194.64,2561,84,21,4.0,625.16,2.0
2023-04-08,Google Ads,Video_Awareness_Amplo,820.55,11841,336,12,2.0,413.88,1.0
2023-04-08,Meta Ads,Display_Generico,959.64,25514,533,15,3.0,1749.61,0.0
2023-04-08,Meta Ads,Lead_Generation,573.28,855,299,48,20.0,6877.29,11.0
2023-04-08,Meta Ads,Performance_Search,427.56,828,252,52,19.0,7256.41,11.0
2023-04-08,Meta Ads,Performance_Shopping,445.66,821,263,48,14.0,8960.55,8.0
2023-04-08,Meta Ads,Remarketing_Display,194.86,4890,118,27,10.0,4323.780000000001,6.0
2023-04-08,Meta Ads,Video_Awareness_Amplo,838.59,18310,500,17,3.0,772.8700000000001,2.0
2023-04-08,TikTok Ads,Display_Generico,740.63,17657,618,20,8.0,3004.83,7.0
2023-04-08,TikTok Ads,Lead_Generation,753.16,1615,642,108,25.0,8700.5,14.0
2023-04-08,TikTok Ads,Performance_Search,589.81,1285,483,124,30.0,9522.4,19.0
2023-04-08,TikTok Ads,Performance_Shopping,438.73,963,369,79,39.0,13712.62,22.0
2023-04-08,TikTok Ads,Remarketing_Display,280.04,7396,238,60,21.0,10861.72,16.0
2023-04-08,TikTok Ads,Video_Awareness_Amplo,1138.78,31435,952,38,11.0,4159.01,8.0
2023-04-09,Google Ads,Display_Generico,970.28,15120,424,11,1.0,127.81,1.0
2023-04-09,Google Ads,Lead_Generation,386.87,484,165,27,9.0,4334.9400000000005,7.0
2023-04-09,Google Ads,Performance_Search,691.94,769,291,69,21.0,6898.04,13.0
2023-04-09,Google Ads,Performance_Shopping,758.18,833,302,60,14.0,5114.74,9.0
2023-04-09,Google Ads,Remarketing_Display,177.54,3028,69,17,12.0,6101.56,7.0
2023-04-09,Google Ads,Video_Awareness_Amplo,943.25,12816,367,15,0.0,0.0,0.0
2023-04-09,Meta Ads,Display_Generico,1086.97,28991,664,19,3.0,595.0799999999999,3.0
2023-04-09,Meta Ads,Lead_Generation,638.55,1232,383,59,13.0,5054.7699999999995,6.0
2023-04-09,Meta Ads,Performance_Search,472.0,788,249,49,15.0,6379.41,7.0
2023-04-09,Meta Ads,Performance_Shopping,619.16,1152,380,66,16.0,7749.72,10.0
2023-04-09,Meta Ads,Remarketing_Display,205.61,5791,124,30,9.0,2855.33,5.0
2023-04-09,Meta Ads,Video_Awareness_Amplo,632.94,12310,373,13,6.0,2621.7,3.0
2023-04-09,TikTok Ads,Display_Generico,1126.47,32939,1015,36,3.0,617.12,3.0
2023-04-09,TikTok Ads,Lead_Generation,692.75,1601,632,119,21.0,5637.07,11.0
2023-04-09,TikTok Ads,Performance_Search,437.18,1156,398,91,34.0,10884.85,23.0
2023-04-09,TikTok Ads,Performance_Shopping,729.06,1555,617,139,35.0,15397.92,19.0
2023-04-09,TikTok Ads,Remarketing_Display,221.03,6403,196,58,14.0,8806.83,9.0
2023-04-09,TikTok Ads,Video_Awareness_Amplo,853.17,28319,713,29,6.0,2287.46,3.0
2023-04-10,Google Ads,Display_Generico,1755.12,21787,672,19,5.0,2118.0099999999998,5.0
2023-04-10,Google Ads,Lead_Generation,1168.22,1365,504,81,12.0,3144.95,5.0
2023-04-10,Google Ads,Performance_Search,718.11,785,263,57,22.0,10117.02,16.0
2023-04-10,Google Ads,Performance_Shopping,969.36,1188,415,82,14.0,7695.44,7.0
2023-04-10,Google Ads,Remarketing_Display,450.85,5854,175,40,6.0,2716.51,3.0
2023-04-10,Google Ads,Video_Awareness_Amplo,1340.48,16858,523,19,3.0,2552.49,3.0
2023-04-10,Meta Ads,Display_Generico,1187.81,27334,695,20,5.0,717.08,3.0
2023-04-10,Meta Ads,Lead_Generation,998.21,1775,609,92,11.0,3209.54,9.0
2023-04-10,Meta Ads,Performance_Search,1180.23,1991,608,128,18.0,6932.12,12.0
2023-04-10,Meta Ads,Performance_Shopping,858.53,1557,480,83,10.0,2888.9900000000002,7.0
2023-04-10,Meta Ads,Remarketing_Display,417.77,8765,236,55,8.0,1226.38,7.0
2023-04-10,Meta Ads,Video_Awareness_Amplo,1285.8,31670,680,24,3.0,1054.5900000000001,3.0
2023-04-10,TikTok Ads,Display_Generico,1392.79,36254,1240,41,6.0,3226.74,3.0
2023-04-10,TikTok Ads,Lead_Generation,846.65,1796,691,128,18.0,8531.98,10.0
2023-04-10,TikTok Ads,Performance_Search,1201.48,2650,949,229,37.0,13231.07,26.0
2023-04-10,TikTok Ads,Performance_Shopping,652.26,1378,553,121,38.0,16042.630000000001,24.0
2023-04-10,TikTok Ads,Remarketing_Display,296.59,7200,227,60,8.0,2913.1800000000003,4.0
2023-04-10,TikTok Ads,Video_Awareness_Amplo,1076.8,23865,851,40,6.0,1309.78,5.0
2023-04-11,Google Ads,Display_Generico,1444.2,16807,553,17,4.0,733.49,4.0
2023-04-11,Google Ads,Lead_Generation,676.59,829,270,46,11.0,5031.22,2.0
2023-04-11,Google Ads,Performance_Search,750.35,919,323,65,12.0,5841.8,7.0
2023-04-11,Google Ads,Performance_Shopping,1159.67,1487,495,92,22.0,9229.44,16.0
2023-04-11,Google Ads,Remarketing_Display,334.03,4580,126,29,12.0,4879.96,8.0
2023-04-11,Google Ads,Video_Awareness_Amplo,1765.67,31164,744,28,6.0,861.47,5.0
2023-04-11,Meta Ads,Display_Generico,1658.62,39251,852,23,5.0,1243.1100000000001,5.0
2023-04-11,Meta Ads,Lead_Generation,927.24,1449,479,72,15.0,4526.77,8.0
2023-04-11,Meta Ads,Performance_Search,1131.49,1673,574,104,17.0,4961.77,13.0
2023-04-11,Meta Ads,Performance_Shopping,1169.41,2283,659,111,18.0,9570.369999999999,13.0
2023-04-11,Meta Ads,Remarketing_Display,252.63,5804,139,31,13.0,3217.55,11.0
2023-04-11,Meta Ads,Video_Awareness_Amplo,1206.48,26970,737,28,4.0,777.4399999999999,2.0
2023-04-11,TikTok Ads,Display_Generico,1647.18,56213,1498,48,4.0,474.34,2.0
2023-04-11,TikTok Ads,Lead_Generation,668.68,1511,594,99,32.0,15537.36,23.0
2023-04-11,TikTok Ads,Performance_Search,601.02,1157,471,123,34.0,12339.83,21.0
2023-04-11,TikTok Ads,Performance_Shopping,675.2,1419,520,109,35.0,17767.68,22.0
2023-04-11,TikTok Ads,Remarketing_Display,253.7,7013,232,63,16.0,5778.13,9.0
2023-04-11,TikTok Ads,Video_Awareness_Amplo,1375.83,41814,1180,56,12.0,4905.469999999999,8.0
2023-04-12,Google Ads,Display_Generico,1767.66,21678,661,18,4.0,1901.45,4.0
2023-04-12,Google Ads,Lead_Generation,633.57,716,253,41,16.0,8989.83,10.0
2023-04-12,Google Ads,Performance_Search,947.82,1214,419,99,17.0,4145.59,6.0
2023-04-12,Google Ads,Performance_Shopping,701.41,828,305,59,10.0,1828.64,7.0
2023-04-12,Google Ads,Remarketing_Display,379.23,6924,166,42,8.0,2699.23,7.0
2023-04-12,Google Ads,Video_Awareness_Amplo,1055.71,17438,422,18,2.0,487.79999999999995,1.0
2023-04-12,Meta Ads,Display_Generico,1222.35,32986,698,20,5.0,1432.92,2.0
2023-04-12,Meta Ads,Lead_Generation,1054.84,1846,646,99,23.0,9308.58,14.0
2023-04-12,Meta Ads,Performance_Search,597.85,1066,332,67,21.0,8160.33,15.0
2023-04-12,Meta Ads,Performance_Shopping,576.49,1060,324,59,20.0,7016.36,12.0
2023-04-12,Meta Ads,Remarketing_Display,251.3,4412,128,27,5.0,3654.99,2.0
2023-04-12,Meta Ads,Video_Awareness_Amplo,999.21,21508,538,21,4.0,1882.2,3.0
2023-04-12,TikTok Ads,Display_Generico,1008.08,27265,880,29,12.0,3575.68,7.0
2023-04-12,TikTok Ads,Lead_Generation,1165.61,2622,967,171,29.0,13356.84,18.0
2023-04-12,TikTok Ads,Performance_Search,661.23,1444,547,137,32.0,15506.56,25.0
2023-04-12,TikTok Ads,Performance_Shopping,532.27,1317,472,103,19.0,10164.84,11.0
2023-04-12,TikTok Ads,Remarketing_Display,287.18,8723,235,69,23.0,9568.27,12.0
2023-04-12,TikTok Ads,Video_Awareness_Amplo,1763.95,45821,1501,65,9.0,2810.3999999999996,5.0
2023-04-13,Google Ads,Display_Generico,1561.47,22140,630,20,2.0,277.22,1.0
2023-04-13,Google Ads,Lead_Generation,1196.58,1335,439,80,8.0,2173.13,7.0
2023-04-13,Google Ads,Performance_Search,854.36,1032,358,78,8.0,3447.12,3.0
2023-04-13,Google Ads,Performance_Shopping,994.96,1079,365,63,13.0,3881.45,9.0
2023-04-13,Google Ads,Remarketing_Display,361.36,5888,143,37,6.0,3124.52,2.0
2023-04-13,Google Ads,Video_Awareness_Amplo,1371.83,20161,563,22,3.0,1609.1399999999999,3.0
2023-04-13,Meta Ads,Display_Generico,1547.06,41491,890,26,4.0,1866.72,4.0
2023-04-13,Meta Ads,Lead_Generation,795.25,1344,472,73,20.0,6502.58,11.0
2023-04-13,Meta Ads,Performance_Search,619.99,960,318,64,14.0,4387.88,9.0
2023-04-13,Meta Ads,Performance_Shopping,555.09,1021,302,47,14.0,4926.2699999999995,9.0
2023-04-13,Meta Ads,Remarketing_Display,368.85,7846,208,42,10.0,2646.0,7.0
2023-04-13,Meta Ads,Video_Awareness_Amplo,1207.96,25097,681,22,6.0,3568.92,3.0
2023-04-13,TikTok Ads,Display_Generico,1114.52,30904,911,29,6.0,3541.98,3.0
2023-04-13,TikTok Ads,Lead_Generation,746.44,1677,659,134,34.0,16156.82,23.0
2023-04-13,TikTok Ads,Performance_Search,1070.03,2437,885,195,28.0,10579.09,17.0
2023-04-13,TikTok Ads,Performance_Shopping,600.73,1174,463,91,19.0,7604.34,13.0
2023-04-13,TikTok Ads,Remarketing_Display,257.34,6585,206,55,13.0,7391.6900000000005,5.0
2023-04-13,TikTok Ads,Video_Awareness_Amplo,1180.82,30541,923,40,10.0,3799.17,8.0
2023-04-14,Google Ads,Display_Generico,1129.51,21140,479,15,4.0,1746.72,4.0
2023-04-14,Google Ads,Lead_Generation,963.88,1113,373,62,12.0,3361.27,7.0
2023-04-14,Google Ads,Performance_Search,703.8,934,300,68,24.0,8991.08,14.0
2023-04-14,Google Ads,Performance_Shopping,625.17,701,240,44,11.0,2894.23,6.0
2023-04-14,Google Ads,Remarketing_Display,354.81,6163,145,34,8.0,3101.2200000000003,3.0
2023-04-14,Google Ads,Video_Awareness_Amplo,1144.1,18956,484,17,7.0,3351.19,6.0
2023-04-14,Meta Ads,Display_Generico,1479.71,36776,838,21,6.0,2771.78,5.0
2023-04-14,Meta Ads,Lead_Generation,677.07,1070,368,61,14.0,2974.84,8.0
2023-04-14,Meta Ads,Performance_Search,946.15,1935,574,116,21.0,8224.84,12.0
2023-04-14,Meta Ads,Performance_Shopping,729.08,1198,388,63,16.0,5729.71,10.0
2023-04-14,Meta Ads,Remarketing_Display,398.67,9201,239,53,4.0,2648.48,4.0
2023-04-14,Meta Ads,Video_Awareness_Amplo,1371.26,26208,782,27,2.0,460.59000000000003,2.0
2023-04-14,TikTok Ads,Display_Generico,1255.89,38026,1128,37,10.0,3252.06,8.0
2023-04-14,TikTok Ads,Lead_Generation,966.54,2185,892,165,27.0,11987.59,18.0
2023-04-14,TikTok Ads,Performance_Search,753.56,1582,642,160,32.0,13731.03,21.0
2023-04-14,TikTok Ads,Performance_Shopping,927.97,1976,799,151,22.0,5301.67,13.0
2023-04-14,TikTok Ads,Remarketing_Display,451.8,12858,375,103,12.0,3814.73,8.0
2023-04-14,TikTok Ads,Video_Awareness_Amplo,1307.18,35702,1051,50,9.0,1893.4,6.0
2023-04-15,Google Ads,Display_Generico,933.82,12644,342,9,0.0,0.0,0.0
2023-04-15,Google Ads,Lead_Generation,569.6,657,213,33,10.0,6305.83,8.0
2023-04-15,Google Ads,Performance_Search,596.16,694,224,48,18.0,5568.03,12.0
2023-04-15,Google Ads,Performance_Shopping,472.58,495,186,32,11.0,3931.31,7.0
2023-04-15,Google Ads,Remarketing_Display,168.37,2501,62,16,4.0,2791.8900000000003,3.0
2023-04-15,Google Ads,Video_Awareness_Amplo,961.22,11141,354,15,3.0,309.51,1.0
2023-04-15,Meta Ads,Display_Generico,979.79,26748,571,14,5.0,1659.12,4.0
2023-04-15,Meta Ads,Lead_Generation,481.06,801,261,40,14.0,3382.01,10.0
2023-04-15,Meta Ads,Performance_Search,324.58,596,195,41,20.0,5535.25,13.0
2023-04-15,Meta Ads,Performance_Shopping,448.28,774,262,40,13.0,4703.36,8.0
2023-04-15,Meta Ads,Remarketing_Display,214.96,4538,119,27,9.0,2899.25,5.0
2023-04-15,Meta Ads,Video_Awareness_Amplo,751.29,14336,417,15,5.0,2067.62,3.0
2023-04-15,TikTok Ads,Display_Generico,991.59,26009,832,27,7.0,2658.66,4.0
2023-04-15,TikTok Ads,Lead_Generation,704.65,1362,564,103,25.0,9291.710000000001,13.0
2023-04-15,TikTok Ads,Performance_Search,685.53,1577,588,139,44.0,17757.46,35.0
2023-04-15,TikTok Ads,Performance_Shopping,404.31,953,369,84,28.0,14558.42,17.0
2023-04-15,TikTok Ads,Remarketing_Display,183.16,4940,167,43,13.0,5633.3,6.0
2023-04-15,TikTok Ads,Video_Awareness_Amplo,731.54,19773,608,28,10.0,2915.13,7.0
2023-04-16,Google Ads,Display_Generico,947.0,11112,363,11,1.0,372.67,1.0
2023-04-16,Google Ads,Lead_Generation,383.69,462,146,23,9.0,4763.75,6.0
2023-04-16,Google Ads,Performance_Search,660.33,789,255,58,11.0,2536.11,8.0
2023-04-16,Google Ads,Performance_Shopping,549.56,535,203,35,11.0,5035.7,8.0
2023-04-16,Google Ads,Remarketing_Display,285.8,4714,125,31,5.0,786.84,4.0
2023-04-16,Google Ads,Video_Awareness_Amplo,996.98,18157,407,15,4.0,1587.58,3.0
2023-04-16,Meta Ads,Display_Generico,994.92,22330,590,17,3.0,790.26,2.0
2023-04-16,Meta Ads,Lead_Generation,412.56,721,254,37,10.0,3208.6400000000003,8.0
2023-04-16,Meta Ads,Performance_Search,565.69,962,303,62,17.0,5133.92,9.0
2023-04-16,Meta Ads,Performance_Shopping,559.71,1128,339,61,15.0,6528.8099999999995,9.0
2023-04-16,Meta Ads,Remarketing_Display,270.77,6410,139,34,6.0,2860.5,4.0
2023-04-16,Meta Ads,Video_Awareness_Amplo,803.81,19237,431,15,7.0,3122.5,6.0
2023-04-16,TikTok Ads,Display_Generico,909.99,20945,736,23,7.0,3443.12,2.0
2023-04-16,TikTok Ads,Lead_Generation,719.43,1669,591,114,32.0,10769.220000000001,19.0
2023-04-16,TikTok Ads,Performance_Search,472.39,1139,417,94,27.0,11348.68,21.0
2023-04-16,TikTok Ads,Performance_Shopping,738.68,1741,628,129,23.0,10279.01,14.0
2023-04-16,TikTok Ads,Remarketing_Display,207.29,4539,164,44,14.0,7636.01,6.0
2023-04-16,TikTok Ads,Video_Awareness_Amplo,1123.02,29443,891,40,9.0,3778.82,6.0
2023-04-17,Google Ads,Display_Generico,1236.13,20897,485,13,2.0,222.14,2.0
2023-04-17,Google Ads,Lead_Generation,602.34,660,232,37,14.0,5849.96,10.0
2023-04-17,Google Ads,Performance_Search,718.88,724,262,52,13.0,3430.49,12.0
2023-04-17,Google Ads,Performance_Shopping,719.64,877,280,48,10.0,3877.65,9.0
2023-04-17,Google Ads,Remarketing_Display,350.18,5272,144,34,4.0,1093.45,4.0
2023-04-17,Google Ads,Video_Awareness_Amplo,1027.91,12521,386,16,4.0,1831.87,1.0
2023-04-17,Meta Ads,Display_Generico,1712.22,36655,945,25,4.0,2286.83,1.0
2023-04-17,Meta Ads,Lead_Generation,1114.02,1894,639,98,19.0,9172.09,14.0
2023-04-17,Meta Ads,Performance_Search,1001.98,1689,538,109,15.0,6308.91,9.0
2023-04-17,Meta Ads,Performance_Shopping,510.79,820,277,47,5.0,1903.77,3.0
2023-04-17,Meta Ads,Remarketing_Display,327.84,7020,190,44,9.0,4497.91,5.0
2023-04-17,Meta Ads,Video_Awareness_Amplo,1599.36,38241,812,26,4.0,1637.87,2.0
2023-04-17,TikTok Ads,Display_Generico,1316.3,37049,1056,33,6.0,3291.25,3.0
2023-04-17,TikTok Ads,Lead_Generation,668.95,1324,547,105,16.0,6780.02,9.0
2023-04-17,TikTok Ads,Performance_Search,1162.26,2474,962,231,36.0,13361.630000000001,22.0
2023-04-17,TikTok Ads,Performance_Shopping,550.85,1090,435,87,23.0,8498.35,16.0
2023-04-17,TikTok Ads,Remarketing_Display,315.46,9761,246,72,14.0,4421.54,11.0
2023-04-17,TikTok Ads,Video_Awareness_Amplo,1808.45,44620,1435,61,10.0,4926.13,5.0
2023-04-18,Google Ads,Display_Generico,1434.32,23508,528,16,1.0,237.91,0.0
2023-04-18,Google Ads,Lead_Generation,644.75,687,237,44,7.0,2668.34,3.0
2023-04-18,Google Ads,Performance_Search,518.62,644,228,52,10.0,3384.19,6.0
2023-04-18,Google Ads,Performance_Shopping,872.33,1027,326,60,10.0,4669.78,7.0
2023-04-18,Google Ads,Remarketing_Display,298.75,5170,120,32,8.0,1812.7,3.0
2023-04-18,Google Ads,Video_Awareness_Amplo,1729.3,31733,745,29,4.0,879.48,2.0
2023-04-18,Meta Ads,Display_Generico,1357.68,33237,739,20,3.0,1025.23,1.0
2023-04-18,Meta Ads,Lead_Generation,920.42,1635,548,80,14.0,2970.33,7.0
2023-04-18,Meta Ads,Performance_Search,1159.45,1982,638,117,19.0,7262.58,13.0
2023-04-18,Meta Ads,Performance_Shopping,483.57,858,252,44,15.0,4615.76,12.0
2023-04-18,Meta Ads,Remarketing_Display,462.38,9966,272,56,12.0,3973.27,6.0
2023-04-18,Meta Ads,Video_Awareness_Amplo,1221.81,29727,657,24,4.0,1603.2799999999997,4.0
2023-04-18,TikTok Ads,Display_Generico,1053.02,27588,840,28,3.0,1142.8600000000001,2.0
2023-04-18,TikTok Ads,Lead_Generation,960.75,2148,781,142,35.0,16715.25,22.0
2023-04-18,TikTok Ads,Performance_Search,575.87,1349,487,123,35.0,12938.62,23.0
2023-04-18,TikTok Ads,Performance_Shopping,672.84,1268,520,102,24.0,9863.5,20.0
2023-04-18,TikTok Ads,Remarketing_Display,389.74,12138,353,101,14.0,3857.61,9.0
2023-04-18,TikTok Ads,Video_Awareness_Amplo,1176.42,35794,1016,40,11.0,5038.75,7.0
2023-04-19,Google Ads,Display_Generico,1328.52,16860,515,13,3.0,899.61,2.0
2023-04-19,Google Ads,Lead_Generation,500.67,557,197,31,5.0,1678.87,5.0
2023-04-19,Google Ads,Performance_Search,730.09,727,275,60,10.0,4567.83,7.0
2023-04-19,Google Ads,Performance_Shopping,813.01,950,358,61,12.0,4218.17,8.0
2023-04-19,Google Ads,Remarketing_Display,469.66,7167,188,50,6.0,2249.9300000000003,4.0
2023-04-19,Google Ads,Video_Awareness_Amplo,1757.88,30100,753,28,5.0,2094.63,4.0
2023-04-19,Meta Ads,Display_Generico,1180.27,20230,602,16,2.0,421.02,0.0
2023-04-19,Meta Ads,Lead_Generation,557.91,1037,314,48,10.0,4298.63,7.0
2023-04-19,Meta Ads,Performance_Search,510.4,871,306,58,12.0,4888.92,7.0
2023-04-19,Meta Ads,Performance_Shopping,566.54,1020,341,62,9.0,2423.21,4.0
2023-04-19,Meta Ads,Remarketing_Display,303.55,8170,186,38,10.0,2746.62,6.0
2023-04-19,Meta Ads,Video_Awareness_Amplo,1265.58,29152,720,27,2.0,661.8,1.0
2023-04-19,TikTok Ads,Display_Generico,1446.37,48532,1220,39,8.0,1361.78,6.0
2023-04-19,TikTok Ads,Lead_Generation,921.83,1991,739,148,24.0,11127.26,16.0
2023-04-19,TikTok Ads,Performance_Search,810.21,1522,630,147,28.0,8429.53,15.0
2023-04-19,TikTok Ads,Performance_Shopping,889.22,2256,806,165,17.0,6856.79,10.0
2023-04-19,TikTok Ads,Remarketing_Display,291.3,8573,225,61,19.0,7025.96,11.0
2023-04-19,TikTok Ads,Video_Awareness_Amplo,1659.73,39257,1352,59,8.0,2343.91,8.0
2023-04-20,Google Ads,Display_Generico,1233.42,18315,450,13,2.0,356.98,1.0
2023-04-20,Google Ads,Lead_Generation,523.09,703,222,38,10.0,2876.0,5.0
2023-04-20,Google Ads,Performance_Search,568.83,749,252,57,7.0,2874.47,6.0
2023-04-20,Google Ads,Performance_Shopping,1055.54,1258,440,82,17.0,7239.37,11.0
2023-04-20,Google Ads,Remarketing_Display,340.64,5976,143,33,2.0,434.37,0.0
2023-04-20,Google Ads,Video_Awareness_Amplo,1268.47,17673,562,20,3.0,2689.08,2.0
2023-04-20,Meta Ads,Display_Generico,1233.61,31742,699,18,2.0,1425.42,1.0
2023-04-20,Meta Ads,Lead_Generation,558.83,965,291,43,9.0,4227.26,6.0
2023-04-20,Meta Ads,Performance_Search,1164.16,1858,599,119,23.0,8911.82,14.0
2023-04-20,Meta Ads,Performance_Shopping,956.66,1648,543,84,10.0,4234.29,7.0
2023-04-20,Meta Ads,Remarketing_Display,254.55,5438,142,34,5.0,1384.74,4.0
2023-04-20,Meta Ads,Video_Awareness_Amplo,1643.59,36190,923,35,2.0,2098.73,2.0
2023-04-20,TikTok Ads,Display_Generico,1420.32,53391,1300,40,7.0,2284.57,5.0
2023-04-20,TikTok Ads,Lead_Generation,769.01,1567,641,117,22.0,9644.06,13.0
2023-04-20,TikTok Ads,Performance_Search,994.54,2295,830,216,37.0,12942.45,25.0
2023-04-20,TikTok Ads,Performance_Shopping,901.05,2193,795,176,32.0,13601.32,23.0
2023-04-20,TikTok Ads,Remarketing_Display,252.16,7373,191,55,13.0,4854.42,7.0
2023-04-20,TikTok Ads,Video_Awareness_Amplo,1541.26,54039,1389,60,7.0,3105.77,6.0
2023-04-21,Google Ads,Display_Generico,1396.87,20776,549,16,2.0,532.6600000000001,1.0
2023-04-21,Google Ads,Lead_Generation,915.33,1133,378,59,4.0,1658.76,2.0
2023-04-21,Google Ads,Performance_Search,952.36,1114,365,73,17.0,4608.09,12.0
2023-04-21,Google Ads,Performance_Shopping,1164.32,1304,489,99,13.0,4599.54,7.0
2023-04-21,Google Ads,Remarketing_Display,428.06,5790,183,48,18.0,6889.39,12.0
2023-04-21,Google Ads,Video_Awareness_Amplo,1273.26,15233,495,18,1.0,261.62,0.0
2023-04-21,Meta Ads,Display_Generico,1708.87,45181,985,26,4.0,1944.43,2.0
