Data,Ano,Mes_Numero,Mes_Nome,Trimestre,Semana,Dia_Semana,Dia_Mes,Fim_Semana,Ano_Mes,Black_Friday,Natal
2022-12-25,2022,12,Dezembro,4,51,Domingo,25,True,2022-12,False,True
2022-12-26,2022,12,Dezembro,4,52,Segunda,26,False,2022-12,False,True
2022-12-27,2022,12,Dezembro,4,52,Terça,27,False,2022-12,False,True
2022-12-28,2022,12,Dezembro,4,52,Quarta,28,False,2022-12,False,True
2022-12-29,2022,12,Dezembro,4,52,Quinta,29,False,2022-12,False,True
2022-12-30,2022,12,Dezembro,4,52,Sexta,30,False,2022-12,False,True
2022-12-31,2022,12,Dezembro,4,52,Sábado,31,True,2022-12,False,True
2023-01-01,2023,1,Janeiro,1,52,Domingo,1,True,2023-01,False,False
2023-01-02,2023,1,Janeiro,1,1,Segunda,2,False,2023-01,False,False
2023-01-03,2023,1,Janeiro,1,1,Terça,3,False,2023-01,False,False
2023-01-04,2023,1,Janeiro,1,1,Quarta,4,False,2023-01,False,False
2023-01-05,2023,1,Janeiro,1,1,Quinta,5,False,2023-01,False,False
2023-01-06,2023,1,Janeiro,1,1,Sexta,6,False,2023-01,False,False
2023-01-07,2023,1,Janeiro,1,1,Sábado,7,True,2023-01,False,False
2023-01-08,2023,1,Janeiro,1,1,Domingo,8,True,2023-01,False,False
2023-01-09,2023,1,Janeiro,1,2,Segunda,9,False,2023-01,False,False
2023-01-10,2023,1,Janeiro,1,2,Terça,10,False,2023-01,False,False
2023-01-11,2023,1,Janeiro,1,2,Quarta,11,False,2023-01,False,False
2023-01-12,2023,1,Janeiro,1,2,Quinta,12,False,2023-01,False,False
2023-01-13,2023,1,Janeiro,1,2,Sexta,13,False,2023-01,False,False
2023-01-14,2023,1,Janeiro,1,2,Sábado,14,True,2023-01,False,False
2023-01-15,2023,1,Janeiro,1,2,Domingo,15,True,2023-01,False,False
2023-01-16,2023,1,Janeiro,1,3,Segunda,16,False,2023-01,False,False
2023-01-17,2023,1,Janeiro,1,3,Terça,17,False,2023-01,False,False
2023-01-18,2023,1,Janeiro,1,3,Quarta,18,False,2023-01,False,False
2023-01-19,2023,1,Janeiro,1,3,Quinta,19,False,2023-01,False,False
2023-01-20,2023,1,Janeiro,1,3,Sexta,20,False,2023-01,False,False
2023-01-21,2023,1,Janeiro,1,3,Sábado,21,True,2023-01,False,False
2023-01-22,2023,1,Janeiro,1,3,Domingo,22,True,2023-01,False,False
2023-01-23,2023,1,Janeiro,1,4,Segunda,23,False,2023-01,False,False
2023-01-24,2023,1,Janeiro,1,4,Terça,24,False,2023-01,False,False
2023-01-25,2023,1,Janeiro,1,4,Quarta,25,False,2023-01,False,False
2023-01-26,2023,1,Janeiro,1,4,Quinta,26,False,2023-01,False,False
2023-01-27,2023,1,Janeiro,1,4,Sexta,27,False,2023-01,False,False
2023-01-28,2023,1,Janeiro,1,4,Sábado,28,True,2023-01,False,False
2023-01-29,2023,1,Janeiro,1,4,Domingo,29,True,2023-01,False,False
2023-01-30,2023,1,Janeiro,1,5,Segunda,30,False,2023-01,False,False
2023-01-31,2023,1,Janeiro,1,5,Terça,31,False,2023-01,False,False
2023-02-01,2023,2,Fevereiro,1,5,Quarta,1,False,2023-02,False,False
2023-02-02,2023,2,Fevereiro,1,5,Quinta,2,False,2023-02,False,False
2023-02-03,2023,2,Fevereiro,1,5,Sexta,3,False,2023-02,False,False
2023-02-04,2023,2,Fevereiro,1,5,Sábado,4,True,2023-02,False,False
2023-02-05,2023,2,Fevereiro,1,5,Domingo,5,True,2023-02,False,False
2023-02-06,2023,2,Fevereiro,1,6,Segunda,6,False,2023-02,False,False
2023-02-07,2023,2,Fevereiro,1,6,Terça,7,False,2023-02,False,False
2023-02-08,2023,2,Fevereiro,1,6,Quarta,8,False,2023-02,False,False
2023-02-09,2023,2,Fevereiro,1,6,Quinta,9,False,2023-02,False,False
2023-02-10,2023,2,Fevereiro,1,6,Sexta,10,False,2023-02,False,False
2023-02-11,2023,2,Fevereiro,1,6,Sábado,11,True,2023-02,False,False
2023-02-12,2023,2,Fevereiro,1,6,Domingo,12,True,2023-02,False,False
2023-02-13,2023,2,Fevereiro,1,7,Segunda,13,False,2023-02,False,False
2023-02-14,2023,2,Fevereiro,1,7,Terça,14,False,2023-02,False,False
2023-02-15,2023,2,Fevereiro,1,7,Quarta,15,False,2023-02,False,False
2023-02-16,2023,2,Fevereiro,1,7,Quinta,16,False,2023-02,False,False
2023-02-17,2023,2,Fevereiro,1,7,Sexta,17,False,2023-02,False,False
2023-02-18,2023,2,Fevereiro,1,7,Sábado,18,True,2023-02,False,False
2023-02-19,2023,2,Fevereiro,1,7,Domingo,19,True,2023-02,False,False
2023-02-20,2023,2,Fevereiro,1,8,Segunda,20,False,2023-02,False,False
2023-02-21,2023,2,Fevereiro,1,8,Terça,21,False,2023-02,False,False
2023-02-22,2023,2,Fevereiro,1,8,Quarta,22,False,2023-02,False,False
2023-02-23,2023,2,Fevereiro,1,8,Quinta,23,False,2023-02,False,False
2023-02-24,2023,2,Fevereiro,1,8,Sexta,24,False,2023-02,False,False
2023-02-25,2023,2,Fevereiro,1,8,Sábado,25,True,2023-02,False,False
2023-02-26,2023,2,Fevereiro,1,8,Domingo,26,True,2023-02,False,False
2023-02-27,2023,2,Fevereiro,1,9,Segunda,27,False,2023-02,False,False
2023-02-28,2023,2,Fevereiro,1,9,Terça,28,False,2023-02,False,False
2023-03-01,2023,3,Março,1,9,Quarta,1,False,2023-03,False,False
2023-03-02,2023,3,Março,1,9,Quinta,2,False,2023-03,False,False
2023-03-03,2023,3,Março,1,9,Sexta,3,False,2023-03,False,False
2023-03-04,2023,3,Março,1,9,Sábado,4,True,2023-03,False,False
2023-03-05,2023,3,Março,1,9,Domingo,5,True,2023-03,False,False
2023-03-06,2023,3,Março,1,10,Segunda,6,False,2023-03,False,False
2023-03-07,2023,3,Março,1,10,Terça,7,False,2023-03,False,False
2023-03-08,2023,3,Março,1,10,Quarta,8,False,2023-03,False,False
2023-03-09,2023,3,Março,1,10,Quinta,9,False,2023-03,False,False
2023-03-10,2023,3,Março,1,10,Sexta,10,False,2023-03,False,False
2023-03-11,2023,3,Março,1,10,Sábado,11,True,2023-03,False,False
2023-03-12,2023,3,Março,1,10,Domingo,12,True,2023-03,False,False
2023-03-13,2023,3,Março,1,11,Segunda,13,False,2023-03,False,False
2023-03-14,2023,3,Março,1,11,Terça,14,False,2023-03,False,False
2023-03-15,2023,3,Março,1,11,Quarta,15,False,2023-03,False,False
2023-03-16,2023,3,Março,1,11,Quinta,16,False,2023-03,False,False
2023-03-17,2023,3,Março,1,11,Sexta,17,False,2023-03,False,False
2023-03-18,2023,3,Março,1,11,Sábado,18,True,2023-03,False,False
2023-03-19,2023,3,Março,1,11,Domingo,19,True,2023-03,False,False
2023-03-20,2023,3,Março,1,12,Segunda,20,False,2023-03,False,False
2023-03-21,2023,3,Março,1,12,Terça,21,False,2023-03,False,False
2023-03-22,2023,3,Março,1,12,Quarta,22,False,2023-03,False,False
2023-03-23,2023,3,Março,1,12,Quinta,23,False,2023-03,False,False
2023-03-24,2023,3,Março,1,12,Sexta,24,False,2023-03,False,False
2023-03-25,2023,3,Março,1,12,Sábado,25,True,2023-03,False,False
2023-03-26,2023,3,Março,1,12,Domingo,26,True,2023-03,False,False
2023-03-27,2023,3,Março,1,13,Segunda,27,False,2023-03,False,False
2023-03-28,2023,3,Março,1,13,Terça,28,False,2023-03,False,False
2023-03-29,2023,3,Março,1,13,Quarta,29,False,2023-03,False,False
2023-03-30,2023,3,Março,1,13,Quinta,30,False,2023-03,False,False
2023-03-31,2023,3,Março,1,13,Sexta,31,False,2023-03,False,False
2023-04-01,2023,4,Abril,2,13,Sábado,1,True,2023-04,False,False
2023-04-02,2023,4,Abril,2,13,Domingo,2,True,2023-04,False,False
2023-04-03,2023,4,Abril,2,14,Segunda,3,False,2023-04,False,False
2023-04-04,2023,4,Abril,2,14,Terça,4,False,2023-04,False,False
2023-04-05,2023,4,Abril,2,14,Quarta,5,False,2023-04,False,False
2023-04-06,2023,4,Abril,2,14,Quinta,6,False,2023-04,False,False
2023-04-07,2023,4,Abril,2,14,Sexta,7,False,2023-04,False,False
2023-04-08,2023,4,Abril,2,14,Sábado,8,True,2023-04,False,False
2023-04-09,2023,4,Abril,2,14,Domingo,9,True,2023-04,False,False
2023-04-10,2023,4,Abril,2,15,Segunda,10,False,2023-04,False,False
2023-04-11,2023,4,Abril,2,15,Terça,11,False,2023-04,False,False
2023-04-12,2023,4,Abril,2,15,Quarta,12,False,2023-04,False,False
2023-04-13,2023,4,Abril,2,15,Quinta,13,False,2023-04,False,False
2023-04-14,2023,4,Abril,2,15,Sexta,14,False,2023-04,False,False
2023-04-15,2023,4,Abril,2,15,Sábado,15,True,2023-04,False,False
2023-04-16,2023,4,Abril,2,15,Domingo,16,True,2023-04,False,False
2023-04-17,2023,4,Abril,2,16,Segunda,17,False,2023-04,False,False
2023-04-18,2023,4,Abril,2,16,Terça,18,False,2023-04,False,False
2023-04-19,2023,4,Abril,2,16,Quarta,19,False,2023-04,False,False
2023-04-20,2023,4,Abril,2,16,Quinta,20,False,2023-04,False,False
2023-04-21,2023,4,Abril,2,16,Sexta,21,False,2023-04,False,False
2023-04-22,2023,4,Abril,2,16,Sábado,22,True,2023-04,False,False
2023-04-23,2023,4,Abril,2,16,Domingo,23,True,2023-04,False,False
2023-04-24,2023,4,Abril,2,17,Segunda,24,False,2023-04,False,False
2023-04-25,2023,4,Abril,2,17,Terça,25,False,2023-04,False,False
2023-04-26,2023,4,Abril,2,17,Quarta,26,False,2023-04,False,False
2023-04-27,2023,4,Abril,2,17,Quinta,27,False,2023-04,False,False
2023-04-28,2023,4,Abril,2,17,Sexta,28,False,2023-04,False,False
2023-04-29,2023,4,Abril,2,17,Sábado,29,True,2023-04,False,False
2023-04-30,2023,4,Abril,2,17,Domingo,30,True,2023-04,False,False
2023-05-01,2023,5,Maio,2,18,Segunda,1,False,2023-05,False,False
2023-05-02,2023,5,Maio,2,18,Terça,2,False,2023-05,False,False
2023-05-03,2023,5,Maio,2,18,Quarta,3,False,2023-05,False,False
2023-05-04,2023,5,Maio,2,18,Quinta,4,False,2023-05,False,False
2023-05-05,2023,5,Maio,2,18,Sexta,5,False,2023-05,False,False
2023-05-06,2023,5,Maio,2,18,Sábado,6,True,2023-05,False,False
2023-05-07,2023,5,Maio,2,18,Domingo,7,True,2023-05,False,False
2023-05-08,2023,5,Maio,2,19,Segunda,8,False,2023-05,False,False
2023-05-09,2023,5,Maio,2,19,Terça,9,False,2023-05,False,False
2023-05-10,2023,5,Maio,2,19,Quarta,10,False,2023-05,False,False
2023-05-11,2023,5,Maio,2,19,Quinta,11,False,2023-05,False,False
2023-05-12,2023,5,Maio,2,19,Sexta,12,False,2023-05,False,False
2023-05-13,2023,5,Maio,2,19,Sábado,13,True,2023-05,False,False
2023-05-14,2023,5,Maio,2,19,Domingo,14,True,2023-05,False,False
2023-05-15,2023,5,Maio,2,20,Segunda,15,False,2023-05,False,False
2023-05-16,2023,5,Maio,2,20,Terça,16,False,2023-05,False,False
2023-05-17,2023,5,Maio,2,20,Quarta,17,False,2023-05,False,False
2023-05-18,2023,5,Maio,2,20,Quinta,18,False,2023-05,False,False
2023-05-19,2023,5,Maio,2,20,Sexta,19,False,2023-05,False,False
2023-05-20,2023,5,Maio,2,20,Sábado,20,True,2023-05,False,False
2023-05-21,2023,5,Maio,2,20,Domingo,21,True,2023-05,False,False
2023-05-22,2023,5,Maio,2,21,Segunda,22,False,2023-05,False,False
2023-05-23,2023,5,Maio,2,21,Terça,23,False,2023-05,False,False
2023-05-24,2023,5,Maio,2,21,Quarta,24,False,2023-05,False,False
2023-05-25,2023,5,Maio,2,21,Quinta,25,False,2023-05,False,False
2023-05-26,2023,5,Maio,2,21,Sexta,26,False,2023-05,False,False
2023-05-27,2023,5,Maio,2,21,Sábado,27,True,2023-05,False,False
2023-05-28,2023,5,Maio,2,21,Domingo,28,True,2023-05,False,False
2023-05-29,2023,5,Maio,2,22,Segunda,29,False,2023-05,False,False
2023-05-30,2023,5,Maio,2,22,Terça,30,False,2023-05,False,False
2023-05-31,2023,5,Maio,2,22,Quarta,31,False,2023-05,False,False
2023-06-01,2023,6,Junho,2,22,Quinta,1,False,2023-06,False,False
2023-06-02,2023,6,Junho,2,22,Sexta,2,False,2023-06,False,False
2023-06-03,2023,6,Junho,2,22,Sábado,3,True,2023-06,False,False
2023-06-04,2023,6,Junho,2,22,Domingo,4,True,2023-06,False,False
2023-06-05,2023,6,Junho,2,23,Segunda,5,False,2023-06,False,False
2023-06-06,2023,6,Junho,2,23,Terça,6,False,2023-06,False,False
2023-06-07,2023,6,Junho,2,23,Quarta,7,False,2023-06,False,False
2023-06-08,2023,6,Junho,2,23,Quinta,8,False,2023-06,False,False
2023-06-09,2023,6,Junho,2,23,Sexta,9,False,2023-06,False,False
2023-06-10,2023,6,Junho,2,23,Sábado,10,True,2023-06,False,False
2023-06-11,2023,6,Junho,2,23,Domingo,11,True,2023-06,False,False
2023-06-12,2023,6,Junho,2,24,Segunda,12,False,2023-06,False,False
2023-06-13,2023,6,Junho,2,24,Terça,13,False,2023-06,False,False
2023-06-14,2023,6,Junho,2,24,Quarta,14,False,2023-06,False,False
2023-06-15,2023,6,Junho,2,24,Quinta,15,False,2023-06,False,False
2023-06-16,2023,6,Junho,2,24,Sexta,16,False,2023-06,False,False
2023-06-17,2023,6,Junho,2,24,Sábado,17,True,2023-06,False,False
2023-06-18,2023,6,Junho,2,24,Domingo,18,True,2023-06,False,False
2023-06-19,2023,6,Junho,2,25,Segunda,19,False,2023-06,False,False
2023-06-20,2023,6,Junho,2,25,Terça,20,False,2023-06,False,False
2023-06-21,2023,6,Junho,2,25,Quarta,21,False,2023-06,False,False
2023-06-22,2023,6,Junho,2,25,Quinta,22,False,2023-06,False,False
2023-06-23,2023,6,Junho,2,25,Sexta,23,False,2023-06,False,False
2023-06-24,2023,6,Junho,2,25,Sábado,24,True,2023-06,False,False
2023-06-25,2023,6,Junho,2,25,Domingo,25,True,2023-06,False,False
2023-06-26,2023,6,Junho,2,26,Segunda,26,False,2023-06,False,False
2023-06-27,2023,6,Junho,2,26,Terça,27,False,2023-06,False,False
2023-06-28,2023,6,Junho,2,26,Quarta,28,False,2023-06,False,False
2023-06-29,2023,6,Junho,2,26,Quinta,29,False,2023-06,False,False
2023-06-30,2023,6,Junho,2,26,Sexta,30,False,2023-06,False,False
2023-07-01,2023,7,Julho,3,26,Sábado,1,True,2023-07,False,False
2023-07-02,2023,7,Julho,3,26,Domingo,2,True,2023-07,False,False
2023-07-03,2023,7,Julho,3,27,Segunda,3,False,2023-07,False,False
2023-07-04,2023,7,Julho,3,27,Terça,4,False,2023-07,False,False
2023-07-05,2023,7,Julho,3,27,Quarta,5,False,2023-07,False,False
2023-07-06,2023,7,Julho,3,27,Quinta,6,False,2023-07,False,False
2023-07-07,2023,7,Julho,3,27,Sexta,7,False,2023-07,False,False
2023-07-08,2023,7,Julho,3,27,Sábado,8,True,2023-07,False,False
2023-07-09,2023,7,Julho,3,27,Domingo,9,True,2023-07,False,False
2023-07-10,2023,7,Julho,3,28,Segunda,10,False,2023-07,False,False
2023-07-11,2023,7,Julho,3,28,Terça,11,False,2023-07,False,False
2023-07-12,2023,7,Julho,3,28,Quarta,12,False,2023-07,False,False
2023-07-13,2023,7,Julho,3,28,Quinta,13,False,2023-07,False,False
2023-07-14,2023,7,Julho,3,28,Sexta,14,False,2023-07,False,False
2023-07-15,2023,7,Julho,3,28,Sábado,15,True,2023-07,False,False
2023-07-16,2023,7,Julho,3,28,Domingo,16,True,2023-07,False,False
2023-07-17,2023,7,Julho,3,29,Segunda,17,False,2023-07,False,False
2023-07-18,2023,7,Julho,3,29,Terça,18,False,2023-07,False,False
2023-07-19,2023,7,Julho,3,29,Quarta,19,False,2023-07,False,False
2023-07-20,2023,7,Julho,3,29,Quinta,20,False,2023-07,False,False
2023-07-21,2023,7,Julho,3,29,Sexta,21,False,2023-07,False,False
2023-07-22,2023,7,Julho,3,29,Sábado,22,True,2023-07,False,False
2023-07-23,2023,7,Julho,3,29,Domingo,23,True,2023-07,False,False
2023-07-24,2023,7,Julho,3,30,Segunda,24,False,2023-07,False,False
2023-07-25,2023,7,Julho,3,30,Terça,25,False,2023-07,False,False
2023-07-26,2023,7,Julho,3,30,Quarta,26,False,2023-07,False,False
2023-07-27,2023,7,Julho,3,30,Quinta,27,False,2023-07,False,False
2023-07-28,2023,7,Julho,3,30,Sexta,28,False,2023-07,False,False
2023-07-29,2023,7,Julho,3,30,Sábado,29,True,2023-07,False,False
2023-07-30,2023,7,Julho,3,30,Domingo,30,True,2023-07,False,False
2023-07-31,2023,7,Julho,3,31,Segunda,31,False,2023-07,False,False
2023-08-01,2023,8,Agosto,3,31,Terça,1,False,2023-08,False,False
2023-08-02,2023,8,Agosto,3,31,Quarta,2,False,2023-08,False,False
2023-08-03,2023,8,Agosto,3,31,Quinta,3,False,2023-08,False,False
2023-08-04,2023,8,Agosto,3,31,Sexta,4,False,2023-08,False,False
2023-08-05,2023,8,Agosto,3,31,Sábado,5,True,2023-08,False,False
2023-08-06,2023,8,Agosto,3,31,Domingo,6,True,2023-08,False,False
2023-08-07,2023,8,Agosto,3,32,Segunda,7,False,2023-08,False,False
2023-08-08,2023,8,Agosto,3,32,Terça,8,False,2023-08,False,False
2023-08-09,2023,8,Agosto,3,32,Quarta,9,False,2023-08,False,False
2023-08-10,2023,8,Agosto,3,32,Quinta,10,False,2023-08,False,False
2023-08-11,2023,8,Agosto,3,32,Sexta,11,False,2023-08,False,False
2023-08-12,2023,8,Agosto,3,32,Sábado,12,True,2023-08,False,False
2023-08-13,2023,8,Agosto,3,32,Domingo,13,True,2023-08,False,False
2023-08-14,2023,8,Agosto,3,33,Segunda,14,False,2023-08,False,False
2023-08-15,2023,8,Agosto,3,33,Terça,15,False,2023-08,False,False
2023-08-16,2023,8,Agosto,3,33,Quarta,16,False,2023-08,False,False
2023-08-17,2023,8,Agosto,3,33,Quinta,17,False,2023-08,False,False
2023-08-18,2023,8,Agosto,3,33,Sexta,18,False,2023-08,False,False
2023-08-19,2023,8,Agosto,3,33,Sábado,19,True,2023-08,False,False
2023-08-20,2023,8,Agosto,3,33,Domingo,20,True,2023-08,False,False
2023-08-21,2023,8,Agosto,3,34,Segunda,21,False,2023-08,False,False
2023-08-22,2023,8,Agosto,3,34,Terça,22,False,2023-08,False,False
2023-08-23,2023,8,Agosto,3,34,Quarta,23,False,2023-08,False,False
2023-08-24,2023,8,Agosto,3,34,Quinta,24,False,2023-08,False,False
2023-08-25,2023,8,Agosto,3,34,Sexta,25,False,2023-08,False,False
2023-08-26,2023,8,Agosto,3,34,Sábado,26,True,2023-08,False,False
2023-08-27,2023,8,Agosto,3,34,Domingo,27,True,2023-08,False,False
2023-08-28,2023,8,Agosto,3,35,Segunda,28,False,2023-08,False,False
2023-08-29,2023,8,Agosto,3,35,Terça,29,False,2023-08,False,False
2023-08-30,2023,8,Agosto,3,35,Quarta,30,False,2023-08,False,False
2023-08-31,2023,8,Agosto,3,35,Quinta,31,False,2023-08,False,False
2023-09-01,2023,9,Setembro,3,35,Sexta,1,False,2023-09,False,False
2023-09-02,2023,9,Setembro,3,35,Sábado,2,True,2023-09,False,False
2023-09-03,2023,9,Setembro,3,35,Domingo,3,True,2023-09,False,False
2023-09-04,2023,9,Setembro,3,36,Segunda,4,False,2023-09,False,False
2023-09-05,2023,9,Setembro,3,36,Terça,5,False,2023-09,False,False
2023-09-06,2023,9,Setembro,3,36,Quarta,6,False,2023-09,False,False
2023-09-07,2023,9,Setembro,3,36,Quinta,7,False,2023-09,False,False
2023-09-08,2023,9,Setembro,3,36,Sexta,8,False,2023-09,False,False
2023-09-09,2023,9,Setembro,3,36,Sábado,9,True,2023-09,False,False
2023-09-10,2023,9,Setembro,3,36,Domingo,10,True,2023-09,False,False
2023-09-11,2023,9,Setembro,3,37,Segunda,11,False,2023-09,False,False
2023-09-12,2023,9,Setembro,3,37,Terça,12,False,2023-09,False,False
2023-09-13,2023,9,Setembro,3,37,Quarta,13,False,2023-09,False,False
2023-09-14,2023,9,Setembro,3,37,Quinta,14,False,2023-09,False,False
2023-09-15,2023,9,Setembro,3,37,Sexta,15,False,2023-09,False,False
2023-09-16,2023,9,Setembro,3,37,Sábado,16,True,2023-09,False,False
2023-09-17,2023,9,Setembro,3,37,Domingo,17,True,2023-09,False,False
2023-09-18,2023,9,Setembro,3,38,Segunda,18,False,2023-09,False,False
2023-09-19,2023,9,Setembro,3,38,Terça,19,False,2023-09,False,False
2023-09-20,2023,9,Setembro,3,38,Quarta,20,False,2023-09,False,False
2023-09-21,2023,9,Setembro,3,38,Quinta,21,False,2023-09,False,False
2023-09-22,2023,9,Setembro,3,38,Sexta,22,False,2023-09,False,False
2023-09-23,2023,9,Setembro,3,38,Sábado,23,True,2023-09,False,False
2023-09-24,2023,9,Setembro,3,38,Domingo,24,True,2023-09,False,False
2023-09-25,2023,9,Setembro,3,39,Segunda,25,False,2023-09,False,False
2023-09-26,2023,9,Setembro,3,39,Terça,26,False,2023-09,False,False
2023-09-27,2023,9,Setembro,3,39,Quarta,27,False,2023-09,False,False
2023-09-28,2023,9,Setembro,3,39,Quinta,28,False,2023-09,False,False
2023-09-29,2023,9,Setembro,3,39,Sexta,29,False,2023-09,False,False
2023-09-30,2023,9,Setembro,3,39,Sábado,30,True,2023-09,False,False
2023-10-01,2023,10,Outubro,4,39,Domingo,1,True,2023-10,False,False
2023-10-02,2023,10,Outubro,4,40,Segunda,2,False,2023-10,False,False
2023-10-03,2023,10,Outubro,4,40,Terça,3,False,2023-10,False,False
2023-10-04,2023,10,Outubro,4,40,Quarta,4,False,2023-10,False,False
2023-10-05,2023,10,Outubro,4,40,Quinta,5,False,2023-10,False,False
2023-10-06,2023,10,Outubro,4,40,Sexta,6,False,2023-10,False,False
2023-10-07,2023,10,Outubro,4,40,Sábado,7,True,2023-10,False,False
2023-10-08,2023,10,Outubro,4,40,Domingo,8,True,2023-10,False,False
2023-10-09,2023,10,Outubro,4,41,Segunda,9,False,2023-10,False,False
2023-10-10,2023,10,Outubro,4,41,Terça,10,False,2023-10,False,False
2023-10-11,2023,10,Outubro,4,41,Quarta,11,False,2023-10,False,False
2023-10-12,2023,10,Outubro,4,41,Quinta,12,False,2023-10,False,False
2023-10-13,2023,10,Outubro,4,41,Sexta,13,False,2023-10,False,False
2023-10-14,2023,10,Outubro,4,41,Sábado,14,True,2023-10,False,False
2023-10-15,2023,10,Outubro,4,41,Domingo,15,True,2023-10,False,False
2023-10-16,2023,10,Outubro,4,42,Segunda,16,False,2023-10,False,False
2023-10-17,2023,10,Outubro,4,42,Terça,17,False,2023-10,False,False
2023-10-18,2023,10,Outubro,4,42,Quarta,18,False,2023-10,False,False
2023-10-19,2023,10,Outubro,4,42,Quinta,19,False,2023-10,False,False
2023-10-20,2023,10,Outubro,4,42,Sexta,20,False,2023-10,False,False
2023-10-21,2023,10,Outubro,4,42,Sábado,21,True,2023-10,False,False
2023-10-22,2023,10,Outubro,4,42,Domingo,22,True,2023-10,False,False
2023-10-23,2023,10,Outubro,4,43,Segunda,23,False,2023-10,False,False
2023-10-24,2023,10,Outubro,4,43,Terça,24,False,2023-10,False,False
2023-10-25,2023,10,Outubro,4,43,Quarta,25,False,2023-10,False,False
2023-10-26,2023,10,Outubro,4,43,Quinta,26,False,2023-10,False,False
2023-10-27,2023,10,Outubro,4,43,Sexta,27,False,2023-10,False,False
2023-10-28,2023,10,Outubro,4,43,Sábado,28,True,2023-10,False,False
2023-10-29,2023,10,Outubro,4,43,Domingo,29,True,2023-10,False,False
2023-10-30,2023,10,Outubro,4,44,Segunda,30,False,2023-10,False,False
2023-10-31,2023,10,Outubro,4,44,Terça,31,False,2023-10,False,False
2023-11-01,2023,11,Novembro,4,44,Quarta,1,False,2023-11,False,False
2023-11-02,2023,11,Novembro,4,44,Quinta,2,False,2023-11,False,False
2023-11-03,2023,11,Novembro,4,44,Sexta,3,False,2023-11,False,False
2023-11-04,2023,11,Novembro,4,44,Sábado,4,True,2023-11,False,False
2023-11-05,2023,11,Novembro,4,44,Domingo,5,True,2023-11,False,False
2023-11-06,2023,11,Novembro,4,45,Segunda,6,False,2023-11,False,False
2023-11-07,2023,11,Novembro,4,45,Terça,7,False,2023-11,False,False
2023-11-08,2023,11,Novembro,4,45,Quarta,8,False,2023-11,False,False
2023-11-09,2023,11,Novembro,4,45,Quinta,9,False,2023-11,False,False
2023-11-10,2023,11,Novembro,4,45,Sexta,10,False,2023-11,False,False
2023-11-11,2023,11,Novembro,4,45,Sábado,11,True,2023-11,False,False
2023-11-12,2023,11,Novembro,4,45,Domingo,12,True,2023-11,False,False
2023-11-13,2023,11,Novembro,4,46,Segunda,13,False,2023-11,False,False
2023-11-14,2023,11,Novembro,4,46,Terça,14,False,2023-11,False,False
2023-11-15,2023,11,Novembro,4,46,Quarta,15,False,2023-11,False,False
2023-11-16,2023,11,Novembro,4,46,Quinta,16,False,2023-11,False,False
2023-11-17,2023,11,Novembro,4,46,Sexta,17,False,2023-11,False,False
2023-11-18,2023,11,Novembro,4,46,Sábado,18,True,2023-11,False,False
2023-11-19,2023,11,Novembro,4,46,Domingo,19,True,2023-11,False,False
2023-11-20,2023,11,Novembro,4,47,Segunda,20,False,2023-11,True,False
2023-11-21,2023,11,Novembro,4,47,Terça,21,False,2023-11,True,False
2023-11-22,2023,11,Novembro,4,47,Quarta,22,False,2023-11,True,False
2023-11-23,2023,11,Novembro,4,47,Quinta,23,False,2023-11,True,False
2023-11-24,2023,11,Novembro,4,47,Sexta,24,False,2023-11,True,False
2023-11-25,2023,11,Novembro,4,47,Sábado,25,True,2023-11,True,False
2023-11-26,2023,11,Novembro,4,47,Domingo,26,True,2023-11,True,False
2023-11-27,2023,11,Novembro,4,48,Segunda,27,False,2023-11,True,False
2023-11-28,2023,11,Novembro,4,48,Terça,28,False,2023-11,True,False
2023-11-29,2023,11,Novembro,4,48,Quarta,29,False,2023-11,True,False
2023-11-30,2023,11,Novembro,4,48,Quinta,30,False,2023-11,True,False
2023-12-01,2023,12,Dezembro,4,48,Sexta,1,False,2023-12,False,True
2023-12-02,2023,12,Dezembro,4,48,Sábado,2,True,2023-12,False,True
2023-12-03,2023,12,Dezembro,4,48,Domingo,3,True,2023-12,False,True
2023-12-04,2023,12,Dezembro,4,49,Segunda,4,False,2023-12,False,True
2023-12-05,2023,12,Dezembro,4,49,Terça,5,False,2023-12,False,True
2023-12-06,2023,12,Dezembro,4,49,Quarta,6,False,2023-12,False,True
2023-12-07,2023,12,Dezembro,4,49,Quinta,7,False,2023-12,False,True
2023-12-08,2023,12,Dezembro,4,49,Sexta,8,False,2023-12,False,True
2023-12-09,2023,12,Dezembro,4,49,Sábado,9,True,2023-12,False,True
2023-12-10,2023,12,Dezembro,4,49,Domingo,10,True,2023-12,False,True
2023-12-11,2023,12,Dezembro,4,50,Segunda,11,False,2023-12,False,True
2023-12-12,2023,12,Dezembro,4,50,Terça,12,False,2023-12,False,True
2023-12-13,2023,12,Dezembro,4,50,Quarta,13,False,2023-12,False,True
2023-12-14,2023,12,Dezembro,4,50,Quinta,14,False,2023-12,False,True
2023-12-15,2023,12,Dezembro,4,50,Sexta,15,False,2023-12,False,True
2023-12-16,2023,12,Dezembro,4,50,Sábado,16,True,2023-12,False,True
2023-12-17,2023,12,Dezembro,4,50,Domingo,17,True,2023-12,False,True
2023-12-18,2023,12,Dezembro,4,51,Segunda,18,False,2023-12,False,True
2023-12-19,2023,12,Dezembro,4,51,Terça,19,False,2023-12,False,True
