Data,Meta_Receita,Meta_Pedidos,Meta_Novos_Clientes,Meta_ROAS
2023-11-27,41160.0,100,67,3.02
2023-11-28,41160.0,100,67,3.02
2023-11-29,41160.0,100,67,3.02
2023-11-30,41160.0,100,67,3.02
2023-12-01,35672.0,87,58,3.02
2023-12-02,24970.4,61,40,3.02
2023-12-03,24970.4,61,40,3.02
2023-12-04,35672.0,87,58,3.02
2023-12-05,35672.0,87,58,3.02
2023-12-06,35672.0,87,58,3.02
2023-12-07,35672.0,87,58,3.02
2023-12-08,35672.0,87,58,3.02
2023-12-09,24970.4,61,40,3.02
2023-12-10,24970.4,61,40,3.02
2023-12-11,35672.0,87,58,3.02
2023-12-12,35672.0,87,58,3.02
2023-12-13,35672.0,87,58,3.02
2023-12-14,35672.0,87,58,3.02
2023-12-15,35672.0,87,58,3.02
2023-12-16,24970.4,61,40,3.02
2023-12-17,24970.4,61,40,3.02
2023-12-18,35672.0,87,58,3.02
2023-12-19,35672.0,87,58,3.02
2023-12-20,35672.0,87,58,3.02
2023-12-21,35672.0,87,58,3.02
2023-12-22,35672.0,87,58,3.02
2023-12-23,24970.4,61,40,3.02
2023-12-24,24970.4,61,40,3.02
2023-12-25,35672.0,87,58,3.02
2023-12-26,35672.0,87,58,3.02
2023-12-27,35672.0,87,58,3.02
2023-12-28,35672.0,87,58,3.02
2023-12-29,35672.0,87,58,3.02
2023-12-30,24970.4,61,40,3.02
2023-12-31,24970.4,61,40,3.02
2024-01-01,30380.0,74,49,3.25
2024-01-02,30380.0,74,49,3.25
2024-01-03,30380.0,74,49,3.25
2024-01-04,30380.0,74,49,3.25
2024-01-05,30380.0,74,49,3.25
2024-01-06,21266.0,52,34,3.25
2024-01-07,21266.0,52,34,3.25
2024-01-08,30380.0,74,49,3.25
2024-01-09,30380.0,74,49,3.25
2024-01-10,30380.0,74,49,3.25
2024-01-11,30380.0,74,49,3.25
2024-01-12,30380.0,74,49,3.25
2024-01-13,21266.0,52,34,3.25
2024-01-14,21266.0,52,34,3.25
2024-01-15,30380.0,74,49,3.25
2024-01-16,30380.0,74,49,3.25
2024-01-17,30380.0,74,49,3.25
2024-01-18,30380.0,74,49,3.25
2024-01-19,30380.0,74,49,3.25
2024-01-20,21266.0,52,34,3.25
2024-01-21,21266.0,52,34,3.25
2024-01-22,30380.0,74,49,3.25
2024-01-23,30380.0,74,49,3.25
2024-01-24,30380.0,74,49,3.25
2024-01-25,30380.0,74,49,3.25
2024-01-26,30380.0,74,49,3.25
2024-01-27,21266.0,52,34,3.25
2024-01-28,21266.0,52,34,3.25
2024-01-29,30380.0,74,49,3.25
2024-01-30,30380.0,74,49,3.25
2024-01-31,30380.0,74,49,3.25
2024-02-01,30380.0,74,49,3.25
2024-02-02,30380.0,74,49,3.25
2024-02-03,21266.0,52,34,3.25
2024-02-04,21266.0,52,34,3.25
2024-02-05,30380.0,74,49,3.25
2024-02-06,30380.0,74,49,3.25
2024-02-07,30380.0,74,49,3.25
2024-02-08,30380.0,74,49,3.25
2024-02-09,30380.0,74,49,3.25
2024-02-10,21266.0,52,34,3.25
2024-02-11,21266.0,52,34,3.25
2024-02-12,30380.0,74,49,3.25
2024-02-13,30380.0,74,49,3.25
2024-02-14,30380.0,74,49,3.25
2024-02-15,30380.0,74,49,3.25
2024-02-16,30380.0,74,49,3.25
2024-02-17,21266.0,52,34,3.25
2024-02-18,21266.0,52,34,3.25
2024-02-19,30380.0,74,49,3.25
2024-02-20,30380.0,74,49,3.25
2024-02-21,30380.0,74,49,3.25
2024-02-22,30380.0,74,49,3.25
2024-02-23,30380.0,74,49,3.25
2024-02-24,21266.0,52,34,3.25
2024-02-25,21266.0,52,34,3.25
2024-02-26,30380.0,74,49,3.25
2024-02-27,30380.0,74,49,3.25
2024-02-28,30380.0,74,49,3.25
2024-02-29,30380.0,74,49,3.25
2024-03-01,30380.0,74,49,3.25
2024-03-02,21266.0,52,34,3.25
2024-03-03,21266.0,52,34,3.25
2024-03-04,30380.0,74,49,3.25
2024-03-05,30380.0,74,49,3.25
2024-03-06,30380.0,74,49,3.25
2024-03-07,30380.0,74,49,3.25
2024-03-08,30380.0,74,49,3.25
2024-03-09,21266.0,52,34,3.25
2024-03-10,21266.0,52,34,3.25
2024-03-11,30380.0,74,49,3.25
2024-03-12,30380.0,74,49,3.25
2024-03-13,30380.0,74,49,3.25
2024-03-14,30380.0,74,49,3.25
2024-03-15,30380.0,74,49,3.25
2024-03-16,21266.0,52,34,3.25
2024-03-17,21266.0,52,34,3.25
2024-03-18,30380.0,74,49,3.25
2024-03-19,30380.0,74,49,3.25
2024-03-20,30380.0,74,49,3.25
2024-03-21,30380.0,74,49,3.25
2024-03-22,30380.0,74,49,3.25
2024-03-23,21266.0,52,34,3.25
2024-03-24,21266.0,52,34,3.25
2024-03-25,30380.0,74,49,3.25
2024-03-26,30380.0,74,49,3.25
2024-03-27,30380.0,74,49,3.25
2024-03-28,30380.0,74,49,3.25
2024-03-29,30380.0,74,49,3.25
2024-03-30,21266.0,52,34,3.25
2024-03-31,21266.0,52,34,3.25
2024-04-01,30380.0,74,49,3.25
2024-04-02,30380.0,74,49,3.25
2024-04-03,30380.0,74,49,3.25
2024-04-04,30380.0,74,49,3.25
2024-04-05,30380.0,74,49,3.25
2024-04-06,21266.0,52,34,3.25
2024-04-07,21266.0,52,34,3.25
2024-04-08,30380.0,74,49,3.25
2024-04-09,30380.0,74,49,3.25
2024-04-10,30380.0,74,49,3.25
2024-04-11,30380.0,74,49,3.25
2024-04-12,30380.0,74,49,3.25
2024-04-13,21266.0,52,34,3.25
2024-04-14,21266.0,52,34,3.25
2024-04-15,30380.0,74,49,3.25
2024-04-16,30380.0,74,49,3.25
2024-04-17,30380.0,74,49,3.25
2024-04-18,30380.0,74,49,3.25
2024-04-19,30380.0,74,49,3.25
2024-04-20,21266.0,52,34,3.25
2024-04-21,21266.0,52,34,3.25
2024-04-22,30380.0,74,49,3.25
2024-04-23,30380.0,74,49,3.25
2024-04-24,30380.0,74,49,3.25
2024-04-25,30380.0,74,49,3.25
2024-04-26,30380.0,74,49,3.25
2024-04-27,21266.0,52,34,3.25
2024-04-28,21266.0,52,34,3.25
2024-04-29,30380.0,74,49,3.25
2024-04-30,30380.0,74,49,3.25
2024-05-01,33418.0,81,54,3.25
2024-05-02,33418.0,81,54,3.25
2024-05-03,33418.0,81,54,3.25
2024-05-04,23392.6,57,38,3.25
2024-05-05,23392.6,57,38,3.25
2024-05-06,33418.0,81,54,3.25
2024-05-07,33418.0,81,54,3.25
2024-05-08,33418.0,81,54,3.25
2024-05-09,33418.0,81,54,3.25
2024-05-10,33418.0,81,54,3.25
2024-05-11,23392.6,57,38,3.25
2024-05-12,23392.6,57,38,3.25
2024-05-13,33418.0,81,54,3.25
2024-05-14,33418.0,81,54,3.25
2024-05-15,33418.0,81,54,3.25
2024-05-16,33418.0,81,54,3.25
2024-05-17,33418.0,81,54,3.25
2024-05-18,23392.6,57,38,3.25
2024-05-19,23392.6,57,38,3.25
2024-05-20,33418.0,81,54,3.25
2024-05-21,33418.0,81,54,3.25
2024-05-22,33418.0,81,54,3.25
2024-05-23,33418.0,81,54,3.25
2024-05-24,33418.0,81,54,3.25
2024-05-25,23392.6,57,38,3.25
2024-05-26,23392.6,57,38,3.25
2024-05-27,33418.0,81,54,3.25
2024-05-28,33418.0,81,54,3.25
2024-05-29,33418.0,81,54,3.25
2024-05-30,33418.0,81,54,3.25
2024-05-31,33418.0,81,54,3.25
2024-06-01,21266.0,52,34,3.25
2024-06-02,21266.0,52,34,3.25
2024-06-03,30380.0,74,49,3.25
2024-06-04,30380.0,74,49,3.25
2024-06-05,30380.0,74,49,3.25
2024-06-06,30380.0,74,49,3.25
2024-06-07,30380.0,74,49,3.25
2024-06-08,21266.0,52,34,3.25
2024-06-09,21266.0,52,34,3.25
2024-06-10,30380.0,74,49,3.25
2024-06-11,30380.0,74,49,3.25
2024-06-12,30380.0,74,49,3.25
2024-06-13,30380.0,74,49,3.25
2024-06-14,30380.0,74,49,3.25
2024-06-15,21266.0,52,34,3.25
2024-06-16,21266.0,52,34,3.25
2024-06-17,30380.0,74,49,3.25
2024-06-18,30380.0,74,49,3.25
2024-06-19,30380.0,74,49,3.25
2024-06-20,30380.0,74,49,3.25
2024-06-21,30380.0,74,49,3.25
2024-06-22,21266.0,52,34,3.25
2024-06-23,21266.0,52,34,3.25
2024-06-24,30380.0,74,49,3.25
2024-06-25,30380.0,74,49,3.25
2024-06-26,30380.0,74,49,3.25
2024-06-27,30380.0,74,49,3.25
2024-06-28,30380.0,74,49,3.25
2024-06-29,21266.0,52,34,3.25
2024-06-30,21266.0,52,34,3.25
2024-07-01,30380.0,74,49,3.25
2024-07-02,30380.0,74,49,3.25
2024-07-03,30380.0,74,49,3.25
2024-07-04,30380.0,74,49,3.25
2024-07-05,30380.0,74,49,3.25
2024-07-06,21266.0,52,34,3.25
2024-07-07,21266.0,52,34,3.25
2024-07-08,30380.0,74,49,3.25
2024-07-09,30380.0,74,49,3.25
2024-07-10,30380.0,74,49,3.25
2024-07-11,30380.0,74,49,3.25
2024-07-12,30380.0,74,49,3.25
2024-07-13,21266.0,52,34,3.25
2024-07-14,21266.0,52,34,3.25
2024-07-15,30380.0,74,49,3.25
2024-07-16,30380.0,74,49,3.25
2024-07-17,30380.0,74,49,3.25
2024-07-18,30380.0,74,49,3.25
2024-07-19,30380.0,74,49,3.25
2024-07-20,21266.0,52,34,3.25
2024-07-21,21266.0,52,34,3.25
2024-07-22,30380.0,74,49,3.25
2024-07-23,30380.0,74,49,3.25
2024-07-24,30380.0,74,49,3.25
2024-07-25,30380.0,74,49,3.25
2024-07-26,30380.0,74,49,3.25
2024-07-27,21266.0,52,34,3.25
2024-07-28,21266.0,52,34,3.25
2024-07-29,30380.0,74,49,3.25
2024-07-30,30380.0,74,49,3.25
2024-07-31,30380.0,74,49,3.25
2024-08-01,30380.0,74,49,3.25
2024-08-02,30380.0,74,49,3.25
2024-08-03,21266.0,52,34,3.25
2024-08-04,21266.0,52,34,3.25
2024-08-05,30380.0,74,49,3.25
2024-08-06,30380.0,74,49,3.25
2024-08-07,30380.0,74,49,3.25
2024-08-08,30380.0,74,49,3.25
2024-08-09,30380.0,74,49,3.25
2024-08-10,21266.0,52,34,3.25
2024-08-11,21266.0,52,34,3.25
2024-08-12,30380.0,74,49,3.25
2024-08-13,30380.0,74,49,3.25
2024-08-14,30380.0,74,49,3.25
2024-08-15,30380.0,74,49,3.25
2024-08-16,30380.0,74,49,3.25
2024-08-17,21266.0,52,34,3.25
2024-08-18,21266.0,52,34,3.25
2024-08-19,30380.0,74,49,3.25
2024-08-20,30380.0,74,49,3.25
2024-08-21,30380.0,74,49,3.25
2024-08-22,30380.0,74,49,3.25
2024-08-23,30380.0,74,49,3.25
2024-08-24,21266.0,52,34,3.25
2024-08-25,21266.0,52,34,3.25
2024-08-26,30380.0,74,49,3.25
2024-08-27,30380.0,74,49,3.25
2024-08-28,30380.0,74,49,3.25
2024-08-29,30380.0,74,49,3.25
2024-08-30,30380.0,74,49,3.25
2024-08-31,21266.0,52,34,3.25
2024-09-01,21266.0,52,34,3.25
2024-09-02,30380.0,74,49,3.25
2024-09-03,30380.0,74,49,3.25
2024-09-04,30380.0,74,49,3.25
2024-09-05,30380.0,74,49,3.25
2024-09-06,30380.0,74,49,3.25
2024-09-07,21266.0,52,34,3.25
2024-09-08,21266.0,52,34,3.25
2024-09-09,30380.0,74,49,3.25
2024-09-10,30380.0,74,49,3.25
2024-09-11,30380.0,74,49,3.25
2024-09-12,30380.0,74,49,3.25
2024-09-13,30380.0,74,49,3.25
2024-09-14,21266.0,52,34,3.25
2024-09-15,21266.0,52,34,3.25
2024-09-16,30380.0,74,49,3.25
2024-09-17,30380.0,74,49,3.25
2024-09-18,30380.0,74,49,3.25
2024-09-19,30380.0,74,49,3.25
2024-09-20,30380.0,74,49,3.25
2024-09-21,21266.0,52,34,3.25
2024-09-22,21266.0,52,34,3.25
2024-09-23,30380.0,74,49,3.25
2024-09-24,30380.0,74,49,3.25
2024-09-25,30380.0,74,49,3.25
2024-09-26,30380.0,74,49,3.25
2024-09-27,30380.0,74,49,3.25
2024-09-28,21266.0,52,34,3.25
2024-09-29,21266.0,52,34,3.25
2024-09-30,30380.0,74,49,3.25
2024-10-01,33418.0,81,54,3.25
2024-10-02,33418.0,81,54,3.25
2024-10-03,33418.0,81,54,3.25
2024-10-04,33418.0,81,54,3.25
2024-10-05,23392.6,57,38,3.25
2024-10-06,23392.6,57,38,3.25
2024-10-07,33418.0,81,54,3.25
2024-10-08,33418.0,81,54,3.25
2024-10-09,33418.0,81,54,3.25
2024-10-10,33418.0,81,54,3.25
2024-10-11,33418.0,81,54,3.25
2024-10-12,23392.6,57,38,3.25
2024-10-13,23392.6,57,38,3.25
2024-10-14,33418.0,81,54,3.25
2024-10-15,33418.0,81,54,3.25
2024-10-16,33418.0,81,54,3.25
2024-10-17,33418.0,81,54,3.25
2024-10-18,33418.0,81,54,3.25
2024-10-19,23392.6,57,38,3.25
2024-10-20,23392.6,57,38,3.25
2024-10-21,33418.0,81,54,3.25
2024-10-22,33418.0,81,54,3.25
2024-10-23,33418.0,81,54,3.25
2024-10-24,33418.0,81,54,3.25
2024-10-25,33418.0,81,54,3.25
2024-10-26,23392.6,57,38,3.25
2024-10-27,23392.6,57,38,3.25
2024-10-28,33418.0,81,54,3.25
2024-10-29,33418.0,81,54,3.25
2024-10-30,33418.0,81,54,3.25
2024-10-31,33418.0,81,54,3.25
2024-11-01,45570.0,111,74,3.25
2024-11-02,31899.0,78,52,3.25
2024-11-03,31899.0,78,52,3.25
2024-11-04,45570.0,111,74,3.25
2024-11-05,45570.0,111,74,3.25
2024-11-06,45570.0,111,74,3.25
2024-11-07,45570.0,111,74,3.25
2024-11-08,45570.0,111,74,3.25
2024-11-09,31899.0,78,52,3.25
2024-11-10,31899.0,78,52,3.25
2024-11-11,45570.0,111,74,3.25
2024-11-12,45570.0,111,74,3.25
2024-11-13,45570.0,111,74,3.25
2024-11-14,45570.0,111,74,3.25
2024-11-15,45570.0,111,74,3.25
2024-11-16,31899.0,78,52,3.25
2024-11-17,31899.0,78,52,3.25
2024-11-18,45570.0,111,74,3.25
2024-11-19,45570.0,111,74,3.25
2024-11-20,45570.0,111,74,3.25
2024-11-21,45570.0,111,74,3.25
2024-11-22,45570.0,111,74,3.25
2024-11-23,31899.0,78,52,3.25
2024-11-24,31899.0,78,52,3.25
2024-11-25,45570.0,111,74,3.25
2024-11-26,45570.0,111,74,3.25
2024-11-27,45570.0,111,74,3.25
2024-11-28,45570.0,111,74,3.25
2024-11-29,45570.0,111,74,3.25
2024-11-30,31899.0,78,52,3.25
2024-12-01,27645.8,67,45,3.25
2024-12-02,39494.0,96,64,3.25
2024-12-03,39494.0,96,64,3.25
2024-12-04,39494.0,96,64,3.25
2024-12-05,39494.0,96,64,3.25
2024-12-06,39494.0,96,64,3.25
2024-12-07,27645.8,67,45,3.25
2024-12-08,27645.8,67,45,3.25
2024-12-09,39494.0,96,64,3.25
2024-12-10,39494.0,96,64,3.25
2024-12-11,39494.0,96,64,3.25
2024-12-12,39494.0,96,64,3.25
2024-12-13,39494.0,96,64,3.25
2024-12-14,27645.8,67,45,3.25
2024-12-15,27645.8,67,45,3.25
2024-12-16,39494.0,96,64,3.25
2024-12-17,39494.0,96,64,3.25
2024-12-18,39494.0,96,64,3.25
2024-12-19,39494.0,96,64,3.25
2024-12-20,39494.0,96,64,3.25
2024-12-21,27645.8,67,45,3.25
2024-12-22,27645.8,67,45,3.25
2024-12-23,39494.0,96,64,3.25
2024-12-24,39494.0,96,64,3.25
2024-12-25,39494.0,96,64,3.25
2024-12-26,39494.0,96,64,3.25
2024-12-27,39494.0,96,64,3.25
2024-12-28,27645.8,67,45,3.25
2024-12-29,27645.8,67,45,3.25
2024-12-30,39494.0,96,64,3.25
2024-12-31,39494.0,96,64,3.25
