customer_id,acquisition_date,acquisition_channel,acquisition_campaign,segment,region,total_orders,total_revenue,status
27895,2023-07-16,Google Ads,Remarketing_Display,SMB,ES,1,92.66,active
27896,2023-07-16,Google Ads,Remarketing_Display,SMB,SP,4,979.55,churned
27897,2023-07-16,Google Ads,Remarketing_Display,Enterprise,PE,2,1963.82,active
27898,2023-07-16,Google Ads,Video_Awareness_Amplo,Enterprise,RS,3,3266.28,active
27899,2023-07-16,Google Ads,Video_Awareness_Amplo,SMB,SP,4,888.06,active
27900,2023-07-16,Meta Ads,Display_Generico,SMB,GO,1,364.01,churned
27901,2023-07-16,Meta Ads,Display_Generico,SMB,PE,3,800.76,churned
27902,2023-07-16,Meta Ads,Lead_Generation,SMB,PR,1,303.84,churned
27903,2023-07-16,Meta Ads,Lead_Generation,SMB,PR,1,112.5,churned
27904,2023-07-16,Meta Ads,Lead_Generation,Mid-Market,SP,2,1833.09,churned
27905,2023-07-16,Meta Ads,Lead_Generation,Mid-Market,DF,1,1411.57,churned
27906,2023-07-16,Meta Ads,Lead_Generation,SMB,SP,1,101.73,active
27907,2023-07-16,Meta Ads,Performance_Search,SMB,RJ,2,290.25,active
27908,2023-07-16,Meta Ads,Performance_Search,Mid-Market,SP,1,298.03,active
27909,2023-07-16,Meta Ads,Performance_Search,Mid-Market,BA,1,879.08,active
27910,2023-07-16,Meta Ads,Performance_Search,SMB,SC,1,246.23,churned
27911,2023-07-16,Meta Ads,Performance_Search,SMB,CE,2,222.21,churned
27912,2023-07-16,Meta Ads,Performance_Search,SMB,MG,1,360.59,active
27913,2023-07-16,Meta Ads,Performance_Search,Mid-Market,SP,2,1671.98,active
27914,2023-07-16,Meta Ads,Performance_Search,Mid-Market,MG,2,886.76,active
27915,2023-07-16,Meta Ads,Performance_Shopping,Mid-Market,PE,2,615.84,active
27916,2023-07-16,Meta Ads,Performance_Shopping,Enterprise,MG,1,693.79,active
27917,2023-07-16,Meta Ads,Performance_Shopping,Enterprise,SP,1,1302.66,active
27918,2023-07-16,Meta Ads,Performance_Shopping,SMB,SP,2,449.36,active
27919,2023-07-16,Meta Ads,Remarketing_Display,Mid-Market,RJ,3,2015.24,churned
27920,2023-07-16,Meta Ads,Remarketing_Display,Enterprise,SP,1,1355.92,active
27921,2023-07-16,Meta Ads,Remarketing_Display,SMB,PE,2,245.1,churned
27922,2023-07-16,Meta Ads,Video_Awareness_Amplo,SMB,MG,1,306.88,churned
27923,2023-07-16,Meta Ads,Video_Awareness_Amplo,SMB,SP,5,690.06,churned
27924,2023-07-16,Meta Ads,Video_Awareness_Amplo,Mid-Market,SP,2,1433.37,active
27925,2023-07-16,TikTok Ads,Display_Generico,SMB,SC,1,90.55,active
27926,2023-07-16,TikTok Ads,Display_Generico,Mid-Market,PR,2,755.42,active
27927,2023-07-16,TikTok Ads,Lead_Generation,SMB,SP,3,789.11,active
27928,2023-07-16,TikTok Ads,Lead_Generation,SMB,PR,2,242.04,churned
27929,2023-07-16,TikTok Ads,Lead_Generation,Mid-Market,RS,2,1448.53,active
27930,2023-07-16,TikTok Ads,Lead_Generation,Mid-Market,SP,3,2068.72,churned
27931,2023-07-16,TikTok Ads,Lead_Generation,SMB,RS,3,852.03,active
27932,2023-07-16,TikTok Ads,Lead_Generation,SMB,DF,3,796.9,active
27933,2023-07-16,TikTok Ads,Lead_Generation,Mid-Market,RS,1,707.61,active
27934,2023-07-16,TikTok Ads,Lead_Generation,Mid-Market,SP,2,605.58,active
27935,2023-07-16,TikTok Ads,Lead_Generation,SMB,MG,3,769.26,active
27936,2023-07-16,TikTok Ads,Lead_Generation,SMB,CE,1,397.23,active
27937,2023-07-16,TikTok Ads,Lead_Generation,Enterprise,BA,2,2038.05,active
27938,2023-07-16,TikTok Ads,Lead_Generation,SMB,PE,2,415.9,churned
27939,2023-07-16,TikTok Ads,Performance_Search,Enterprise,RJ,1,1392.13,active
27940,2023-07-16,TikTok Ads,Performance_Search,SMB,SP,2,402.75,churned
27941,2023-07-16,TikTok Ads,Performance_Search,Mid-Market,SP,3,883.9,active
27942,2023-07-16,TikTok Ads,Performance_Search,SMB,CE,1,102.58,churned
27943,2023-07-16,TikTok Ads,Performance_Search,Mid-Market,SP,3,2442.89,active
27944,2023-07-16,TikTok Ads,Performance_Search,Mid-Market,PR,3,1043.21,churned
27945,2023-07-16,TikTok Ads,Performance_Search,Mid-Market,ES,1,1447.85,active
27946,2023-07-16,TikTok Ads,Performance_Search,SMB,PE,1,361.37,churned
27947,2023-07-16,TikTok Ads,Performance_Search,SMB,SC,1,84.62,active
27948,2023-07-16,TikTok Ads,Performance_Search,Enterprise,RJ,2,1727.69,active
27949,2023-07-16,TikTok Ads,Performance_Shopping,Enterprise,MG,1,1009.52,churned
27950,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,CE,1,635.59,active
27951,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,SP,2,1350.23,active
27952,2023-07-16,TikTok Ads,Performance_Shopping,SMB,SP,1,226.41,active
27953,2023-07-16,TikTok Ads,Performance_Shopping,SMB,BA,1,242.37,churned
27954,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,274.98,active
27955,2023-07-16,TikTok Ads,Performance_Shopping,SMB,RS,1,87.84,active
27956,2023-07-16,TikTok Ads,Performance_Shopping,SMB,SP,1,111.48,active
27957,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,RJ,2,1059.29,active
27958,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,PR,1,271.29,churned
27959,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,DF,1,209.24,churned
27960,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,PR,2,2391.79,active
27961,2023-07-16,TikTok Ads,Performance_Shopping,SMB,RJ,4,768.22,active
27962,2023-07-16,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,237.94,active
27963,2023-07-16,TikTok Ads,Remarketing_Display,SMB,PE,2,674.6,churned
27964,2023-07-16,TikTok Ads,Remarketing_Display,Enterprise,SP,2,1915.79,active
27965,2023-07-16,TikTok Ads,Remarketing_Display,SMB,SP,1,391.25,active
27966,2023-07-16,TikTok Ads,Remarketing_Display,SMB,SP,1,135.34,churned
27967,2023-07-16,TikTok Ads,Video_Awareness_Amplo,Enterprise,RJ,2,2411.61,churned
27968,2023-07-17,Google Ads,Display_Generico,SMB,SP,1,302.09,active
27969,2023-07-17,Google Ads,Display_Generico,SMB,GO,1,119.02,active
27970,2023-07-17,Google Ads,Lead_Generation,SMB,ES,2,474.08,active
27971,2023-07-17,Google Ads,Lead_Generation,SMB,GO,2,249.99,active
27972,2023-07-17,Google Ads,Lead_Generation,SMB,SP,2,423.57,active
27973,2023-07-17,Google Ads,Lead_Generation,SMB,BA,2,449.26,active
27974,2023-07-17,Google Ads,Lead_Generation,SMB,PR,3,954.4,active
27975,2023-07-17,Google Ads,Performance_Search,SMB,RJ,2,612.32,active
27976,2023-07-17,Google Ads,Performance_Search,Enterprise,SP,1,861.79,active
27977,2023-07-17,Google Ads,Performance_Search,Mid-Market,CE,1,1332.6,active
27978,2023-07-17,Google Ads,Performance_Search,Mid-Market,SP,2,458.19,churned
27979,2023-07-17,Google Ads,Performance_Search,SMB,SP,3,509.04,active
27980,2023-07-17,Google Ads,Performance_Search,SMB,SP,1,287.79,active
27981,2023-07-17,Google Ads,Performance_Search,SMB,PE,2,199.33,churned
27982,2023-07-17,Google Ads,Performance_Search,Enterprise,MG,1,998.13,churned
27983,2023-07-17,Google Ads,Performance_Search,Mid-Market,PE,2,1062.23,active
27984,2023-07-17,Google Ads,Performance_Search,SMB,PR,1,83.87,active
27985,2023-07-17,Google Ads,Performance_Search,SMB,SP,2,349.07,active
27986,2023-07-17,Google Ads,Performance_Search,SMB,BA,1,124.06,active
27987,2023-07-17,Google Ads,Performance_Shopping,SMB,PE,6,1121.48,churned
27988,2023-07-17,Google Ads,Performance_Shopping,SMB,ES,1,111.22,active
27989,2023-07-17,Google Ads,Performance_Shopping,SMB,SP,1,281.71,active
27990,2023-07-17,Google Ads,Performance_Shopping,Mid-Market,SP,2,615.65,active
27991,2023-07-17,Google Ads,Performance_Shopping,Mid-Market,PE,1,359.21,active
27992,2023-07-17,Google Ads,Performance_Shopping,SMB,SC,3,768.55,churned
27993,2023-07-17,Google Ads,Performance_Shopping,Mid-Market,RS,3,1243.92,active
27994,2023-07-17,Google Ads,Remarketing_Display,SMB,DF,3,360.51,active
27995,2023-07-17,Google Ads,Remarketing_Display,SMB,RJ,1,138.82,active
27996,2023-07-17,Google Ads,Remarketing_Display,SMB,PE,1,92.5,churned
27997,2023-07-17,Google Ads,Video_Awareness_Amplo,SMB,ES,1,101.42,active
27998,2023-07-17,Google Ads,Video_Awareness_Amplo,SMB,CE,1,121.61,active
27999,2023-07-17,Google Ads,Video_Awareness_Amplo,SMB,PR,1,125.29,active
28000,2023-07-17,Google Ads,Video_Awareness_Amplo,SMB,SP,2,485.18,active
28001,2023-07-17,Meta Ads,Display_Generico,Mid-Market,SP,3,2500.04,churned
28002,2023-07-17,Meta Ads,Display_Generico,Mid-Market,RJ,1,296.13,active
28003,2023-07-17,Meta Ads,Lead_Generation,Mid-Market,SC,1,224.69,active
28004,2023-07-17,Meta Ads,Lead_Generation,SMB,SP,1,89.46,active
28005,2023-07-17,Meta Ads,Lead_Generation,Mid-Market,CE,3,814.32,active
28006,2023-07-17,Meta Ads,Lead_Generation,Mid-Market,GO,2,1595.1,active
28007,2023-07-17,Meta Ads,Lead_Generation,SMB,SP,1,131.2,active
28008,2023-07-17,Meta Ads,Lead_Generation,Enterprise,PE,1,1443.09,active
28009,2023-07-17,Meta Ads,Lead_Generation,SMB,SP,1,136.49,churned
28010,2023-07-17,Meta Ads,Performance_Search,SMB,SC,3,942.29,active
28011,2023-07-17,Meta Ads,Performance_Search,SMB,RJ,1,244.84,churned
28012,2023-07-17,Meta Ads,Performance_Search,SMB,RJ,1,108.66,active
28013,2023-07-17,Meta Ads,Performance_Search,Mid-Market,BA,1,1223.16,churned
28014,2023-07-17,Meta Ads,Performance_Search,Enterprise,SP,1,902.71,active
28015,2023-07-17,Meta Ads,Performance_Search,SMB,MG,2,451.47,active
28016,2023-07-17,Meta Ads,Performance_Search,SMB,BA,2,364.72,active
28017,2023-07-17,Meta Ads,Performance_Search,Mid-Market,SP,3,1015.24,active
28018,2023-07-17,Meta Ads,Performance_Search,Enterprise,RS,1,1468.67,active
28019,2023-07-17,Meta Ads,Performance_Search,Mid-Market,RJ,2,703.42,churned
28020,2023-07-17,Meta Ads,Performance_Search,SMB,GO,1,106.56,churned
28021,2023-07-17,Meta Ads,Performance_Search,Mid-Market,ES,1,368.46,churned
28022,2023-07-17,Meta Ads,Performance_Search,SMB,SP,1,393.89,active
28023,2023-07-17,Meta Ads,Performance_Search,SMB,MG,1,134.83,active
28024,2023-07-17,Meta Ads,Performance_Search,SMB,SC,1,314.13,churned
28025,2023-07-17,Meta Ads,Performance_Search,SMB,SP,2,447.45,active
28026,2023-07-17,Meta Ads,Performance_Search,Mid-Market,SC,2,636.93,churned
28027,2023-07-17,Meta Ads,Performance_Search,SMB,BA,2,406.97,active
28028,2023-07-17,Meta Ads,Performance_Search,SMB,RJ,2,430.86,active
28029,2023-07-17,Meta Ads,Performance_Search,SMB,SC,1,129.46,churned
28030,2023-07-17,Meta Ads,Performance_Search,SMB,MG,3,1112.35,active
28031,2023-07-17,Meta Ads,Performance_Search,SMB,SC,1,82.04,active
28032,2023-07-17,Meta Ads,Performance_Shopping,Enterprise,SP,1,1077.98,active
28033,2023-07-17,Meta Ads,Performance_Shopping,SMB,DF,1,145.98,active
28034,2023-07-17,Meta Ads,Performance_Shopping,SMB,SP,1,321.9,churned
28035,2023-07-17,Meta Ads,Performance_Shopping,Mid-Market,PR,1,1402.33,active
28036,2023-07-17,Meta Ads,Performance_Shopping,Mid-Market,MG,2,906.48,churned
28037,2023-07-17,Meta Ads,Performance_Shopping,Mid-Market,GO,2,667.2,active
28038,2023-07-17,Meta Ads,Performance_Shopping,SMB,CE,1,80.14,churned
28039,2023-07-17,Meta Ads,Performance_Shopping,Mid-Market,BA,1,1157.84,churned
28040,2023-07-17,Meta Ads,Remarketing_Display,SMB,PR,1,347.72,active
28041,2023-07-17,Meta Ads,Remarketing_Display,SMB,MG,1,110.18,active
28042,2023-07-17,Meta Ads,Remarketing_Display,SMB,RJ,1,85.36,active
28043,2023-07-17,Meta Ads,Remarketing_Display,SMB,PR,1,103.71,active
28044,2023-07-17,Meta Ads,Video_Awareness_Amplo,SMB,PR,2,207.78,churned
28045,2023-07-17,Meta Ads,Video_Awareness_Amplo,Mid-Market,SP,2,1187.18,active
28046,2023-07-17,Meta Ads,Video_Awareness_Amplo,Mid-Market,MG,3,2009.05,churned
28047,2023-07-17,TikTok Ads,Display_Generico,SMB,MG,1,368.4,active
28048,2023-07-17,TikTok Ads,Display_Generico,SMB,RJ,2,208.4,active
28049,2023-07-17,TikTok Ads,Display_Generico,SMB,SC,2,180.52,active
28050,2023-07-17,TikTok Ads,Display_Generico,SMB,CE,2,249.39,active
28051,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,2,447.54,active
28052,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,MG,1,244.13,active
28053,2023-07-17,TikTok Ads,Lead_Generation,SMB,RJ,1,297.44,active
28054,2023-07-17,TikTok Ads,Lead_Generation,SMB,BA,2,330.67,active
28055,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,2,494.69,churned
28056,2023-07-17,TikTok Ads,Lead_Generation,Enterprise,RJ,1,1296.07,active
28057,2023-07-17,TikTok Ads,Lead_Generation,SMB,PR,2,374.2,active
28058,2023-07-17,TikTok Ads,Lead_Generation,SMB,RJ,2,210.76,active
28059,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,2,682.44,active
28060,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,ES,1,253.63,active
28061,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,MG,1,240.84,churned
28062,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,1,93.39,active
28063,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,4,858.88,churned
28064,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,SC,1,1114.28,churned
28065,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,GO,1,1119.07,churned
28066,2023-07-17,TikTok Ads,Lead_Generation,Enterprise,PR,2,1973.84,active
28067,2023-07-17,TikTok Ads,Lead_Generation,SMB,MG,1,276.6,active
28068,2023-07-17,TikTok Ads,Lead_Generation,Enterprise,GO,1,796.07,active
28069,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,1,356.12,active
28070,2023-07-17,TikTok Ads,Lead_Generation,SMB,SP,2,318.51,active
28071,2023-07-17,TikTok Ads,Lead_Generation,Mid-Market,RS,1,1337.35,active
28072,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,PR,3,924.19,active
28073,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,SP,3,1021.17,active
28074,2023-07-17,TikTok Ads,Performance_Search,SMB,SP,3,632.29,active
28075,2023-07-17,TikTok Ads,Performance_Search,SMB,PR,1,339.37,churned
28076,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,BA,2,1780.71,active
28077,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,SP,3,2304.58,churned
28078,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,SP,1,259.26,active
28079,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,PR,3,2211.11,active
28080,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,BA,1,270.07,churned
28081,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,BA,1,639.15,active
28082,2023-07-17,TikTok Ads,Performance_Search,SMB,RJ,1,392.68,active
28083,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,PE,1,395.71,active
28084,2023-07-17,TikTok Ads,Performance_Search,SMB,RJ,2,390.39,churned
28085,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,RJ,1,383.22,churned
28086,2023-07-17,TikTok Ads,Performance_Search,Mid-Market,SP,2,1692.55,active
28087,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,SP,4,1214.05,churned
28088,2023-07-17,TikTok Ads,Performance_Shopping,SMB,MG,1,221.29,active
28089,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,RJ,1,358.76,active
28090,2023-07-17,TikTok Ads,Performance_Shopping,SMB,BA,2,281.6,active
28091,2023-07-17,TikTok Ads,Performance_Shopping,SMB,MG,1,99.3,churned
28092,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,RJ,1,394.94,churned
28093,2023-07-17,TikTok Ads,Performance_Shopping,SMB,RJ,2,336.11,churned
28094,2023-07-17,TikTok Ads,Performance_Shopping,Enterprise,BA,1,1301.0,churned
28095,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,DF,1,245.43,active
28096,2023-07-17,TikTok Ads,Performance_Shopping,SMB,SP,2,444.43,active
28097,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,DF,1,1225.17,churned
28098,2023-07-17,TikTok Ads,Performance_Shopping,SMB,SC,2,342.16,active
28099,2023-07-17,TikTok Ads,Performance_Shopping,SMB,GO,2,244.23,active
28100,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,CE,1,1202.54,active
28101,2023-07-17,TikTok Ads,Performance_Shopping,SMB,PR,2,255.85,churned
28102,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,339.64,active
28103,2023-07-17,TikTok Ads,Performance_Shopping,SMB,SP,2,228.45,churned
28104,2023-07-17,TikTok Ads,Performance_Shopping,SMB,SP,3,496.11,churned
28105,2023-07-17,TikTok Ads,Performance_Shopping,SMB,SP,2,295.9,active
28106,2023-07-17,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,199.91,churned
28107,2023-07-17,TikTok Ads,Performance_Shopping,SMB,PR,1,90.8,churned
28108,2023-07-17,TikTok Ads,Performance_Shopping,SMB,BA,1,128.65,churned
28109,2023-07-17,TikTok Ads,Performance_Shopping,Enterprise,SP,3,3454.73,active
28110,2023-07-17,TikTok Ads,Remarketing_Display,SMB,MG,2,217.34,active
28111,2023-07-17,TikTok Ads,Remarketing_Display,SMB,SP,1,141.09,churned
28112,2023-07-17,TikTok Ads,Remarketing_Display,SMB,RJ,3,383.54,active
28113,2023-07-17,TikTok Ads,Remarketing_Display,Enterprise,SC,3,2489.21,active
28114,2023-07-17,TikTok Ads,Remarketing_Display,SMB,SP,2,196.41,churned
28115,2023-07-17,TikTok Ads,Remarketing_Display,SMB,SP,2,507.11,active
28116,2023-07-17,TikTok Ads,Remarketing_Display,SMB,ES,1,139.76,active
28117,2023-07-17,TikTok Ads,Remarketing_Display,SMB,BA,1,247.01,churned
28118,2023-07-17,TikTok Ads,Remarketing_Display,SMB,SP,1,396.04,churned
28119,2023-07-17,TikTok Ads,Remarketing_Display,SMB,PE,1,139.66,active
28120,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,RJ,3,736.7,active
28121,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,CE,2,233.26,active
28122,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,PR,3,337.97,churned
28123,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,SP,1,200.02,active
28124,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,RJ,1,205.62,active
28125,2023-07-17,TikTok Ads,Video_Awareness_Amplo,Enterprise,SC,2,2244.06,churned
28126,2023-07-17,TikTok Ads,Video_Awareness_Amplo,Mid-Market,SP,2,664.26,active
28127,2023-07-17,TikTok Ads,Video_Awareness_Amplo,SMB,SP,2,467.98,active
28128,2023-07-18,Google Ads,Display_Generico,Enterprise,RJ,2,1358.93,active
28129,2023-07-18,Google Ads,Lead_Generation,SMB,MG,1,314.81,churned
28130,2023-07-18,Google Ads,Lead_Generation,SMB,SP,2,367.23,churned
28131,2023-07-18,Google Ads,Lead_Generation,SMB,CE,1,112.62,active
28132,2023-07-18,Google Ads,Lead_Generation,SMB,CE,4,962.35,churned
28133,2023-07-18,Google Ads,Lead_Generation,Mid-Market,SC,2,1664.44,active
28134,2023-07-18,Google Ads,Lead_Generation,SMB,BA,2,443.54,active
28135,2023-07-18,Google Ads,Lead_Generation,SMB,SP,3,903.42,churned
28136,2023-07-18,Google Ads,Lead_Generation,SMB,BA,1,265.38,churned
28137,2023-07-18,Google Ads,Lead_Generation,Enterprise,PE,3,3207.02,active
28138,2023-07-18,Google Ads,Performance_Search,SMB,RJ,3,516.71,active
28139,2023-07-18,Google Ads,Performance_Search,SMB,PR,2,483.71,churned
28140,2023-07-18,Google Ads,Performance_Search,Mid-Market,SP,3,2907.86,active
28141,2023-07-18,Google Ads,Performance_Search,Mid-Market,MG,2,2336.83,churned
28142,2023-07-18,Google Ads,Performance_Search,Mid-Market,GO,1,368.36,churned
28143,2023-07-18,Google Ads,Performance_Search,SMB,SP,2,382.69,churned
28144,2023-07-18,Google Ads,Performance_Search,SMB,SC,1,314.4,active
28145,2023-07-18,Google Ads,Performance_Shopping,SMB,MG,1,212.95,churned
28146,2023-07-18,Google Ads,Performance_Shopping,SMB,RS,1,103.35,churned
28147,2023-07-18,Google Ads,Performance_Shopping,Enterprise,RS,1,819.39,active
28148,2023-07-18,Google Ads,Performance_Shopping,Mid-Market,SP,1,258.67,active
28149,2023-07-18,Google Ads,Performance_Shopping,Mid-Market,SP,1,258.86,active
28150,2023-07-18,Google Ads,Performance_Shopping,SMB,PE,2,472.27,churned
28151,2023-07-18,Google Ads,Performance_Shopping,Mid-Market,RJ,1,790.38,churned
28152,2023-07-18,Google Ads,Performance_Shopping,SMB,BA,2,233.76,active
28153,2023-07-18,Google Ads,Remarketing_Display,SMB,RJ,4,950.27,active
28154,2023-07-18,Google Ads,Remarketing_Display,SMB,SP,2,579.1,active
28155,2023-07-18,Google Ads,Remarketing_Display,Mid-Market,ES,2,1427.76,active
28156,2023-07-18,Google Ads,Remarketing_Display,Enterprise,SP,1,732.54,active
28157,2023-07-18,Google Ads,Remarketing_Display,SMB,MG,2,374.86,churned
28158,2023-07-18,Google Ads,Remarketing_Display,SMB,RS,1,110.53,active
28159,2023-07-18,Google Ads,Video_Awareness_Amplo,SMB,SP,2,421.8,active
28160,2023-07-18,Google Ads,Video_Awareness_Amplo,SMB,SP,5,919.86,churned
28161,2023-07-18,Google Ads,Video_Awareness_Amplo,Mid-Market,SC,2,602.7,active
28162,2023-07-18,Meta Ads,Display_Generico,Mid-Market,SP,2,638.96,churned
28163,2023-07-18,Meta Ads,Display_Generico,Mid-Market,CE,2,994.44,churned
28164,2023-07-18,Meta Ads,Lead_Generation,SMB,SC,2,447.42,churned
28165,2023-07-18,Meta Ads,Lead_Generation,SMB,SP,1,146.49,active
28166,2023-07-18,Meta Ads,Lead_Generation,Mid-Market,RJ,1,205.74,active
28167,2023-07-18,Meta Ads,Lead_Generation,Mid-Market,SP,2,1168.14,active
28168,2023-07-18,Meta Ads,Lead_Generation,SMB,RS,3,485.53,active
28169,2023-07-18,Meta Ads,Performance_Search,SMB,SP,1,220.29,active
28170,2023-07-18,Meta Ads,Performance_Search,SMB,CE,2,389.17,churned
28171,2023-07-18,Meta Ads,Performance_Search,SMB,SP,1,310.43,active
28172,2023-07-18,Meta Ads,Performance_Search,Mid-Market,SP,3,2968.89,active
28173,2023-07-18,Meta Ads,Performance_Search,Mid-Market,SP,1,924.54,active
28174,2023-07-18,Meta Ads,Performance_Search,Mid-Market,RS,1,354.48,active
28175,2023-07-18,Meta Ads,Performance_Search,Mid-Market,SP,1,1088.7,active
28176,2023-07-18,Meta Ads,Performance_Search,SMB,SP,2,366.19,active
28177,2023-07-18,Meta Ads,Performance_Search,SMB,BA,2,361.81,active
28178,2023-07-18,Meta Ads,Performance_Search,Mid-Market,SP,2,1004.54,active
28179,2023-07-18,Meta Ads,Performance_Search,SMB,BA,1,81.95,churned
28180,2023-07-18,Meta Ads,Performance_Search,SMB,MG,2,479.17,churned
28181,2023-07-18,Meta Ads,Performance_Shopping,Enterprise,RJ,1,1131.79,active
28182,2023-07-18,Meta Ads,Performance_Shopping,SMB,ES,2,338.96,churned
28183,2023-07-18,Meta Ads,Performance_Shopping,SMB,SP,2,169.53,active
28184,2023-07-18,Meta Ads,Performance_Shopping,SMB,BA,1,135.8,active
28185,2023-07-18,Meta Ads,Performance_Shopping,SMB,BA,3,972.45,churned
28186,2023-07-18,Meta Ads,Performance_Shopping,SMB,RJ,2,398.37,churned
28187,2023-07-18,Meta Ads,Performance_Shopping,Mid-Market,MG,1,1084.86,churned
28188,2023-07-18,Meta Ads,Performance_Shopping,SMB,SP,2,279.55,active
28189,2023-07-18,Meta Ads,Performance_Shopping,Mid-Market,BA,3,859.23,churned
28190,2023-07-18,Meta Ads,Performance_Shopping,SMB,GO,2,584.2,active
28191,2023-07-18,Meta Ads,Remarketing_Display,SMB,SP,1,248.65,churned
28192,2023-07-18,Meta Ads,Remarketing_Display,SMB,PR,1,145.9,active
28193,2023-07-18,Meta Ads,Remarketing_Display,SMB,SC,2,732.42,active
28194,2023-07-18,Meta Ads,Remarketing_Display,SMB,RJ,2,662.91,active
28195,2023-07-18,Meta Ads,Remarketing_Display,SMB,SP,1,117.69,active
28196,2023-07-18,Meta Ads,Remarketing_Display,SMB,ES,3,731.24,churned
28197,2023-07-18,Meta Ads,Remarketing_Display,SMB,MG,3,408.41,churned
28198,2023-07-18,Meta Ads,Remarketing_Display,Mid-Market,GO,2,1590.46,active
28199,2023-07-18,Meta Ads,Video_Awareness_Amplo,SMB,MG,1,129.5,active
28200,2023-07-18,Meta Ads,Video_Awareness_Amplo,SMB,RS,7,1373.93,churned
28201,2023-07-18,TikTok Ads,Display_Generico,Mid-Market,SC,2,856.61,active
28202,2023-07-18,TikTok Ads,Display_Generico,SMB,SP,2,188.3,churned
28203,2023-07-18,TikTok Ads,Display_Generico,SMB,MG,2,629.03,active
28204,2023-07-18,TikTok Ads,Display_Generico,SMB,PE,2,566.44,churned
28205,2023-07-18,TikTok Ads,Lead_Generation,SMB,BA,2,240.41,active
28206,2023-07-18,TikTok Ads,Lead_Generation,Mid-Market,SC,1,314.77,active
28207,2023-07-18,TikTok Ads,Lead_Generation,SMB,PE,3,613.5,churned
28208,2023-07-18,TikTok Ads,Lead_Generation,SMB,PR,2,423.67,active
28209,2023-07-18,TikTok Ads,Lead_Generation,SMB,SP,1,376.07,active
28210,2023-07-18,TikTok Ads,Lead_Generation,SMB,RS,1,374.65,active
28211,2023-07-18,TikTok Ads,Lead_Generation,SMB,SP,1,268.97,active
28212,2023-07-18,TikTok Ads,Lead_Generation,Mid-Market,SC,1,238.78,churned
28213,2023-07-18,TikTok Ads,Lead_Generation,Mid-Market,RS,2,1597.48,active
28214,2023-07-18,TikTok Ads,Lead_Generation,SMB,PR,1,92.03,churned
28215,2023-07-18,TikTok Ads,Lead_Generation,SMB,RJ,3,522.85,active
28216,2023-07-18,TikTok Ads,Lead_Generation,SMB,SP,1,357.15,active
28217,2023-07-18,TikTok Ads,Performance_Search,SMB,ES,1,81.65,active
28218,2023-07-18,TikTok Ads,Performance_Search,SMB,CE,1,133.54,churned
28219,2023-07-18,TikTok Ads,Performance_Search,SMB,SP,3,615.11,active
28220,2023-07-18,TikTok Ads,Performance_Search,SMB,SP,2,225.27,churned
28221,2023-07-18,TikTok Ads,Performance_Search,Enterprise,SC,1,1058.03,active
28222,2023-07-18,TikTok Ads,Performance_Search,Mid-Market,RJ,3,1712.42,active
28223,2023-07-18,TikTok Ads,Performance_Search,SMB,RS,3,507.24,active
