date,channel,campaign,spend,impressions,clicks,conversions,cpc,ctr,cvr
2023-03-20,TikTok Ads,Video_Awareness_Amplo,1036.11,26967,820,39,1.26,0.0304,0.0476
2023-03-21,Google Ads,Performance_Search,561.16,658,218,44,2.57,0.3313,0.2049
2023-03-21,Google Ads,Performance_Shopping,931.57,992,365,66,2.55,0.3678,0.1828
2023-03-21,Google Ads,Remarketing_Display,333.03,4039,135,32,2.45,0.0334,0.2396
2023-03-21,Google Ads,Lead_Generation,663.42,770,273,44,2.43,0.3545,0.1616
2023-03-21,Google Ads,Display_Generico,1656.81,21428,695,19,2.38,0.0324,0.0276
2023-03-21,Google Ads,Video_Awareness_Amplo,1448.53,22025,535,23,2.7,0.0243,0.0437
2023-03-21,Meta Ads,Performance_Search,772.49,1189,394,74,1.96,0.3313,0.1901
2023-03-21,Meta Ads,Performance_Shopping,589.93,1160,341,54,1.73,0.294,0.1588
2023-03-21,Meta Ads,Remarketing_Display,254.07,4995,143,29,1.77,0.0286,0.2089
2023-03-21,Meta Ads,Lead_Generation,549.92,984,296,41,1.85,0.3006,0.1407
2023-03-21,Meta Ads,Display_Generico,1054.31,18655,539,14,1.95,0.0289,0.0262
2023-03-21,Meta Ads,Video_Awareness_Amplo,1447.94,29109,798,29,1.81,0.0274,0.0373
2023-03-21,TikTok Ads,Performance_Search,893.83,2264,781,187,1.14,0.345,0.2398
2023-03-21,TikTok Ads,Performance_Shopping,1074.77,2178,883,202,1.22,0.4053,0.2295
2023-03-21,TikTok Ads,Remarketing_Display,267.63,6580,214,64,1.25,0.0325,0.3014
2023-03-21,TikTok Ads,Lead_Generation,1140.06,2538,915,181,1.24,0.3605,0.1982
2023-03-21,TikTok Ads,Display_Generico,1006.16,22408,793,25,1.27,0.0354,0.0322
2023-03-21,TikTok Ads,Video_Awareness_Amplo,1427.66,40683,1206,51,1.18,0.0296,0.0423
2023-03-22,Google Ads,Performance_Search,985.87,950,362,74,2.72,0.3809,0.2057
2023-03-22,Google Ads,Performance_Shopping,1063.57,1220,406,70,2.62,0.3327,0.1736
2023-03-22,Google Ads,Remarketing_Display,291.64,3628,107,27,2.71,0.0295,0.2611
2023-03-22,Google Ads,Lead_Generation,637.44,769,244,40,2.61,0.317,0.1658
2023-03-22,Google Ads,Display_Generico,1424.54,19387,613,17,2.32,0.0316,0.0284
2023-03-22,Google Ads,Video_Awareness_Amplo,1445.09,20257,589,21,2.45,0.0291,0.0369
2023-03-22,Meta Ads,Performance_Search,471.67,792,242,50,1.95,0.3053,0.2107
2023-03-22,Meta Ads,Performance_Shopping,1149.55,2219,677,119,1.7,0.305,0.1766
2023-03-22,Meta Ads,Remarketing_Display,452.05,9013,231,55,1.95,0.0256,0.2383
2023-03-22,Meta Ads,Lead_Generation,553.66,800,280,39,1.97,0.3497,0.1427
2023-03-22,Meta Ads,Display_Generico,1161.04,30134,701,20,1.66,0.0233,0.0287
2023-03-22,Meta Ads,Video_Awareness_Amplo,1224.54,30895,741,29,1.65,0.024,0.0395
2023-03-22,TikTok Ads,Performance_Search,894.48,2137,758,201,1.18,0.3547,0.2655
2023-03-22,TikTok Ads,Performance_Shopping,1026.39,2573,894,170,1.15,0.3473,0.1905
2023-03-22,TikTok Ads,Remarketing_Display,257.69,5924,211,57,1.22,0.0356,0.2748
2023-03-22,TikTok Ads,Lead_Generation,1041.63,2215,877,171,1.19,0.3959,0.1957
2023-03-22,TikTok Ads,Display_Generico,1060.04,28313,908,27,1.17,0.0321,0.0302
2023-03-22,TikTok Ads,Video_Awareness_Amplo,1211.04,27501,1002,43,1.21,0.0364,0.0438
2023-03-23,Google Ads,Performance_Search,1023.08,1116,414,92,2.47,0.3707,0.2242
2023-03-23,Google Ads,Performance_Shopping,1071.75,1220,436,84,2.46,0.3573,0.1949
2023-03-23,Google Ads,Remarketing_Display,326.0,5970,140,31,2.32,0.0234,0.2258
2023-03-23,Google Ads,Lead_Generation,1062.74,1358,448,79,2.37,0.3298,0.178
2023-03-23,Google Ads,Display_Generico,1177.61,19405,470,15,2.5,0.0242,0.0328
2023-03-23,Google Ads,Video_Awareness_Amplo,1605.52,22184,598,25,2.68,0.027,0.0421
2023-03-23,Meta Ads,Performance_Search,559.27,1189,344,69,1.62,0.2893,0.2014
2023-03-23,Meta Ads,Performance_Shopping,774.22,1483,428,72,1.81,0.2885,0.1684
2023-03-23,Meta Ads,Remarketing_Display,395.16,7934,222,47,1.78,0.028,0.213
2023-03-23,Meta Ads,Lead_Generation,1021.07,1847,557,80,1.83,0.3015,0.1449
2023-03-23,Meta Ads,Display_Generico,1425.56,29996,742,19,1.92,0.0247,0.0257
2023-03-23,Meta Ads,Video_Awareness_Amplo,1617.94,34665,869,31,1.86,0.0251,0.0359
2023-03-23,TikTok Ads,Performance_Search,600.94,1321,488,129,1.23,0.3693,0.266
2023-03-23,TikTok Ads,Performance_Shopping,791.33,1716,661,149,1.2,0.385,0.2264
2023-03-23,TikTok Ads,Remarketing_Display,414.19,10526,348,97,1.19,0.0331,0.2797
2023-03-23,TikTok Ads,Lead_Generation,799.73,1881,710,126,1.13,0.3773,0.1775
2023-03-23,TikTok Ads,Display_Generico,1656.45,39749,1427,47,1.16,0.0359,0.0332
2023-03-23,TikTok Ads,Video_Awareness_Amplo,1428.39,45571,1180,50,1.21,0.0259,0.0429
2023-03-24,Google Ads,Performance_Search,528.41,594,206,47,2.56,0.3463,0.2322
2023-03-24,Google Ads,Performance_Shopping,612.12,762,262,54,2.33,0.3434,0.2062
2023-03-24,Google Ads,Remarketing_Display,393.4,5639,159,36,2.46,0.0282,0.2292
2023-03-24,Google Ads,Lead_Generation,1139.36,1316,441,76,2.58,0.335,0.1729
2023-03-24,Google Ads,Display_Generico,1008.13,15108,368,11,2.73,0.0244,0.0309
2023-03-24,Google Ads,Video_Awareness_Amplo,1117.59,13761,428,17,2.61,0.0311,0.0414
2023-03-24,Meta Ads,Performance_Search,884.0,1552,455,87,1.94,0.293,0.1913
2023-03-24,Meta Ads,Performance_Shopping,631.32,1019,319,57,1.98,0.3129,0.179
2023-03-24,Meta Ads,Remarketing_Display,387.49,9944,228,49,1.7,0.0229,0.2152
2023-03-24,Meta Ads,Lead_Generation,743.68,1507,436,71,1.7,0.2893,0.1646
2023-03-24,Meta Ads,Display_Generico,1697.32,40632,973,23,1.74,0.0239,0.0243
2023-03-24,Meta Ads,Video_Awareness_Amplo,1467.6,34802,765,25,1.92,0.022,0.0335
2023-03-24,TikTok Ads,Performance_Search,1005.16,2368,818,202,1.23,0.3454,0.2479
2023-03-24,TikTok Ads,Performance_Shopping,673.15,1438,576,127,1.17,0.4005,0.222
2023-03-24,TikTok Ads,Remarketing_Display,322.08,8406,246,71,1.31,0.0293,0.29
2023-03-24,TikTok Ads,Lead_Generation,793.88,1489,612,105,1.3,0.411,0.1716
2023-03-24,TikTok Ads,Display_Generico,1673.88,38565,1309,40,1.28,0.0339,0.031
2023-03-24,TikTok Ads,Video_Awareness_Amplo,1568.12,43863,1221,58,1.28,0.0278,0.048
2023-03-25,Google Ads,Performance_Search,321.36,391,138,30,2.32,0.3526,0.2233
2023-03-25,Google Ads,Performance_Shopping,588.35,680,260,44,2.26,0.3822,0.1727
2023-03-25,Google Ads,Remarketing_Display,170.89,2608,75,20,2.26,0.0287,0.2716
2023-03-25,Google Ads,Lead_Generation,597.68,709,224,38,2.66,0.3159,0.1714
2023-03-25,Google Ads,Display_Generico,838.47,14434,335,10,2.5,0.0232,0.0311
2023-03-25,Google Ads,Video_Awareness_Amplo,861.31,11747,327,12,2.63,0.0278,0.0372
2023-03-25,Meta Ads,Performance_Search,589.74,1017,350,70,1.68,0.3438,0.2025
2023-03-25,Meta Ads,Performance_Shopping,369.51,582,187,29,1.97,0.3212,0.1564
2023-03-25,Meta Ads,Remarketing_Display,243.21,4946,142,33,1.71,0.0287,0.2393
2023-03-25,Meta Ads,Lead_Generation,738.06,1289,409,65,1.8,0.3171,0.1608
2023-03-25,Meta Ads,Display_Generico,667.32,14075,367,9,1.82,0.0261,0.0248
2023-03-25,Meta Ads,Video_Awareness_Amplo,816.71,14463,423,14,1.93,0.0292,0.0331
2023-03-25,TikTok Ads,Performance_Search,339.69,727,297,66,1.14,0.4085,0.224
2023-03-25,TikTok Ads,Performance_Shopping,621.92,1445,563,114,1.1,0.3894,0.203
2023-03-25,TikTok Ads,Remarketing_Display,267.44,7322,235,61,1.14,0.0321,0.2605
2023-03-25,TikTok Ads,Lead_Generation,619.08,1365,480,96,1.29,0.3516,0.2007
2023-03-25,TikTok Ads,Display_Generico,908.59,27711,818,25,1.11,0.0295,0.0308
2023-03-25,TikTok Ads,Video_Awareness_Amplo,964.46,29836,764,33,1.26,0.0256,0.0441
2023-03-26,Google Ads,Performance_Search,664.36,695,244,58,2.72,0.3509,0.2398
2023-03-26,Google Ads,Performance_Shopping,539.26,587,220,41,2.45,0.3744,0.1897
2023-03-26,Google Ads,Remarketing_Display,220.05,2760,88,23,2.5,0.0319,0.2666
2023-03-26,Google Ads,Lead_Generation,479.98,566,198,34,2.42,0.3494,0.1725
2023-03-26,Google Ads,Display_Generico,722.71,9803,273,7,2.65,0.0278,0.029
2023-03-26,Google Ads,Video_Awareness_Amplo,653.89,8325,275,10,2.37,0.033,0.0384
2023-03-26,Meta Ads,Performance_Search,374.73,679,209,37,1.79,0.3077,0.1796
2023-03-26,Meta Ads,Performance_Shopping,443.93,754,244,40,1.82,0.3233,0.1661
2023-03-26,Meta Ads,Remarketing_Display,216.37,4477,109,23,1.97,0.0243,0.2141
2023-03-26,Meta Ads,Lead_Generation,408.19,677,228,32,1.78,0.3366,0.144
2023-03-26,Meta Ads,Display_Generico,969.14,24021,595,16,1.63,0.0248,0.0285
2023-03-26,Meta Ads,Video_Awareness_Amplo,775.24,18822,425,16,1.82,0.0226,0.0377
2023-03-26,TikTok Ads,Performance_Search,322.45,702,251,65,1.28,0.3571,0.2601
2023-03-26,TikTok Ads,Performance_Shopping,457.11,993,364,82,1.25,0.3663,0.226
2023-03-26,TikTok Ads,Remarketing_Display,168.43,4948,150,37,1.12,0.0303,0.252
2023-03-26,TikTok Ads,Lead_Generation,386.9,711,296,53,1.31,0.4162,0.1824
2023-03-26,TikTok Ads,Display_Generico,1081.11,32318,892,30,1.21,0.0276,0.0343
2023-03-26,TikTok Ads,Video_Awareness_Amplo,942.77,25959,715,32,1.32,0.0275,0.0455
2023-03-27,Google Ads,Performance_Search,495.9,678,214,51,2.31,0.3153,0.242
2023-03-27,Google Ads,Performance_Shopping,1013.57,1092,383,69,2.64,0.3507,0.1824
2023-03-27,Google Ads,Remarketing_Display,264.79,4133,110,28,2.39,0.0266,0.2628
2023-03-27,Google Ads,Lead_Generation,832.37,1147,363,56,2.29,0.3163,0.1565
2023-03-27,Google Ads,Display_Generico,1250.45,15572,460,14,2.72,0.0295,0.0318
2023-03-27,Google Ads,Video_Awareness_Amplo,1295.43,22528,532,22,2.43,0.0236,0.043
2023-03-27,Meta Ads,Performance_Search,1000.38,1854,595,117,1.68,0.3208,0.1975
2023-03-27,Meta Ads,Performance_Shopping,891.31,1396,454,78,1.96,0.3251,0.1724
2023-03-27,Meta Ads,Remarketing_Display,241.57,6562,147,29,1.64,0.0224,0.204
2023-03-27,Meta Ads,Lead_Generation,972.91,1742,517,84,1.88,0.2967,0.1633
2023-03-27,Meta Ads,Display_Generico,1044.6,26227,604,15,1.73,0.023,0.0263
2023-03-27,Meta Ads,Video_Awareness_Amplo,1125.0,25393,626,24,1.8,0.0247,0.0395
2023-03-27,TikTok Ads,Performance_Search,498.59,1291,447,110,1.11,0.346,0.2481
2023-03-27,TikTok Ads,Performance_Shopping,497.61,1018,388,81,1.28,0.3809,0.2101
2023-03-27,TikTok Ads,Remarketing_Display,359.17,11974,320,84,1.12,0.0267,0.265
2023-03-27,TikTok Ads,Lead_Generation,869.51,2191,769,157,1.13,0.3508,0.2046
2023-03-27,TikTok Ads,Display_Generico,937.7,21709,736,23,1.27,0.0339,0.0317
2023-03-27,TikTok Ads,Video_Awareness_Amplo,1029.18,28139,923,41,1.11,0.0328,0.0453
2023-03-28,Google Ads,Performance_Search,1000.09,1009,367,75,2.72,0.3634,0.2049
2023-03-28,Google Ads,Performance_Shopping,627.98,712,235,40,2.67,0.3297,0.1738
2023-03-28,Google Ads,Remarketing_Display,391.75,4861,159,40,2.45,0.0327,0.2575
2023-03-28,Google Ads,Lead_Generation,522.39,573,191,31,2.72,0.3331,0.1645
2023-03-28,Google Ads,Display_Generico,1243.82,19527,546,15,2.28,0.028,0.0277
2023-03-28,Google Ads,Video_Awareness_Amplo,1242.78,16486,512,21,2.43,0.0311,0.0424
2023-03-28,Meta Ads,Performance_Search,565.85,1032,322,59,1.75,0.3119,0.1842
2023-03-28,Meta Ads,Performance_Shopping,1010.93,1795,539,89,1.87,0.3002,0.1664
2023-03-28,Meta Ads,Remarketing_Display,254.34,6306,137,33,1.85,0.0217,0.2469
2023-03-28,Meta Ads,Lead_Generation,998.67,1744,567,93,1.76,0.325,0.1656
2023-03-28,Meta Ads,Display_Generico,1366.05,33295,811,23,1.68,0.0244,0.0289
2023-03-28,Meta Ads,Video_Awareness_Amplo,1438.59,26399,775,30,1.85,0.0294,0.0388
2023-03-28,TikTok Ads,Performance_Search,1094.66,2587,992,251,1.1,0.3834,0.2536
2023-03-28,TikTok Ads,Performance_Shopping,982.28,2258,801,177,1.23,0.3547,0.2214
2023-03-28,TikTok Ads,Remarketing_Display,395.63,11982,359,92,1.1,0.03,0.2571
2023-03-28,TikTok Ads,Lead_Generation,692.86,1713,638,120,1.08,0.3724,0.1889
2023-03-28,TikTok Ads,Display_Generico,1418.76,33169,1144,35,1.24,0.0345,0.0311
2023-03-28,TikTok Ads,Video_Awareness_Amplo,1016.99,30162,791,38,1.28,0.0262,0.0482
2023-03-29,Google Ads,Performance_Search,1041.35,1084,416,84,2.5,0.3837,0.2023
2023-03-29,Google Ads,Performance_Shopping,669.12,765,260,53,2.57,0.3395,0.2063
2023-03-29,Google Ads,Remarketing_Display,245.09,3342,97,24,2.52,0.029,0.2576
2023-03-29,Google Ads,Lead_Generation,636.41,697,261,41,2.43,0.3741,0.1596
2023-03-29,Google Ads,Display_Generico,1585.63,20234,626,19,2.53,0.0309,0.0313
2023-03-29,Google Ads,Video_Awareness_Amplo,1087.05,13325,428,16,2.53,0.0321,0.0395
2023-03-29,Meta Ads,Performance_Search,1126.95,2126,632,122,1.78,0.2971,0.1936
2023-03-29,Meta Ads,Performance_Shopping,1116.67,1871,643,118,1.74,0.3436,0.184
2023-03-29,Meta Ads,Remarketing_Display,310.54,6738,188,40,1.65,0.0279,0.2165
2023-03-29,Meta Ads,Lead_Generation,1000.22,1761,562,90,1.78,0.3191,0.1615
2023-03-29,Meta Ads,Display_Generico,1227.8,28316,689,18,1.78,0.0243,0.0263
2023-03-29,Meta Ads,Video_Awareness_Amplo,1343.39,29026,702,25,1.91,0.0242,0.0362
2023-03-29,TikTok Ads,Performance_Search,922.8,2219,806,211,1.14,0.3631,0.263
2023-03-29,TikTok Ads,Performance_Shopping,959.24,2011,787,148,1.22,0.3912,0.1893
2023-03-29,TikTok Ads,Remarketing_Display,372.16,9981,309,82,1.2,0.031,0.2673
2023-03-29,TikTok Ads,Lead_Generation,516.22,1105,458,84,1.13,0.4143,0.1836
2023-03-29,TikTok Ads,Display_Generico,1295.68,47826,1185,40,1.09,0.0248,0.0344
2023-03-29,TikTok Ads,Video_Awareness_Amplo,1353.17,41244,1125,51,1.2,0.0273,0.0462
2023-03-30,Google Ads,Performance_Search,576.08,705,245,51,2.34,0.3472,0.2106
2023-03-30,Google Ads,Performance_Shopping,630.75,679,245,49,2.57,0.3606,0.2023
2023-03-30,Google Ads,Remarketing_Display,326.07,5576,142,38,2.29,0.0255,0.274
2023-03-30,Google Ads,Lead_Generation,871.42,1058,334,56,2.6,0.3155,0.1706
2023-03-30,Google Ads,Display_Generico,950.21,11432,374,12,2.53,0.0327,0.0328
2023-03-30,Google Ads,Video_Awareness_Amplo,1355.14,16553,546,22,2.48,0.033,0.0414
2023-03-30,Meta Ads,Performance_Search,504.78,929,282,55,1.79,0.3034,0.1968
2023-03-30,Meta Ads,Performance_Shopping,774.27,1360,423,67,1.83,0.3108,0.1595
2023-03-30,Meta Ads,Remarketing_Display,345.86,6598,180,39,1.92,0.0273,0.2177
2023-03-30,Meta Ads,Lead_Generation,1105.51,1881,567,78,1.95,0.3014,0.1389
2023-03-30,Meta Ads,Display_Generico,1516.75,25994,790,22,1.92,0.0304,0.0291
2023-03-30,Meta Ads,Video_Awareness_Amplo,1403.43,37322,775,26,1.81,0.0208,0.0342
2023-03-30,TikTok Ads,Performance_Search,777.13,1641,631,160,1.23,0.3844,0.2537
2023-03-30,TikTok Ads,Performance_Shopping,653.04,1540,537,110,1.22,0.3487,0.2054
2023-03-30,TikTok Ads,Remarketing_Display,402.54,8854,322,84,1.25,0.0364,0.2628
2023-03-30,TikTok Ads,Lead_Generation,803.75,1845,693,138,1.16,0.3755,0.2003
2023-03-30,TikTok Ads,Display_Generico,1470.79,42471,1138,40,1.29,0.0268,0.0355
2023-03-30,TikTok Ads,Video_Awareness_Amplo,968.11,26410,748,31,1.29,0.0283,0.0424
2023-03-31,Google Ads,Performance_Search,813.34,936,298,63,2.72,0.3183,0.2135
2023-03-31,Google Ads,Performance_Shopping,1051.03,1304,429,80,2.45,0.3289,0.1871
2023-03-31,Google Ads,Remarketing_Display,318.68,3782,117,29,2.71,0.0309,0.2503
2023-03-31,Google Ads,Lead_Generation,1141.98,1438,459,74,2.48,0.3191,0.1619
2023-03-31,Google Ads,Display_Generico,1271.04,16508,545,17,2.33,0.033,0.0316
2023-03-31,Google Ads,Video_Awareness_Amplo,1135.97,14632,446,19,2.55,0.0305,0.0435
2023-03-31,Meta Ads,Performance_Search,1068.33,1750,591,118,1.81,0.3376,0.2005
2023-03-31,Meta Ads,Performance_Shopping,841.37,1709,506,87,1.66,0.2961,0.172
2023-03-31,Meta Ads,Remarketing_Display,291.84,6419,179,36,1.63,0.0279,0.204
2023-03-31,Meta Ads,Lead_Generation,870.74,1368,479,73,1.81,0.35,0.1525
2023-03-31,Meta Ads,Display_Generico,971.2,18355,534,15,1.82,0.0291,0.0297
2023-03-31,Meta Ads,Video_Awareness_Amplo,1266.43,24492,729,24,1.74,0.0298,0.0338
2023-03-31,TikTok Ads,Performance_Search,884.65,2176,751,176,1.18,0.3451,0.2346
2023-03-31,TikTok Ads,Performance_Shopping,643.01,1246,516,102,1.24,0.4141,0.1993
2023-03-31,TikTok Ads,Remarketing_Display,416.64,12344,381,95,1.09,0.0309,0.2514
2023-03-31,TikTok Ads,Lead_Generation,1104.48,2227,873,173,1.26,0.392,0.1991
2023-03-31,TikTok Ads,Display_Generico,1441.25,33270,1098,39,1.31,0.033,0.0358
2023-03-31,TikTok Ads,Video_Awareness_Amplo,1336.29,39196,1205,49,1.11,0.0307,0.0407
2023-04-01,Google Ads,Performance_Search,592.97,663,238,47,2.49,0.3586,0.1984
2023-04-01,Google Ads,Performance_Shopping,405.71,424,162,30,2.5,0.3815,0.1856
2023-04-01,Google Ads,Remarketing_Display,223.59,2914,85,20,2.61,0.0292,0.2399
2023-04-01,Google Ads,Lead_Generation,507.41,561,215,33,2.36,0.3826,0.1574
2023-04-01,Google Ads,Display_Generico,832.19,14748,367,11,2.26,0.0249,0.0317
2023-04-01,Google Ads,Video_Awareness_Amplo,738.43,11618,322,11,2.29,0.0277,0.0361
2023-04-01,Meta Ads,Performance_Search,353.87,548,185,39,1.91,0.3374,0.2144
2023-04-01,Meta Ads,Performance_Shopping,716.36,1314,383,69,1.87,0.2913,0.1807
2023-04-01,Meta Ads,Remarketing_Display,289.7,5878,151,32,1.91,0.0257,0.213
2023-04-01,Meta Ads,Lead_Generation,712.04,1077,378,53,1.88,0.3508,0.1425
2023-04-01,Meta Ads,Display_Generico,751.88,15491,443,11,1.7,0.0286,0.0253
2023-04-01,Meta Ads,Video_Awareness_Amplo,664.52,16156,335,12,1.98,0.0207,0.0384
2023-04-01,TikTok Ads,Performance_Search,486.01,986,379,99,1.28,0.3842,0.2614
2023-04-01,TikTok Ads,Performance_Shopping,750.12,1992,693,137,1.08,0.3477,0.1986
2023-04-01,TikTok Ads,Remarketing_Display,262.04,6752,202,56,1.29,0.0299,0.2809
2023-04-01,TikTok Ads,Lead_Generation,402.72,760,316,56,1.27,0.4155,0.1783
2023-04-01,TikTok Ads,Display_Generico,899.76,26253,817,26,1.1,0.0311,0.033
2023-04-01,TikTok Ads,Video_Awareness_Amplo,707.26,20998,596,26,1.19,0.0284,0.0442
2023-04-02,Google Ads,Performance_Search,589.75,708,261,59,2.25,0.3683,0.2294
2023-04-02,Google Ads,Performance_Shopping,486.44,579,213,44,2.28,0.3678,0.2073
2023-04-02,Google Ads,Remarketing_Display,194.67,3270,80,20,2.41,0.0245,0.2538
2023-04-02,Google Ads,Lead_Generation,386.87,437,159,27,2.43,0.3638,0.172
2023-04-02,Google Ads,Display_Generico,840.23,11883,341,9,2.46,0.0287,0.027
2023-04-02,Google Ads,Video_Awareness_Amplo,671.03,10699,249,10,2.69,0.0233,0.0417
2023-04-02,Meta Ads,Performance_Search,747.22,1395,435,87,1.72,0.3117,0.2007
2023-04-02,Meta Ads,Performance_Shopping,729.17,1109,372,58,1.96,0.3353,0.1569
2023-04-02,Meta Ads,Remarketing_Display,262.02,5849,148,30,1.77,0.0253,0.2047
2023-04-02,Meta Ads,Lead_Generation,403.93,668,212,31,1.9,0.3171,0.1469
2023-04-02,Meta Ads,Display_Generico,838.88,15453,435,11,1.93,0.0281,0.0258
2023-04-02,Meta Ads,Video_Awareness_Amplo,692.46,13507,404,14,1.71,0.0299,0.0366
2023-04-02,TikTok Ads,Performance_Search,565.18,1249,462,118,1.22,0.3698,0.2569
2023-04-02,TikTok Ads,Performance_Shopping,560.38,1435,505,106,1.11,0.3518,0.2105
2023-04-02,TikTok Ads,Remarketing_Display,303.99,7537,263,76,1.15,0.0349,0.2895
2023-04-02,TikTok Ads,Lead_Generation,430.65,1129,395,77,1.09,0.3497,0.1955
2023-04-02,TikTok Ads,Display_Generico,737.6,20709,630,21,1.17,0.0304,0.0345
2023-04-02,TikTok Ads,Video_Awareness_Amplo,690.11,19392,586,25,1.18,0.0302,0.0444
2023-04-03,Google Ads,Performance_Search,1075.9,1238,460,105,2.34,0.3715,0.2285
2023-04-03,Google Ads,Performance_Shopping,885.73,988,340,59,2.6,0.3438,0.1763
2023-04-03,Google Ads,Remarketing_Display,402.28,5412,160,38,2.51,0.0296,0.2419
2023-04-03,Google Ads,Lead_Generation,1140.02,1395,448,75,2.54,0.321,0.1683
2023-04-03,Google Ads,Display_Generico,1605.31,21689,606,19,2.65,0.0279,0.0324
2023-04-03,Google Ads,Video_Awareness_Amplo,1192.25,14939,485,20,2.46,0.0325,0.0432
2023-04-03,Meta Ads,Performance_Search,979.8,1726,507,107,1.93,0.2937,0.2125
2023-04-03,Meta Ads,Performance_Shopping,715.29,1397,424,71,1.68,0.3033,0.1682
2023-04-03,Meta Ads,Remarketing_Display,302.16,7958,174,37,1.74,0.0219,0.2158
2023-04-03,Meta Ads,Lead_Generation,897.62,1624,504,80,1.78,0.3102,0.1605
2023-04-03,Meta Ads,Display_Generico,1721.24,38065,909,25,1.89,0.0239,0.0283
2023-04-03,Meta Ads,Video_Awareness_Amplo,1094.46,27311,656,25,1.67,0.024,0.0382
2023-04-03,TikTok Ads,Performance_Search,661.48,1713,603,156,1.1,0.352,0.2594
2023-04-03,TikTok Ads,Performance_Shopping,942.18,2147,825,173,1.14,0.3842,0.2102
2023-04-03,TikTok Ads,Remarketing_Display,399.79,10077,351,92,1.14,0.0348,0.2645
2023-04-03,TikTok Ads,Lead_Generation,985.9,2454,909,164,1.08,0.3703,0.1815
2023-04-03,TikTok Ads,Display_Generico,1425.38,38257,1298,40,1.1,0.0339,0.0311
2023-04-03,TikTok Ads,Video_Awareness_Amplo,1538.27,38777,1208,55,1.27,0.0312,0.0461
2023-04-04,Google Ads,Performance_Search,962.52,1065,396,83,2.43,0.3716,0.211
2023-04-04,Google Ads,Performance_Shopping,896.84,998,341,62,2.62,0.3415,0.1825
2023-04-04,Google Ads,Remarketing_Display,352.43,4022,132,33,2.66,0.0328,0.2523
2023-04-04,Google Ads,Lead_Generation,962.23,1105,356,57,2.7,0.3219,0.1609
2023-04-04,Google Ads,Display_Generico,1565.2,18375,588,17,2.66,0.032,0.0295
2023-04-04,Google Ads,Video_Awareness_Amplo,1041.51,16850,421,16,2.47,0.025,0.0383
2023-04-04,Meta Ads,Performance_Search,1042.51,1853,632,123,1.65,0.341,0.1951
2023-04-04,Meta Ads,Performance_Shopping,914.85,1786,553,86,1.65,0.3096,0.157
2023-04-04,Meta Ads,Remarketing_Display,473.71,9806,247,52,1.91,0.0252,0.2126
2023-04-04,Meta Ads,Lead_Generation,1159.29,2225,664,102,1.74,0.2983,0.1549
2023-04-04,Meta Ads,Display_Generico,1763.73,47429,1087,31,1.62,0.0229,0.0294
2023-04-04,Meta Ads,Video_Awareness_Amplo,1110.61,25381,668,25,1.66,0.0263,0.0386
2023-04-04,TikTok Ads,Performance_Search,828.67,1595,628,139,1.32,0.3936,0.2214
2023-04-04,TikTok Ads,Performance_Shopping,1202.31,2803,1020,215,1.18,0.3638,0.2114
2023-04-04,TikTok Ads,Remarketing_Display,314.99,11751,286,77,1.1,0.0243,0.2722
2023-04-04,TikTok Ads,Lead_Generation,1089.31,2139,894,160,1.22,0.4179,0.179
2023-04-04,TikTok Ads,Display_Generico,1203.05,40851,1075,33,1.12,0.0263,0.0316
2023-04-04,TikTok Ads,Video_Awareness_Amplo,1636.15,34856,1261,52,1.3,0.0362,0.0416
2023-04-05,Google Ads,Performance_Search,1121.5,1436,464,109,2.41,0.3229,0.2363
2023-04-05,Google Ads,Performance_Shopping,943.86,1170,404,73,2.33,0.3451,0.1819
2023-04-05,Google Ads,Remarketing_Display,419.44,5047,169,38,2.48,0.0335,0.2277
2023-04-05,Google Ads,Lead_Generation,740.21,848,297,48,2.49,0.3502,0.1637
2023-04-05,Google Ads,Display_Generico,1582.39,17864,588,18,2.69,0.0329,0.0318
2023-04-05,Google Ads,Video_Awareness_Amplo,1684.95,21074,667,25,2.53,0.0316,0.0384
2023-04-05,Meta Ads,Performance_Search,771.7,1399,445,84,1.73,0.3179,0.1895
2023-04-05,Meta Ads,Performance_Shopping,1179.69,2310,680,116,1.73,0.2943,0.1719
2023-04-05,Meta Ads,Remarketing_Display,255.29,6732,153,34,1.66,0.0227,0.2234
2023-04-05,Meta Ads,Lead_Generation,796.89,1243,417,62,1.91,0.3353,0.1507
2023-04-05,Meta Ads,Display_Generico,1248.06,25311,719,17,1.73,0.0284,0.0246
2023-04-05,Meta Ads,Video_Awareness_Amplo,976.84,20184,512,17,1.91,0.0254,0.0333
2023-04-05,TikTok Ads,Performance_Search,653.67,1229,501,126,1.3,0.4073,0.2522
2023-04-05,TikTok Ads,Performance_Shopping,832.37,1658,690,157,1.2,0.4161,0.2285
2023-04-05,TikTok Ads,Remarketing_Display,293.49,8608,230,59,1.27,0.0267,0.2592
2023-04-05,TikTok Ads,Lead_Generation,972.83,2000,826,141,1.18,0.4128,0.1716
2023-04-05,TikTok Ads,Display_Generico,1398.37,30441,1075,33,1.3,0.0353,0.0307
2023-04-05,TikTok Ads,Video_Awareness_Amplo,1275.9,39530,1038,49,1.23,0.0263,0.0481
2023-04-06,Google Ads,Performance_Search,1145.74,1514,490,98,2.33,0.3235,0.2018
2023-04-06,Google Ads,Performance_Shopping,1141.89,1412,486,91,2.35,0.3441,0.1881
