date,channel,campaign,total_sessions,bounced_sessions,mobile_sessions,desktop_sessions,tablet_sessions,total_pages,total_duration_seconds
2023-04-15,TikTok Ads,Lead_Generation,532,318,347,155,30,1067,38460
2023-04-15,TikTok Ads,Display_Generico,767,459,506,228,33,1537,55380
2023-04-15,TikTok Ads,Video_Awareness_Amplo,575,345,384,168,23,1150,41400
2023-04-16,Google Ads,Performance_Search,219,131,148,58,13,439,15820
2023-04-16,Google Ads,Performance_Shopping,189,114,136,44,9,376,13530
2023-04-16,Google Ads,Remarketing_Display,115,47,70,37,8,285,11140
2023-04-16,Google Ads,Lead_Generation,132,81,101,26,5,259,9270
2023-04-16,Google Ads,Display_Generico,322,192,208,101,13,647,23340
2023-04-16,Google Ads,Video_Awareness_Amplo,382,230,262,106,14,762,27400
2023-04-16,Meta Ads,Performance_Search,260,155,170,81,9,522,18850
2023-04-16,Meta Ads,Performance_Shopping,303,180,196,90,17,610,22050
2023-04-16,Meta Ads,Remarketing_Display,129,53,82,40,7,319,12460
2023-04-16,Meta Ads,Lead_Generation,230,138,156,65,9,460,16560
2023-04-16,Meta Ads,Display_Generico,507,303,334,146,27,1017,36660
2023-04-16,Meta Ads,Video_Awareness_Amplo,373,224,250,106,17,745,26830
2023-04-16,TikTok Ads,Performance_Search,390,231,246,125,19,787,28470
2023-04-16,TikTok Ads,Performance_Shopping,555,330,356,167,32,1117,40350
2023-04-16,TikTok Ads,Remarketing_Display,140,58,92,39,9,345,13460
2023-04-16,TikTok Ads,Lead_Generation,540,321,344,166,30,1087,39270
2023-04-16,TikTok Ads,Display_Generico,640,382,418,195,27,1285,46340
2023-04-16,TikTok Ads,Video_Awareness_Amplo,762,455,498,231,33,1529,55150
2023-04-17,Google Ads,Performance_Search,223,132,139,74,10,450,16290
2023-04-17,Google Ads,Performance_Shopping,247,148,168,68,11,494,17810
2023-04-17,Google Ads,Remarketing_Display,129,52,78,43,8,321,12590
2023-04-17,Google Ads,Lead_Generation,214,126,128,74,12,434,15720
2023-04-17,Google Ads,Display_Generico,413,247,270,126,17,828,29840
2023-04-17,Google Ads,Video_Awareness_Amplo,336,200,214,106,16,676,24400
2023-04-17,Meta Ads,Performance_Search,505,299,314,165,26,1020,36880
2023-04-17,Meta Ads,Performance_Shopping,238,140,143,75,20,483,17500
2023-04-17,Meta Ads,Remarketing_Display,164,67,97,57,10,406,15890
2023-04-17,Meta Ads,Lead_Generation,563,336,365,166,32,1130,40770
2023-04-17,Meta Ads,Display_Generico,865,513,540,267,58,1745,63060
2023-04-17,Meta Ads,Video_Awareness_Amplo,722,432,474,215,33,1447,52140
2023-04-17,TikTok Ads,Performance_Search,871,521,574,258,39,1746,62920
2023-04-17,TikTok Ads,Performance_Shopping,394,235,256,121,17,791,28550
2023-04-17,TikTok Ads,Remarketing_Display,211,87,132,68,11,521,20340
2023-04-17,TikTok Ads,Lead_Generation,510,304,328,157,25,1025,36980
2023-04-17,TikTok Ads,Display_Generico,977,585,647,287,43,1957,70500
2023-04-17,TikTok Ads,Video_Awareness_Amplo,1306,780,849,395,62,2621,94500
2023-04-18,Google Ads,Performance_Search,200,120,139,55,6,400,14400
2023-04-18,Google Ads,Performance_Shopping,279,166,182,83,14,561,20270
2023-04-18,Google Ads,Remarketing_Display,102,42,64,29,9,252,9840
2023-04-18,Google Ads,Lead_Generation,224,133,144,68,12,451,16310
2023-04-18,Google Ads,Display_Generico,457,272,293,141,23,919,33190
2023-04-18,Google Ads,Video_Awareness_Amplo,667,397,428,212,27,1342,48440
2023-04-18,Meta Ads,Performance_Search,588,351,385,176,27,1180,42570
2023-04-18,Meta Ads,Performance_Shopping,232,138,151,63,18,467,16860
2023-04-18,Meta Ads,Remarketing_Display,239,99,154,77,8,589,22980
2023-04-18,Meta Ads,Lead_Generation,501,298,319,156,26,1008,36410
2023-04-18,Meta Ads,Display_Generico,678,405,442,198,38,1360,49050
2023-04-18,Meta Ads,Video_Awareness_Amplo,558,336,384,143,31,1113,40020
2023-04-18,TikTok Ads,Performance_Search,447,264,276,149,22,904,32730
2023-04-18,TikTok Ads,Performance_Shopping,489,294,336,131,22,976,35130
2023-04-18,TikTok Ads,Remarketing_Display,324,134,207,102,15,799,31180
2023-04-18,TikTok Ads,Lead_Generation,728,434,472,222,34,1463,52780
2023-04-18,TikTok Ads,Display_Generico,716,427,464,219,33,1438,51890
2023-04-18,TikTok Ads,Video_Awareness_Amplo,958,570,612,297,49,1928,69600
2023-04-19,Google Ads,Performance_Search,237,142,162,60,15,474,17090
2023-04-19,Google Ads,Performance_Shopping,329,196,214,94,21,661,23870
2023-04-19,Google Ads,Remarketing_Display,161,67,109,40,12,396,15440
2023-04-19,Google Ads,Lead_Generation,183,109,118,55,10,368,13280
2023-04-19,Google Ads,Display_Generico,452,269,290,140,22,909,32830
2023-04-19,Google Ads,Video_Awareness_Amplo,708,423,465,211,32,1420,51210
2023-04-19,Meta Ads,Performance_Search,269,160,173,83,13,541,19550
2023-04-19,Meta Ads,Performance_Shopping,301,178,188,100,13,608,22010
2023-04-19,Meta Ads,Remarketing_Display,172,71,111,48,13,424,16570
2023-04-19,Meta Ads,Lead_Generation,280,166,175,87,18,565,20420
2023-04-19,Meta Ads,Display_Generico,557,329,343,183,31,1127,40780
2023-04-19,Meta Ads,Video_Awareness_Amplo,645,385,423,189,33,1295,46700
2023-04-19,TikTok Ads,Performance_Search,544,323,340,173,31,1096,39610
2023-04-19,TikTok Ads,Performance_Shopping,688,407,425,230,33,1390,50290
2023-04-19,TikTok Ads,Remarketing_Display,212,87,133,65,14,524,20490
2023-04-19,TikTok Ads,Lead_Generation,669,398,425,205,39,1346,48610
2023-04-19,TikTok Ads,Display_Generico,1107,659,707,330,70,2227,80380
2023-04-19,TikTok Ads,Video_Awareness_Amplo,1170,698,754,352,64,2350,84760
2023-04-20,Google Ads,Performance_Search,227,135,147,68,12,457,16500
2023-04-20,Google Ads,Performance_Shopping,398,238,265,112,21,798,28760
2023-04-20,Google Ads,Remarketing_Display,135,55,84,46,5,335,13100
2023-04-20,Google Ads,Lead_Generation,209,124,132,68,9,421,15230
2023-04-20,Google Ads,Display_Generico,424,253,277,120,27,851,30710
2023-04-20,Google Ads,Video_Awareness_Amplo,503,300,328,149,26,1010,36450
2023-04-20,Meta Ads,Performance_Search,552,330,366,154,32,1107,39900
2023-04-20,Meta Ads,Performance_Shopping,497,295,316,158,23,1002,36200
2023-04-20,Meta Ads,Remarketing_Display,132,53,74,54,4,329,12910
2023-04-20,Meta Ads,Lead_Generation,258,152,158,88,12,523,18940
2023-04-20,Meta Ads,Display_Generico,643,379,385,216,42,1303,47180
2023-04-20,Meta Ads,Video_Awareness_Amplo,787,470,515,234,38,1579,56950
2023-04-20,TikTok Ads,Performance_Search,778,462,488,254,36,1568,56640
2023-04-20,TikTok Ads,Performance_Shopping,728,429,435,247,46,1475,53430
2023-04-20,TikTok Ads,Remarketing_Display,178,73,110,60,8,440,17210
2023-04-20,TikTok Ads,Lead_Generation,606,360,383,193,30,1221,44100
2023-04-20,TikTok Ads,Display_Generico,1145,680,723,366,56,2307,83350
2023-04-20,TikTok Ads,Video_Awareness_Amplo,1263,756,832,369,62,2530,91170
2023-04-21,Google Ads,Performance_Search,326,193,204,109,13,658,23810
2023-04-21,Google Ads,Performance_Shopping,441,263,288,128,25,886,31960
2023-04-21,Google Ads,Remarketing_Display,171,71,114,50,7,421,16420
2023-04-21,Google Ads,Lead_Generation,327,195,215,94,18,657,23700
2023-04-21,Google Ads,Display_Generico,513,309,351,133,29,1023,36780
2023-04-21,Google Ads,Video_Awareness_Amplo,466,277,295,140,31,938,33890
2023-04-21,Meta Ads,Performance_Search,392,235,260,114,18,784,28250
2023-04-21,Meta Ads,Performance_Shopping,579,343,357,188,34,1169,42260
2023-04-21,Meta Ads,Remarketing_Display,204,84,126,66,12,504,19680
2023-04-21,Meta Ads,Lead_Generation,428,259,306,105,17,850,30530
2023-04-21,Meta Ads,Display_Generico,912,544,592,275,45,1832,66080
2023-04-21,Meta Ads,Video_Awareness_Amplo,791,470,497,248,46,1593,57550
2023-04-21,TikTok Ads,Performance_Search,518,308,331,154,33,1043,37660
2023-04-21,TikTok Ads,Performance_Shopping,426,253,272,138,16,858,31010
2023-04-21,TikTok Ads,Remarketing_Display,339,140,214,108,17,836,32650
2023-04-21,TikTok Ads,Lead_Generation,503,301,330,154,19,1008,36320
2023-04-21,TikTok Ads,Display_Generico,963,577,641,276,46,1928,69440
2023-04-21,TikTok Ads,Video_Awareness_Amplo,1137,681,752,329,56,2277,82020
2023-04-22,Google Ads,Performance_Search,164,97,105,52,7,331,11990
2023-04-22,Google Ads,Performance_Shopping,154,93,107,38,9,306,11010
2023-04-22,Google Ads,Remarketing_Display,96,40,64,27,5,236,9200
2023-04-22,Google Ads,Lead_Generation,220,130,138,74,8,445,16100
2023-04-22,Google Ads,Display_Generico,383,231,265,97,21,763,27420
2023-04-22,Google Ads,Video_Awareness_Amplo,391,233,255,112,24,786,28360
2023-04-22,Meta Ads,Performance_Search,257,154,171,72,14,514,18530
2023-04-22,Meta Ads,Performance_Shopping,263,156,166,85,12,530,19170
2023-04-22,Meta Ads,Remarketing_Display,103,42,65,31,7,255,9990
2023-04-22,Meta Ads,Lead_Generation,271,162,183,72,16,543,19590
2023-04-22,Meta Ads,Display_Generico,412,244,259,135,18,832,30080
2023-04-22,Meta Ads,Video_Awareness_Amplo,377,225,249,103,25,757,27300
2023-04-22,TikTok Ads,Performance_Search,599,362,418,153,28,1191,42790
2023-04-22,TikTok Ads,Performance_Shopping,451,269,294,135,22,906,32680
2023-04-22,TikTok Ads,Remarketing_Display,234,96,144,80,10,579,22620
2023-04-22,TikTok Ads,Lead_Generation,538,321,353,153,32,1080,38970
2023-04-22,TikTok Ads,Display_Generico,677,406,452,191,34,1354,48770
2023-04-22,TikTok Ads,Video_Awareness_Amplo,760,459,529,202,29,1512,54330
2023-04-23,Google Ads,Performance_Search,322,187,179,129,14,659,23990
2023-04-23,Google Ads,Performance_Shopping,184,110,122,55,7,369,13300
2023-04-23,Google Ads,Remarketing_Display,91,37,52,30,9,226,8840
2023-04-23,Google Ads,Lead_Generation,200,118,121,64,15,405,14660
2023-04-23,Google Ads,Display_Generico,319,189,200,104,15,644,23280
2023-04-23,Google Ads,Video_Awareness_Amplo,358,213,228,102,28,720,26010
2023-04-23,Meta Ads,Performance_Search,155,92,99,47,9,312,11290
2023-04-23,Meta Ads,Performance_Shopping,282,167,179,86,17,569,20590
2023-04-23,Meta Ads,Remarketing_Display,90,36,52,35,3,225,8820
2023-04-23,Meta Ads,Lead_Generation,314,190,226,73,15,624,22400
2023-04-23,Meta Ads,Display_Generico,499,298,327,144,28,1001,36110
2023-04-23,Meta Ads,Video_Awareness_Amplo,486,288,306,154,26,981,35460
2023-04-23,TikTok Ads,Performance_Search,555,331,358,169,28,1115,40220
2023-04-23,TikTok Ads,Performance_Shopping,494,296,332,139,23,989,35620
2023-04-23,TikTok Ads,Remarketing_Display,151,62,99,42,10,373,14590
2023-04-23,TikTok Ads,Lead_Generation,381,230,264,101,16,758,27250
2023-04-23,TikTok Ads,Display_Generico,848,503,529,282,37,1710,61810
2023-04-23,TikTok Ads,Video_Awareness_Amplo,873,519,553,278,42,1758,63480
2023-04-24,Google Ads,Performance_Search,252,149,154,84,14,509,18430
2023-04-24,Google Ads,Performance_Shopping,191,114,124,56,11,383,13830
2023-04-24,Google Ads,Remarketing_Display,189,78,119,57,13,466,18210
2023-04-24,Google Ads,Lead_Generation,273,163,183,77,13,548,19760
2023-04-24,Google Ads,Display_Generico,330,198,223,92,15,660,23760
2023-04-24,Google Ads,Video_Awareness_Amplo,598,356,383,184,31,1203,43420
2023-04-24,Meta Ads,Performance_Search,655,391,424,196,35,1315,47420
2023-04-24,Meta Ads,Performance_Shopping,395,236,260,116,19,792,28570
2023-04-24,Meta Ads,Remarketing_Display,193,79,117,65,11,478,18680
2023-04-24,Meta Ads,Lead_Generation,430,257,280,131,19,862,31090
2023-04-24,Meta Ads,Display_Generico,529,313,326,171,32,1069,38660
2023-04-24,Meta Ads,Video_Awareness_Amplo,518,306,318,172,28,1048,37920
2023-04-24,TikTok Ads,Performance_Search,573,338,344,201,28,1160,42010
2023-04-24,TikTok Ads,Performance_Shopping,631,378,419,176,36,1263,45510
2023-04-24,TikTok Ads,Remarketing_Display,252,105,172,73,7,619,24150
2023-04-24,TikTok Ads,Lead_Generation,737,439,472,225,40,1482,53480
2023-04-24,TikTok Ads,Display_Generico,815,483,509,263,43,1645,59460
2023-04-24,TikTok Ads,Video_Awareness_Amplo,1163,687,704,407,52,2353,85140
2023-04-25,Google Ads,Performance_Search,283,167,172,92,19,573,20740
2023-04-25,Google Ads,Performance_Shopping,165,98,106,55,4,332,12010
2023-04-25,Google Ads,Remarketing_Display,136,56,92,36,8,336,13120
2023-04-25,Google Ads,Lead_Generation,432,258,282,128,22,867,31260
2023-04-25,Google Ads,Display_Generico,454,270,287,127,40,914,33000
2023-04-25,Google Ads,Video_Awareness_Amplo,499,298,327,144,28,1001,36110
2023-04-25,Meta Ads,Performance_Search,526,314,345,149,32,1056,38080
2023-04-25,Meta Ads,Performance_Shopping,453,269,289,139,25,913,32980
2023-04-25,Meta Ads,Remarketing_Display,198,82,133,51,14,488,19040
2023-04-25,Meta Ads,Lead_Generation,357,211,222,116,19,722,26120
2023-04-25,Meta Ads,Display_Generico,793,474,520,236,37,1590,57330
2023-04-25,Meta Ads,Video_Awareness_Amplo,449,269,298,124,27,899,32380
2023-04-25,TikTok Ads,Performance_Search,447,267,295,129,23,897,32340
2023-04-25,TikTok Ads,Performance_Shopping,439,261,282,138,19,884,31920
2023-04-25,TikTok Ads,Remarketing_Display,382,158,248,115,19,942,36760
2023-04-25,TikTok Ads,Lead_Generation,665,396,429,209,27,1337,48270
2023-04-25,TikTok Ads,Display_Generico,718,424,438,237,43,1453,52580
2023-04-25,TikTok Ads,Video_Awareness_Amplo,1024,608,644,335,45,2064,74560
2023-04-26,Google Ads,Performance_Search,248,148,163,70,15,498,17960
2023-04-26,Google Ads,Performance_Shopping,308,185,213,83,12,615,22150
2023-04-26,Google Ads,Remarketing_Display,93,39,68,22,3,228,8880
2023-04-26,Google Ads,Lead_Generation,211,126,140,63,8,423,15270
2023-04-26,Google Ads,Display_Generico,492,295,327,137,28,984,35450
2023-04-26,Google Ads,Video_Awareness_Amplo,642,383,414,200,28,1289,46510
2023-04-26,Meta Ads,Performance_Search,274,162,171,86,17,554,20040
2023-04-26,Meta Ads,Performance_Shopping,386,230,248,121,17,776,28000
2023-04-26,Meta Ads,Remarketing_Display,123,51,83,34,6,303,11820
2023-04-26,Meta Ads,Lead_Generation,510,302,318,172,20,1030,37240
2023-04-26,Meta Ads,Display_Generico,528,316,349,159,20,1058,38120
2023-04-26,Meta Ads,Video_Awareness_Amplo,493,297,338,135,20,983,35340
2023-04-26,TikTok Ads,Performance_Search,811,484,527,238,46,1628,58730
2023-04-26,TikTok Ads,Performance_Shopping,836,498,534,271,31,1681,60660
2023-04-26,TikTok Ads,Remarketing_Display,350,145,231,104,15,862,33650
2023-04-26,TikTok Ads,Lead_Generation,838,502,554,248,36,1678,60440
2023-04-26,TikTok Ads,Display_Generico,1339,805,907,368,64,2674,96200
2023-04-26,TikTok Ads,Video_Awareness_Amplo,975,589,677,264,34,1940,69680
2023-04-27,Google Ads,Performance_Search,374,224,248,110,16,749,26980
2023-04-27,Google Ads,Performance_Shopping,247,148,166,73,8,494,17810
2023-04-27,Google Ads,Remarketing_Display,176,73,120,49,7,433,16910
2023-04-27,Google Ads,Lead_Generation,297,177,191,98,8,597,21540
2023-04-27,Google Ads,Display_Generico,606,364,413,165,28,1211,43580
2023-04-27,Google Ads,Video_Awareness_Amplo,437,261,286,115,36,877,31620
2023-04-27,Meta Ads,Performance_Search,313,186,197,100,16,630,22770
2023-04-27,Meta Ads,Performance_Shopping,479,283,294,144,41,969,35060
2023-04-27,Meta Ads,Remarketing_Display,147,61,97,42,8,362,14120
2023-04-27,Meta Ads,Lead_Generation,517,309,340,153,24,1037,37380
2023-04-27,Meta Ads,Display_Generico,845,501,524,273,48,1705,61620
2023-04-27,Meta Ads,Video_Awareness_Amplo,761,455,497,227,37,1526,55000
2023-04-27,TikTok Ads,Performance_Search,583,344,355,198,30,1180,42730
2023-04-27,TikTok Ads,Performance_Shopping,674,406,464,172,38,1344,48320
2023-04-27,TikTok Ads,Remarketing_Display,288,118,180,88,20,713,27860
2023-04-27,TikTok Ads,Lead_Generation,544,326,362,156,26,1089,39220
2023-04-27,TikTok Ads,Display_Generico,1136,682,766,316,54,2271,81740
2023-04-27,TikTok Ads,Video_Awareness_Amplo,1145,683,742,336,67,2300,82960
2023-04-28,Google Ads,Performance_Search,212,126,135,67,10,427,15420
2023-04-28,Google Ads,Performance_Shopping,277,163,164,96,17,562,20360
2023-04-28,Google Ads,Remarketing_Display,84,35,56,23,5,206,8050
2023-04-28,Google Ads,Lead_Generation,332,199,221,96,15,664,23930
2023-04-28,Google Ads,Display_Generico,460,272,285,148,27,930,33640
2023-04-28,Google Ads,Video_Awareness_Amplo,367,219,239,109,19,737,26580
2023-04-28,Meta Ads,Performance_Search,259,155,171,80,8,519,18700
2023-04-28,Meta Ads,Performance_Shopping,486,287,297,147,42,983,35590
2023-04-28,Meta Ads,Remarketing_Display,212,89,149,59,4,519,20230
2023-04-28,Meta Ads,Lead_Generation,575,345,384,163,28,1150,41400
2023-04-28,Meta Ads,Display_Generico,946,563,602,294,50,1903,68710
2023-04-28,Meta Ads,Video_Awareness_Amplo,701,420,467,205,29,1403,50550
2023-04-28,TikTok Ads,Performance_Search,679,409,466,176,37,1354,48680
2023-04-28,TikTok Ads,Performance_Shopping,385,228,242,124,19,777,28110
2023-04-28,TikTok Ads,Remarketing_Display,183,75,118,51,14,453,17700
2023-04-28,TikTok Ads,Lead_Generation,711,426,470,210,31,1423,51270
2023-04-28,TikTok Ads,Display_Generico,909,544,598,259,52,1821,65630
2023-04-28,TikTok Ads,Video_Awareness_Amplo,972,580,627,296,49,1952,70400
2023-04-29,Google Ads,Performance_Search,288,172,187,81,20,578,20840
2023-04-29,Google Ads,Performance_Shopping,186,109,113,62,11,378,13730
2023-04-29,Google Ads,Remarketing_Display,61,25,39,19,3,151,5900
2023-04-29,Google Ads,Lead_Generation,269,160,174,81,14,541,19550
2023-04-29,Google Ads,Display_Generico,372,223,252,94,26,744,26810
2023-04-29,Google Ads,Video_Awareness_Amplo,394,233,243,134,17,796,28810
2023-04-29,Meta Ads,Performance_Search,276,165,180,81,15,553,19950
2023-04-29,Meta Ads,Performance_Shopping,322,191,203,97,22,649,23470
2023-04-29,Meta Ads,Remarketing_Display,124,51,81,36,7,306,11970
2023-04-29,Meta Ads,Lead_Generation,266,161,192,62,12,528,18970
2023-04-29,Meta Ads,Display_Generico,334,200,224,99,11,669,24100
2023-04-29,Meta Ads,Video_Awareness_Amplo,450,268,290,139,21,905,32660
2023-04-29,TikTok Ads,Performance_Search,388,232,257,109,22,778,28040
2023-04-29,TikTok Ads,Performance_Shopping,412,246,271,125,16,827,29820
2023-04-29,TikTok Ads,Remarketing_Display,187,77,123,52,12,462,18040
2023-04-29,TikTok Ads,Lead_Generation,267,161,184,70,13,532,19120
2023-04-29,TikTok Ads,Display_Generico,519,310,340,156,23,1041,37550
2023-04-29,TikTok Ads,Video_Awareness_Amplo,662,397,446,192,24,1324,47690
2023-04-30,Google Ads,Performance_Search,193,115,128,54,11,388,14000
2023-04-30,Google Ads,Performance_Shopping,176,106,121,51,4,351,12620
2023-04-30,Google Ads,Remarketing_Display,99,40,63,26,10,246,9650
2023-04-30,Google Ads,Lead_Generation,153,92,106,39,8,305,10990
2023-04-30,Google Ads,Display_Generico,330,197,217,104,9,662,23890
2023-04-30,Google Ads,Video_Awareness_Amplo,314,191,233,75,6,621,22270
2023-04-30,Meta Ads,Performance_Search,224,133,141,77,6,451,16310
2023-04-30,Meta Ads,Performance_Shopping,294,173,179,98,17,596,21610
2023-04-30,Meta Ads,Remarketing_Display,109,44,67,32,10,271,10630
2023-04-30,Meta Ads,Lead_Generation,259,155,174,71,14,519,18700
2023-04-30,Meta Ads,Display_Generico,441,262,283,130,28,888,32090
2023-04-30,Meta Ads,Video_Awareness_Amplo,648,388,431,201,16,1298,46760
2023-04-30,TikTok Ads,Performance_Search,643,384,421,186,36,1290,46530
2023-04-30,TikTok Ads,Performance_Shopping,628,372,392,201,35,1268,45840
2023-04-30,TikTok Ads,Remarketing_Display,121,49,76,39,6,301,11780
2023-04-30,TikTok Ads,Lead_Generation,328,196,214,95,19,658,23720
2023-04-30,TikTok Ads,Display_Generico,507,303,336,149,22,1017,36660
2023-04-30,TikTok Ads,Video_Awareness_Amplo,828,492,526,263,39,1668,60240
2023-05-01,Google Ads,Performance_Search,405,241,258,119,28,815,29420
2023-05-01,Google Ads,Performance_Shopping,329,197,220,91,18,659,23740
2023-05-01,Google Ads,Remarketing_Display,161,66,106,46,9,398,15570
2023-05-01,Google Ads,Lead_Generation,231,138,152,67,12,463,16710
2023-05-01,Google Ads,Display_Generico,544,327,367,154,23,1086,39090
2023-05-01,Google Ads,Video_Awareness_Amplo,539,322,353,156,30,1081,38990
2023-05-01,Meta Ads,Performance_Search,466,276,293,150,23,941,34020
2023-05-01,Meta Ads,Performance_Shopping,311,186,205,94,12,623,22470
2023-05-01,Meta Ads,Remarketing_Display,197,81,129,60,8,487,19020
2023-05-01,Meta Ads,Lead_Generation,303,182,206,79,18,605,21790
2023-05-01,Meta Ads,Display_Generico,476,287,329,128,19,948,34090
2023-05-01,Meta Ads,Video_Awareness_Amplo,641,382,412,190,39,1288,46490
2023-05-01,TikTok Ads,Performance_Search,553,330,362,171,20,1110,40050
2023-05-01,TikTok Ads,Performance_Shopping,565,339,380,165,20,1130,40680
2023-05-01,TikTok Ads,Remarketing_Display,365,151,241,101,23,900,35120
2023-05-01,TikTok Ads,Lead_Generation,869,523,591,236,42,1734,62360
2023-05-01,TikTok Ads,Display_Generico,951,566,607,285,59,1913,69070
2023-05-01,TikTok Ads,Video_Awareness_Amplo,781,466,506,231,44,1568,56570
2023-05-02,Google Ads,Performance_Search,369,218,226,129,14,746,27010
2023-05-02,Google Ads,Performance_Shopping,318,191,216,82,20,635,22870
2023-05-02,Google Ads,Remarketing_Display,110,45,71,31,8,272,10650
2023-05-02,Google Ads,Lead_Generation,402,239,255,121,26,809,29230
2023-05-02,Google Ads,Display_Generico,474,283,310,147,17,951,34310
2023-05-02,Google Ads,Video_Awareness_Amplo,436,257,266,147,23,883,31990
2023-05-02,Meta Ads,Performance_Search,443,264,288,137,18,890,32130
2023-05-02,Meta Ads,Performance_Shopping,478,289,334,123,21,950,34130
2023-05-02,Meta Ads,Remarketing_Display,182,75,113,57,12,449,17550
2023-05-02,Meta Ads,Lead_Generation,312,185,194,98,20,629,22750
2023-05-02,Meta Ads,Display_Generico,691,416,471,184,36,1378,49570
2023-05-02,Meta Ads,Video_Awareness_Amplo,636,379,409,203,24,1278,46130
2023-05-02,TikTok Ads,Performance_Search,391,233,255,121,15,786,28360
2023-05-02,TikTok Ads,Performance_Shopping,455,273,309,123,23,910,32760
2023-05-02,TikTok Ads,Remarketing_Display,275,114,182,85,8,677,26430
2023-05-02,TikTok Ads,Lead_Generation,681,400,402,232,47,1383,50150
2023-05-02,TikTok Ads,Display_Generico,1553,926,1001,482,70,3120,112570
2023-05-02,TikTok Ads,Video_Awareness_Amplo,817,488,534,246,37,1639,59110
2023-05-03,Google Ads,Performance_Search,342,203,216,104,22,689,24910
2023-05-03,Google Ads,Performance_Shopping,194,115,122,62,10,391,14150
2023-05-03,Google Ads,Remarketing_Display,95,39,63,28,4,235,9180
2023-05-03,Google Ads,Lead_Generation,221,132,144,65,12,443,15990
2023-05-03,Google Ads,Display_Generico,645,385,418,202,25,1295,46700
2023-05-03,Google Ads,Video_Awareness_Amplo,537,321,350,158,29,1077,38820
2023-05-03,Meta Ads,Performance_Search,279,166,180,77,22,561,20270
2023-05-03,Meta Ads,Performance_Shopping,598,355,375,191,32,1205,43550
2023-05-03,Meta Ads,Remarketing_Display,207,87,150,49,8,507,19740
2023-05-03,Meta Ads,Lead_Generation,268,158,161,87,20,543,19660
2023-05-03,Meta Ads,Display_Generico,972,580,630,285,57,1952,70400
2023-05-03,Meta Ads,Video_Awareness_Amplo,703,421,465,199,39,1408,50720
2023-05-03,TikTok Ads,Performance_Search,747,444,473,236,38,1504,54330
2023-05-03,TikTok Ads,Performance_Shopping,642,384,426,187,29,1287,46380
2023-05-03,TikTok Ads,Remarketing_Display,275,114,186,72,17,677,26430
2023-05-03,TikTok Ads,Lead_Generation,358,214,235,105,18,718,25880
2023-05-03,TikTok Ads,Display_Generico,1189,707,754,383,52,2394,86440
2023-05-03,TikTok Ads,Video_Awareness_Amplo,715,425,455,214,46,1440,52000
2023-05-04,Google Ads,Performance_Search,253,150,158,85,10,510,18450
2023-05-04,Google Ads,Performance_Shopping,292,177,212,68,12,579,20790
2023-05-04,Google Ads,Remarketing_Display,88,36,58,27,3,218,8520
2023-05-04,Google Ads,Lead_Generation,371,223,255,105,11,741,26660
2023-05-04,Google Ads,Display_Generico,615,367,397,192,26,1235,44540
2023-05-04,Google Ads,Video_Awareness_Amplo,408,245,278,118,12,815,29350
2023-05-04,Meta Ads,Performance_Search,473,281,298,149,26,953,34420
2023-05-04,Meta Ads,Performance_Shopping,536,318,334,178,24,1081,39060
2023-05-04,Meta Ads,Remarketing_Display,182,75,117,57,8,449,17550
2023-05-04,Meta Ads,Lead_Generation,646,388,436,186,24,1291,46460
2023-05-04,Meta Ads,Display_Generico,631,374,395,202,34,1273,46030
2023-05-04,Meta Ads,Video_Awareness_Amplo,650,389,427,193,30,1302,46930
2023-05-04,TikTok Ads,Performance_Search,679,404,436,205,38,1366,49330
2023-05-04,TikTok Ads,Performance_Shopping,662,395,428,206,28,1329,47950
2023-05-04,TikTok Ads,Remarketing_Display,365,151,237,111,17,900,35120
2023-05-04,TikTok Ads,Lead_Generation,643,382,407,208,28,1295,46790
2023-05-04,TikTok Ads,Display_Generico,1230,733,789,381,60,2472,89210
2023-05-04,TikTok Ads,Video_Awareness_Amplo,826,493,534,244,48,1658,59810
2023-05-05,Google Ads,Performance_Search,203,122,141,56,6,405,14590
2023-05-05,Google Ads,Performance_Shopping,227,135,146,71,10,457,16500
2023-05-05,Google Ads,Remarketing_Display,94,39,69,21,4,231,9030
2023-05-05,Google Ads,Lead_Generation,311,186,204,95,12,623,22470
2023-05-05,Google Ads,Display_Generico,423,254,286,114,23,845,30430
2023-05-05,Google Ads,Video_Awareness_Amplo,440,262,286,131,23,885,31940
2023-05-05,Meta Ads,Performance_Search,252,150,166,67,19,507,18300
2023-05-05,Meta Ads,Performance_Shopping,475,283,309,150,16,955,34460
2023-05-05,Meta Ads,Remarketing_Display,158,66,112,37,9,388,15120
2023-05-05,Meta Ads,Lead_Generation,440,262,285,125,30,885,31940
2023-05-05,Meta Ads,Display_Generico,861,515,568,240,53,1726,62200
2023-05-05,Meta Ads,Video_Awareness_Amplo,702,420,463,195,44,1407,50700
2023-05-05,TikTok Ads,Performance_Search,541,321,341,167,33,1091,39420
2023-05-05,TikTok Ads,Performance_Shopping,797,476,520,237,40,1599,57670
2023-05-05,TikTok Ads,Remarketing_Display,178,74,117,54,7,438,17080
2023-05-05,TikTok Ads,Lead_Generation,870,517,551,284,35,1752,63290
2023-05-05,TikTok Ads,Display_Generico,1011,601,642,300,69,2036,73520
2023-05-05,TikTok Ads,Video_Awareness_Amplo,782,464,492,246,44,1577,56980
2023-05-06,Google Ads,Performance_Search,276,163,172,87,17,558,20210
